"","year","agency_code","agency_level","designation_Type","name","county","city","zip","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","absent_group_ALL","absent_group_FEM","absent_group_HI7","absent_group_MALE","absent_group_WH7","absent_group_BL7","absent_group_ELS","absent_group_MU7","absent_group_SWD","absent_group_AS7","absent_group_AM7","absent_group_PI7","AAVC","AGNR","ARCH","BMA","EDUC","FINA","GOVT","HLTH","HOSP","HUMA","INFO","LAW","MANU","MRKT","STEM","TRAN"
"1160",2022,"760338","SCH","P","Northeastern Randolph Middle School","Randolph","Liberty",27298,"M","760LEA","06:08","Regular School","Traditional","N",NA,NA,484,384,79.34,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",2022,"760339","SCH","P","Providence Grove High School","Randolph","Climax",27233,"H","760LEA","09:12","Regular School","Traditional","N",NA,NA,639,525,82.16,NA,"N","N","N","N",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.199,4.382,1.095,0,0,0,2.973,0,3.286,0,0,0.313,0,0,0
"1162",2022,"760348","SCH","P","Randleman High School","Randolph","Randleman",27317,"H","760LEA","09:12","Regular School","Traditional","N",NA,NA,849,718,84.57,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.413,0,0.118,0,0,0,3.651,1.649,3.534,0,0,6.125,0,0,3.062
"1163",2022,"760352","SCH","P","Randleman Middle School","Randolph","Randleman",27317,"M","760LEA","05:08","Regular School","Traditional","N",NA,NA,794,496,62.47,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164",2022,"760354","SCH","P","Randolph Early College High School","Randolph","Asheboro",27205,"H","760LEA","09:13","Regular School","Traditional","N",NA,NA,351,73,20.8,NA,"N","N","N","N",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855,0,0,1.709,0,0.285,0,0,0,0.285,0,0,0,0,0,0
"1165",2022,"760357","SCH","P","Southeastern Randolph Middle School","Randolph","Ramseur",27316,"M","760LEA","06:08","Regular School","Traditional","N",NA,NA,497,332,66.8,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166",2022,"760358","SCH","P","Southwestern Randolph High School","Randolph","Asheboro",27205,"H","760LEA","09:12","Regular School","Traditional","N",NA,NA,809,642,79.36,NA,"N","N","N","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.326,2.596,0,0,0,0,2.349,1.607,3.461,0,0,0,0,0,0
"1167",2022,"760360","SCH","P","Southwestern Randolph Middle School","Randolph","Asheboro",27205,"M","760LEA","06:08","Regular School","Traditional","N",NA,NA,512,387,75.59,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168",2022,"760378","SCH","P","Wheatmore Middle School","Randolph","Trinity",27370,"M","760LEA","06:08","Regular School","Traditional","N",NA,NA,514,294,57.2,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",2022,"760380","SCH","P","Trinity High School","Randolph","Trinity",27370,"H","760LEA","09:12","Regular School","Traditional","N",NA,NA,614,533,86.81,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.541,2.932,0,0,0,0,4.886,1.303,0,0,0,0.326,2.117,0,0
"1170",2022,"760382","SCH","P","Uwharrie Ridge Six-Twelve","Randolph","Trinity",27370,"T","760LEA","06:12","Regular School","Traditional","N",NA,NA,474,306,64.56,NA,"N","N","Y","Y",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.532,0,0,0,0,0,1.266,0,0,0.633,0,0.211,0,0,0.422
"1171",2022,"760385","SCH","P","The Virtual Academy at Randolph","Randolph","Asheboro",27205,"I","760LEA","0K:08","Regular School","Traditional","N",NA,NA,98,66,67.35,NA,"N","N","N","N",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172",2022,"760388","SCH","P","Wheatmore High School","Randolph","Trinity",27370,"H","760LEA","09:12","Regular School","Traditional","N",NA,NA,672,534,79.46,NA,"N","N","N","N",0.031,0.563,0.438,0,0.969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.339,2.232,0,0,0,0,1.786,1.488,5.506,0.149,0,0.149,0,0,2.679
"1173",2022,"760LEA","LEA","P","Randolph County School System","Randolph","Asheboro",27205,NA,NA,NA,NA,NA,"N",NA,NA,9387,6082,64.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,2.376,1.033,0.149,0,0.011,0,1.246,0.479,1.374,0.043,0,0.874,0.138,0,0.49
"1174",2022,"761304","SCH","P","Asheboro High School","Randolph","Asheboro",27203,"H","761LEA","09:12","Regular School","Traditional","N",NA,NA,1277,997,78.07,NA,"N","N","N","N",0.25,0.625,0.375,0.125,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.506,0.47,0,0,0,0,0,3.915,0.94,0.861,0.705,0,2.819,1.018,2.506,0
"1175",2022,"761308","SCH","P","South Asheboro Middle School","Randolph","Asheboro",27203,"M","761LEA","06:08","Regular School","Traditional","Y",NA,NA,545,417,76.51,NA,"N","N","Y","Y",0.25,0.625,0.375,0.125,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176",2022,"761336","SCH","P","North Asheboro Middle School","Randolph","Asheboro",27203,"M","761LEA","06:08","Regular School","Traditional","Y",NA,NA,472,359,76.06,NA,"N","N","Y","Y",0.25,0.625,0.375,0.125,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",2022,"761LEA","LEA","P","Asheboro City Schools","Randolph","Asheboro",27203,NA,NA,NA,NA,NA,"N",NA,NA,2650,1773,66.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.208,0.226,0,0,0,0,0,1.887,0.453,0.415,0.34,0,1.358,0.491,1.208,0
"1178",2022,"76A000","SCH","C","Uwharrie Charter Academy","Randolph","Asheboro",27205,"A","CH","0K:12","Regular School","Modified","Y","760LEA",NA,1252,NA,5,TRUE,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0
"1179",2022,"770316","SCH","P","Ellerbe Middle","Richmond","Ellerbe",28338,"M","770LEA","06:08","Regular School","Traditional","Y",NA,NA,210,187,89.05,NA,"N","N","Y","N",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180",2022,"770328","SCH","P","Hamlet Middle","Richmond","Hamlet",28345,"M","770LEA","06:08","Regular School","Traditional","Y",NA,NA,461,396,85.9,NA,"N","N","Y","Y",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181",2022,"770342","SCH","P","Ashley Chapel Educational Center","Richmond","Rockingham",28379,"T","770LEA","07:12","Alternative Educat","Traditional","Y",NA,NA,66,9,13.64,NA,"N","N","N","N",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1182",2022,"770348","SCH","P","Richmond Senior High School","Richmond","Rockingham",28379,"H","770LEA","10:12","Regular School","Traditional","N",NA,NA,1240,1017,82.02,NA,"N","N","N","N",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.452,1.452,1.613,1.935,0,1.129,0,4.113,1.452,2.016,1.935,2.661,1.774,1.048,0.968,1.29
"1183",2022,"770349","SCH","P","Richmond Early College High School","Richmond","Hamlet",28345,"H","770LEA","09:13","Regular School","Traditional","N",NA,NA,290,80,27.59,NA,"N","N","N","N",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1.034,1.034,0,0.345,0,0,0.69,0,2.069,0,1.379,0
"1184",2022,"770351","SCH","P","Richmond County 9th Grade Academy","Richmond","Hamlet",28345,"H","770LEA","09:09","Regular School","Traditional","N",NA,NA,523,402,76.86,NA,"N","N","N","N",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",2022,"770360","SCH","P","Rockingham Middle","Richmond","Rockingham",28379,"M","770LEA","06:08","Regular School","Traditional","Y",NA,NA,624,575,92.15,NA,"N","N","Y","Y",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186",2022,"770364","SCH","P","Cordova Middle","Richmond","Cordova",28330,"M","770LEA","06:08","Regular School","Traditional","Y",NA,NA,280,187,66.79,NA,"N","N","Y","Y",0.2,0.667,0.333,0,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187",2022,"770LEA","LEA","P","Richmond County Schools","Richmond","Hamlet",28345,NA,NA,NA,NA,NA,"N",NA,NA,4195,2853,68.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,0.429,0.477,0.572,0.072,0.405,0,1.24,0.429,0.596,0.62,0.787,0.667,0.31,0.381,0.381
"1188",2022,"780320","SCH","P","Deep Branch Elementary","Robeson","Lumberton",28360,"E","780LEA","PK:06","Regular School","Traditional","Y",NA,NA,109,NA,5,TRUE,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189",2022,"780325","SCH","P","Fairmont High","Robeson","Fairmont",28340,"H","780LEA","09:12","Regular School","Traditional","Y",NA,NA,767,706,92.05,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.605,0,2.608,0,1.825,0,5.215,0.782,0,0.261,0.13,0.261,0,0.13,0
"1190",2022,"780326","SCH","P","Fairmont Middle","Robeson","Fairmont",28340,"M","780LEA","05:08","Regular School","Traditional","Y",NA,NA,308,118,38.31,NA,"N","N","Y","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191",2022,"780330","SCH","P","L Gilbert Carroll","Robeson","Lumberton",28358,"E","780LEA","04:05","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,"N","N","Y","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192",2022,"780336","SCH","P","Littlefield Middle","Robeson","Lumberton",28358,"I","780LEA","04:08","Regular School","Traditional","Y",NA,NA,596,223,37.42,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193",2022,"780341","SCH","P","Lumberton Junior","Robeson","Lumberton",28358,"M","780LEA","06:08","Regular School","Traditional","Y",NA,NA,757,NA,5,TRUE,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194",2022,"780342","SCH","P","Lumberton Senior High","Robeson","Lumberton",28358,"H","780LEA","09:12","Regular School","Traditional","Y",NA,NA,1660,1317,79.34,NA,"N","N","Y","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904,2.048,0.361,5.301,0,1.205,0,2.349,3.133,2.771,0.06,0.12,0.181,1.265,0,0
"1195",2022,"780344","SCH","P","Magnolia Elementary","Robeson","Lumberton",28360,"I","780LEA","PK:08","Regular School","Traditional","Y",NA,NA,398,313,78.64,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196",2022,"780352","SCH","P","Orrum Middle","Robeson","Orrum",28369,"M","780LEA","05:08","Regular School","Traditional","Y",NA,NA,290,168,57.93,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197",2022,"780356","SCH","P","Oxendine Elementary","Robeson","Maxton",28364,"E","780LEA","PK:06","Regular School","Traditional","Y",NA,NA,69,NA,5,TRUE,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198",2022,"780360","SCH","P","Parkton Elementary","Robeson","Parkton",28371,"I","780LEA","PK:08","Regular School","Traditional","Y",NA,NA,275,127,46.18,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199",2022,"780368","SCH","P","Pembroke Middle","Robeson","Pembroke",28372,"M","780LEA","06:08","Regular School","Traditional","Y",NA,NA,686,606,88.34,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200",2022,"780376","SCH","P","Piney Grove Elementary","Robeson","Lumberton",28358,"E","780LEA","PK:06","Regular School","Traditional","Y",NA,NA,140,NA,5,TRUE,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",2022,"780384","SCH","P","Prospect Elementary","Robeson","Maxton",28364,"I","780LEA","PK:08","Regular School","Traditional","Y",NA,NA,402,238,59.2,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202",2022,"780385","SCH","P","PSRC Early College at RCC","Robeson","Lumberton",28360,"H","780LEA","09:13","Regular School","Traditional","Y",NA,NA,212,136,64.15,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8.491,0,0,0.472,0,0,0,0.472,0,0,0,0.943,0
"1203",2022,"780391","SCH","P","Red Springs High","Robeson","Red Springs",28377,"H","780LEA","09:12","Regular School","Traditional","Y",NA,NA,770,570,74.03,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,1.558,1.299,5.325,0,0,0,1.688,0,6.234,0.13,0.13,0.26,7.922,0.13,0
"1204",2022,"780393","SCH","P","Red Springs Middle","Robeson","Red Springs",28377,"M","780LEA","05:08","Regular School","Traditional","Y",NA,NA,629,408,64.86,NA,"Y","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205",2022,"780401","SCH","P","Saint Pauls High","Robeson","Saint Pauls",28384,"H","780LEA","09:12","Regular School","Traditional","Y",NA,NA,1027,779,75.85,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,7.595,0,3.797,0,0.487,0,1.168,1.85,8.569,4.09,0.097,0.487,0,0,0
"1206",2022,"780403","SCH","P","Saint Pauls Middle","Robeson","Saint Pauls",28384,"M","780LEA","05:08","Regular School","Traditional","Y",NA,NA,741,552,74.49,NA,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207",2022,"780410","SCH","P","Townsend  Elementary","Robeson","Maxton",28364,"I","780LEA","PK:08","Regular School","Traditional","Y",NA,NA,207,64,30.92,NA,"Y","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208",2022,"780412","SCH","P","Union Chapel Elementary","Robeson","Pembroke",28372,"E","780LEA","PK:06","Regular School","Traditional","Y",NA,NA,132,NA,5,TRUE,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209",2022,"780416","SCH","P","Union Elementary","Robeson","Rowland",28383,"E","780LEA","PK:06","Regular School","Traditional","Y",NA,NA,103,NA,5,TRUE,"N","N","Y","Y",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210",2022,"780420","SCH","P","Purnell Swett High","Robeson","Pembroke",28372,"H","780LEA","09:12","Regular School","Traditional","Y",NA,NA,1536,1224,79.69,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,3.451,0.521,0.521,0,0,0,2.539,0,5.078,0.195,0.326,0.326,0,0.065,0
"1211",2022,"780421","SCH","P","South Robeson Middle School","Robeson","Rowland",28383,"M","780LEA","05:08","Regular School","Traditional","Y",NA,NA,284,230,80.99,NA,"N","N","N","N",0.306,0.5,0.5,0.389,0.306,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",2022,"780LEA","LEA","P","Public Schools of Robeson County","Robeson","Lumberton",28358,NA,NA,NA,NA,NA,"N",NA,NA,12508,7786,62.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,1.943,0.192,1.711,0,0.312,0.008,1.143,0.616,2.079,0.4,0.08,0.136,0.656,0.04,0
"1213",2022,"78A000","SCH","C","CIS Academy","Robeson","Pembroke",28372,"M","CH","06:08","Regular School","Traditional","Y","780LEA",NA,107,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214",2022,"78B000","SCH","C","Southeastern Academy","Robeson","Lumberton",28358,"I","CH","0K:08","Regular School","Traditional","N","780LEA",NA,101,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",2022,"790314","SCH","P","Dalton McMichael High","Rockingham","Mayodan",27027,"H","790LEA","09:12","Regular School","Traditional","N",NA,NA,691,571,82.63,NA,"N","N","N","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,0.434,0.289,0,0,0,0,3.907,0,5.644,0,0,0,0,2.605,0
"1216",2022,"790330","SCH","P","J E Holmes Middle","Rockingham","Eden",27288,"M","790LEA","06:08","Regular School","Traditional","Y",NA,NA,657,372,56.62,NA,"N","N","Y","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",2022,"790354","SCH","P","John M Morehead High","Rockingham","Eden",27288,"H","790LEA","09:12","Regular School","Traditional","N",NA,NA,733,560,76.4,NA,"N","N","Y","Y",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.501,0,0,0,0.273,0,0,3.001,1.774,7.913,0,0.136,0.273,0,0.682,2.319
"1218",2022,"790366","SCH","P","Reidsville High","Rockingham","Reidsville",27320,"H","790LEA","09:12","Regular School","Traditional","Y",NA,NA,702,524,74.64,NA,"N","N","N","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.704,0,1.425,0,0,0,0,2.564,1.567,0,0,0.285,0.712,0,0,0
"1219",2022,"790374","SCH","P","Reidsville Middle","Rockingham","Reidsville",27320,"M","790LEA","06:08","Regular School","Traditional","Y",NA,NA,592,465,78.55,NA,"N","N","Y","Y",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",2022,"790378","SCH","P","Rockingham County High","Rockingham","Reidsville",27320,"H","790LEA","09:12","Regular School","Traditional","N",NA,NA,853,664,77.84,NA,"N","N","N","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352,1.29,0.234,0,0,0,0,2.11,2.696,0.703,0,4.572,0,0,0,1.524
"1221",2022,"790379","SCH","P","Rockingham Co Early College High","Rockingham","Wentworth",27375,"H","790LEA","09:13","Regular School","Traditional","N",NA,NA,293,149,50.85,NA,"N","N","N","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,0,0
"1222",2022,"790380","SCH","P","Rockingham County Middle","Rockingham","Reidsville",27320,"M","790LEA","06:08","Regular School","Traditional","N",NA,NA,728,531,72.94,NA,"N","N","Y","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",2022,"790392","SCH","P","The SCORE Center","Rockingham","Reidsville",27320,"A","790LEA","0K:12","Alternative Educat","Traditional","N",NA,NA,21,10,47.62,NA,"N","N","Y","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",2022,"790394","SCH","P","Western Rockingham Middle","Rockingham","Madison",27025,"M","790LEA","06:08","Regular School","Traditional","N",NA,NA,575,285,49.57,NA,"N","N","Y","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",2022,"790402","SCH","P","Williamsburg Elementary","Rockingham","Reidsville",27320,"E","790LEA","PK:05","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.273,0.682,0.318,0,0.727,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",2022,"790LEA","LEA","P","Rockingham County Schools","Rockingham","Eden",27288,NA,NA,NA,NA,NA,"N",NA,NA,6657,4131,62.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,0.21,0.21,0,0.03,0,0,1.277,0.706,1.547,0,0.646,0.105,0,0.346,0.451
"1227",2022,"79A000","SCH","C","Bethany Community School","Rockingham","Summerfield",27358,"T","CH","06:12","Regular School","Traditional","N","790LEA",NA,572,NA,5,TRUE,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
