"","year","agency_code","ALL","AS7","BL7","EDS","ELS","FEM","HI7","MALE","MU7","SWD","WH7","AM7","NEDS","NSWD"
"706",2018,"920518",144,NA,0.506944444444444,0.361111111111111,NA,0.631944444444444,0.201388888888889,0.368055555555556,NA,0.0972222222222222,0.25,NA,NA,NA
"707",2018,"920526",2202,0.323796548592189,0.092188919164396,0.0690281562216167,0.0554041780199818,0.514532243415077,0.0622161671207993,0.485467756584923,0.0431425976385104,0.0590372388737511,0.475930971843778,NA,NA,NA
"708",2018,"920528",117,NA,0.495726495726496,0.803418803418803,0.11965811965812,0.376068376068376,0.35042735042735,0.623931623931624,NA,0.290598290598291,0.102564102564103,NA,NA,NA
"709",2018,"920546",1652,0.0320823244552058,0.37590799031477,0.421912832929782,0.100484261501211,0.469733656174334,0.245762711864407,0.530266343825666,0.0441888619854722,0.139225181598063,0.301452784503632,NA,NA,NA
"710",2018,"920552",1492,0.0241286863270777,0.284182305630027,0.386729222520107,0.123324396782842,0.471849865951743,0.173592493297587,0.528150134048257,0.0341823056300268,0.150804289544236,0.480563002680965,NA,NA,NA
"711",2018,"920556",27,NA,0.592592592592593,0.777777777777778,NA,NA,NA,0.740740740740741,NA,NA,NA,NA,NA,NA
"712",2018,"920562",1105,0.00904977375565611,0.633484162895928,0.668778280542986,0.121266968325792,0.476923076923077,0.246153846153846,0.523076923076923,0.0126696832579186,0.16289592760181,0.0959276018099548,NA,NA,NA
"713",2018,"920581",306,NA,0.372549019607843,0.395424836601307,0.0522875816993464,0.46078431372549,0.30718954248366,0.53921568627451,0.0490196078431373,0.169934640522876,0.235294117647059,NA,NA,NA
"714",2018,"920582",168,0.0773809523809524,0.154761904761905,0.160714285714286,NA,0.5,0.130952380952381,0.5,NA,NA,0.583333333333333,NA,NA,NA
"715",2018,"920583",233,0.171673819742489,0.240343347639485,0.330472103004292,0.0515021459227468,0.708154506437768,0.240343347639485,0.291845493562232,0.0472103004291846,NA,0.300429184549356,NA,NA,NA
"716",2018,"920585",72,NA,0.416666666666667,0.347222222222222,NA,NA,0.319444444444444,1,NA,NA,0.166666666666667,NA,NA,NA
"717",2018,"920586",85,NA,0.458823529411765,0.4,NA,1,0.176470588235294,NA,NA,NA,0.258823529411765,NA,NA,NA
"718",2018,"920588",1668,0.0215827338129496,0.212230215827338,0.278177458033573,0.0539568345323741,0.487410071942446,0.1378896882494,0.512589928057554,0.0437649880095923,0.121702637889688,0.582134292565947,NA,NA,NA
"719",2018,"920595",1382,0.0506512301013025,0.306078147612156,0.308972503617945,0.0600578871201158,0.460202604920405,0.140376266280753,0.539797395079595,0.0311143270622287,0.111432706222865,0.463820549927641,0.00723589001447178,NA,NA
"720",2018,"920LEA",37850,0.0803434610303831,0.239841479524439,0.301294583883752,0.0774636723910172,0.492153236459709,0.16663143989432,0.507846763540291,0.0413474240422721,0.123725231175694,0.467503302509908,0.00282694848084544,NA,NA
"721",2018,"92F000",340,NA,0.0411764705882353,NA,NA,0.455882352941176,0.05,0.544117647058823,0.0352941176470588,0.0382352941176471,0.855882352941176,NA,NA,NA
"722",2018,"92G000",252,NA,0.0515873015873016,NA,NA,0.496031746031746,0.0833333333333333,0.503968253968254,NA,0.123015873015873,0.849206349206349,NA,NA,NA
"723",2018,"92K000",396,0.242424242424242,0.0353535353535354,0.0252525252525253,0.0429292929292929,0.482323232323232,0.0328282828282828,0.517676767676768,0.0429292929292929,0.0353535353535354,0.641414141414141,NA,NA,NA
"724",2018,"92P000",223,NA,0.0896860986547085,NA,NA,0.479820627802691,NA,0.520179372197309,NA,0.286995515695067,0.811659192825112,NA,NA,NA
"725",2018,"92T000",140,0.207142857142857,0.242857142857143,0.0857142857142857,NA,0.4,NA,0.6,NA,0.2,0.442857142857143,NA,NA,NA
"726",2018,"92U000",288,NA,0.260416666666667,0.0868055555555556,NA,0.732638888888889,0.0972222222222222,0.267361111111111,0.0729166666666667,0.142361111111111,0.569444444444444,NA,NA,NA
"727",2018,"930352",218,NA,0.724770642201835,0.486238532110092,NA,0.486238532110092,0.0642201834862385,0.513761467889908,NA,0.188073394495413,0.110091743119266,0.0825688073394495,NA,NA
"728",2018,"930360",74,NA,0.418918918918919,0.337837837837838,NA,0.635135135135135,NA,0.364864864864865,0.148648648648649,NA,0.175675675675676,0.148648648648649,NA,NA
"729",2018,"930700",91,NA,0.483516483516484,0.43956043956044,NA,0.274725274725275,NA,0.725274725274725,NA,0.142857142857143,0.340659340659341,NA,NA,NA
"730",2018,"930LEA",383,NA,0.608355091383812,0.446475195822454,NA,0.464751958224543,0.0704960835509138,0.535248041775457,0.0443864229765013,0.14621409921671,0.177545691906005,0.0939947780678851,NA,NA
"731",2018,"93A000",55,NA,NA,0.581818181818182,NA,0.290909090909091,NA,0.709090909090909,NA,0.2,NA,0.727272727272727,NA,NA
"732",2018,"93L000",43,NA,0.674418604651163,0.27906976744186,NA,0.651162790697674,0.255813953488372,0.348837209302326,NA,NA,NA,NA,NA,NA
"733",2018,"940308",39,NA,0.358974358974359,0.358974358974359,NA,0.41025641025641,NA,0.58974358974359,NA,NA,0.41025641025641,NA,NA,NA
"734",2018,"940316",223,NA,0.874439461883408,0.654708520179372,NA,0.479820627802691,0.062780269058296,0.520179372197309,NA,0.0672645739910314,0.0582959641255605,NA,NA,NA
"735",2018,"940330",65,NA,0.861538461538462,0.338461538461538,NA,0.707692307692308,NA,0.292307692307692,NA,NA,NA,NA,NA,NA
"736",2018,"940LEA",327,NA,0.81039755351682,0.556574923547401,NA,0.516819571865443,0.055045871559633,0.483180428134557,NA,0.0672782874617737,0.110091743119266,NA,NA,NA
"737",2018,"94Z000",176,NA,0.153409090909091,0.318181818181818,NA,0.551136363636364,0.113636363636364,0.448863636363636,0.0852272727272727,NA,0.636363636363636,NA,NA,NA
"738",2018,"950336",840,0.0142857142857143,NA,0.252380952380952,0.0261904761904762,0.508333333333333,0.0761904761904762,0.491666666666667,0.0285714285714286,0.171428571428571,0.875,NA,NA,NA
"739",2018,"950338",236,NA,NA,0.330508474576271,NA,0.296610169491525,0.0677966101694915,0.703389830508475,NA,0.11864406779661,0.898305084745763,NA,NA,NA
"740",2018,"950LEA",1076,0.0111524163568773,NA,0.269516728624535,0.0260223048327138,0.461895910780669,0.0743494423791822,0.538104089219331,0.0269516728624535,0.159851301115242,0.880111524163569,NA,NA,NA
"741",2018,"960324",943,0.0159066808059385,0.217391304347826,0.432661717921527,0.039236479321315,0.432661717921527,0.11983032873807,0.567338282078473,0.0413573700954401,0.128313891834571,0.601272534464475,NA,NA,NA
"742",2018,"960330",802,0.0224438902743142,0.541147132169576,0.310473815461347,0.0411471321695761,0.49501246882793,0.122194513715711,0.50498753117207,0.0311720698254364,0.120947630922693,0.281795511221945,NA,NA,NA
"743",2018,"960335",435,NA,0.924137931034483,0.698850574712644,0.0275862068965517,0.480459770114943,0.0344827586206897,0.519540229885057,NA,0.154022988505747,0.0229885057471264,NA,NA,NA
"744",2018,"960372",411,NA,0.1338199513382,0.391727493917275,0.0267639902676399,0.403892944038929,0.126520681265207,0.596107055961071,0.0608272506082725,0.155717761557178,0.659367396593674,NA,NA,NA
"745",2018,"960380",941,NA,0.337938363443146,0.392136025504782,0.151965993623804,0.444208289054198,0.343251859723698,0.555791710945802,0.0255047821466525,0.103081827842721,0.290116896918172,NA,NA,NA
"746",2018,"960386",489,NA,0.177914110429448,0.34560327198364,0.139059304703476,0.476482617586912,0.464212678936605,0.523517382413088,0.0347648261758691,0.0777096114519427,0.310838445807771,NA,NA,NA
"747",2018,"960488",91,NA,0.736263736263736,0.604395604395604,NA,0.373626373626374,NA,0.626373626373626,NA,0.340659340659341,0.153846153846154,NA,NA,NA
"748",2018,"960490",186,NA,0.236559139784946,0.5,NA,0.591397849462366,0.290322580645161,0.408602150537634,NA,NA,0.424731182795699,NA,NA,NA
"749",2018,"960700",132,NA,0.166666666666667,0.113636363636364,NA,0.621212121212121,0.0909090909090909,0.378787878787879,NA,NA,0.666666666666667,NA,NA,NA
"750",2018,"960LEA",4439,0.0105879702635729,0.369452579409777,0.411353908537959,0.0702861004730795,0.464068483892769,0.203198918675377,0.535931516107231,0.0344672223473755,0.118945708492904,0.379139445821131,0.00292858751971165,NA,NA
"751",2018,"970320",377,NA,NA,0.43236074270557,NA,0.46684350132626,0.0769230769230769,0.53315649867374,NA,0.116710875331565,0.891246684350133,NA,NA,NA
"752",2018,"970356",501,NA,NA,0.497005988023952,0.0479041916167665,0.453093812375249,0.117764471057884,0.546906187624751,0.0379241516966068,0.13373253493014,0.834331337325349,NA,NA,NA
"753",2018,"970388",568,NA,NA,0.376760563380282,0.0387323943661972,0.46830985915493,0.107394366197183,0.53169014084507,NA,0.0880281690140845,0.873239436619718,NA,NA,NA
"754",2018,"970390",677,NA,0.107828655834564,0.47562776957164,0.0635155096011817,0.451994091580502,0.193500738552437,0.548005908419498,0.0709010339734121,0.0930576070901034,0.612998522895126,NA,NA,NA
"755",2018,"970393",151,NA,NA,0.377483443708609,NA,0.629139072847682,0.231788079470199,0.370860927152318,NA,NA,0.688741721854305,NA,NA,NA
"756",2018,"970LEA",2274,0.00439753737906772,0.0417766051011434,0.441952506596306,0.0426561125769569,0.470536499560246,0.138522427440633,0.529463500439754,0.0369393139841689,0.0993843447669305,0.77792436235708,NA,NA,NA
"757",2018,"980306",43,NA,0.953488372093023,0.651162790697674,NA,0.441860465116279,NA,0.558139534883721,NA,NA,NA,NA,NA,NA
"758",2018,"980318",419,NA,0.486873508353222,0.646778042959427,0.035799522673031,0.489260143198091,0.229116945107399,0.510739856801909,0.035799522673031,0.0715990453460621,0.231503579952267,NA,NA,NA
"759",2018,"980336",903,0.0243632336655592,0.466223698781838,0.490586932447398,0.0409745293466224,0.516057585825028,0.131782945736434,0.483942414174972,0.0431893687707641,0.097452934662237,0.326688815060908,NA,NA,NA
"760",2018,"980342",953,0.0146904512067156,0.430220356768101,0.540398740818468,0.0451206715634837,0.497376705141658,0.218258132214061,0.502623294858342,0.0272822665267576,0.0891920251836306,0.306400839454355,NA,NA,NA
"761",2018,"980397",129,NA,0.449612403100775,0.62015503875969,NA,0.449612403100775,0.248062015503876,0.550387596899225,NA,NA,0.24031007751938,NA,NA,NA
"762",2018,"980398",201,NA,0.333333333333333,0.27363184079602,NA,0.63681592039801,0.169154228855721,0.36318407960199,0.0497512437810945,NA,0.437810945273632,NA,NA,NA
"763",2018,"980LEA",2648,0.016238670694864,0.453549848942598,0.525679758308157,0.0377643504531722,0.509818731117825,0.185045317220544,0.490181268882175,0.0370090634441088,0.0785498489425982,0.303247734138973,0.00377643504531722,NA,NA
"764",2018,"98B000",108,NA,0.555555555555556,0.342592592592593,NA,0.333333333333333,NA,0.666666666666667,NA,NA,0.305555555555556,NA,NA,NA
"765",2018,"990322",589,NA,0.0356536502546689,0.505942275042445,0.0509337860780985,0.460101867572156,0.210526315789474,0.539898132427844,0.0237691001697793,0.120543293718166,0.726655348047538,NA,NA,NA
"766",2018,"990326",392,NA,0.0408163265306122,0.576530612244898,0.0892857142857143,0.403061224489796,0.26530612244898,0.596938775510204,NA,0.13265306122449,0.673469387755102,NA,NA,NA
"767",2018,"990332",139,NA,NA,0.589928057553957,NA,0.62589928057554,0.388489208633094,0.37410071942446,NA,NA,0.568345323741007,NA,NA,NA
"768",2018,"990340",25,NA,NA,0.88,NA,NA,NA,0.76,NA,NA,0.48,NA,NA,NA
"769",2018,"990LEA",1145,NA,0.0393013100436681,0.548471615720524,0.0620087336244542,0.45589519650655,0.249781659388646,0.54410480349345,0.0183406113537118,0.11703056768559,0.683842794759825,NA,NA,NA
"770",2018,"995330",463,NA,NA,0.526997840172786,0.0367170626349892,0.438444924406048,0.131749460043197,0.561555075593952,0.0323974082073434,0.125269978401728,0.827213822894168,NA,NA,NA
"771",2018,"995LEA",463,NA,NA,0.526997840172786,0.0367170626349892,0.438444924406048,0.131749460043197,0.561555075593952,0.0323974082073434,0.125269978401728,0.827213822894168,NA,NA,NA
"772",2018,"NC-SEA",353244,0.0314570098855182,0.253298003646205,0.415961771466748,0.0650117199442878,0.488766971271982,0.164048080080624,0.511233028728018,0.0403347261383067,0.116296384368878,0.497769247319134,0.0118331804644948,NA,NA
"773",2019,"00A000",1052,0.0285171102661597,0.194866920152091,0.184410646387833,0.0114068441064639,0.591254752851711,0.113117870722433,0.408745247148289,0.0570342205323194,0.126425855513308,0.597908745247148,NA,0.815589353612167,0.873574144486692
"774",2019,"00B000",544,NA,0.211397058823529,0.231617647058824,NA,0.544117647058823,0.0955882352941176,0.455882352941176,0.0827205882352941,0.152573529411765,0.602941176470588,NA,0.768382352941177,0.847426470588235
"775",2019,"010303",209,NA,0.186602870813397,0.444976076555024,NA,0.502392344497608,0.291866028708134,0.497607655502392,0.0478468899521531,NA,0.425837320574163,NA,0.555023923444976,0.980861244019139
"776",2019,"010324",1112,0.0143884892086331,0.231115107913669,0.37410071942446,0.0422661870503597,0.443345323741007,0.155575539568345,0.556654676258993,0.0593525179856115,0.116906474820144,0.534172661870504,NA,0.62589928057554,0.883093525179856
"777",2019,"010348",637,NA,0.296703296703297,0.7425431711146,0.0910518053375196,0.489795918367347,0.445839874411303,0.510204081632653,0.0376766091051805,0.163265306122449,0.202511773940345,NA,0.2574568288854,0.836734693877551
"778",2019,"010360",896,NA,0.353794642857143,0.78125,0.158482142857143,0.511160714285714,0.527901785714286,0.488839285714286,0.0334821428571429,0.146205357142857,0.0747767857142857,NA,0.21875,0.853794642857143
"779",2019,"010378",44,NA,0.25,0.659090909090909,NA,NA,NA,0.818181818181818,NA,0.681818181818182,0.568181818181818,NA,0.340909090909091,0.318181818181818
"780",2019,"010388",1276,0.0133228840125392,0.0673981191222571,0.359717868338558,0.0352664576802508,0.460031347962382,0.170846394984326,0.539968652037618,0.0289968652037618,0.108150470219436,0.712382445141066,NA,0.640282131661442,0.891849529780564
"781",2019,"010396",1062,0.0225988700564972,0.329566854990584,0.537664783427495,0.0489642184557439,0.473634651600753,0.287193973634652,0.526365348399247,0.0555555555555556,0.0932203389830508,0.301318267419962,NA,0.462335216572505,0.906779661016949
"782",2019,"010400",1052,NA,0.122623574144487,0.315589353612167,0.0361216730038023,0.454372623574144,0.156844106463878,0.545627376425855,0.0285171102661597,0.0846007604562738,0.677756653992395,NA,0.684410646387833,0.915399239543726
"783",2019,"010LEA",6288,0.0138358778625954,0.219147582697201,0.488708651399491,0.0612277353689567,0.468193384223919,0.267970737913486,0.531806615776081,0.041030534351145,0.115298982188295,0.452608142493639,0.00381679389312977,0.511291348600509,0.884701017811705
"784",2019,"01B000",217,NA,0.179723502304147,0.110599078341014,NA,0.566820276497696,0.0829493087557604,0.433179723502304,0.0691244239631336,0.0875576036866359,0.603686635944701,NA,0.889400921658986,0.912442396313364
"785",2019,"01C000",181,NA,0.0552486187845304,0.0607734806629834,NA,0.580110497237569,0.0552486187845304,0.419889502762431,NA,0.0773480662983425,0.867403314917127,NA,0.939226519337017,0.922651933701657
"786",2019,"01D000",130,NA,NA,NA,NA,0.430769230769231,NA,0.569230769230769,NA,NA,0.830769230769231,NA,0.938461538461538,0.961538461538462
"787",2019,"020302",1123,0.00979519145146928,0.043633125556545,0.417631344612645,0.0222617987533393,0.485307212822796,0.0970614425645592,0.514692787177204,0.0391807658058771,0.143365983971505,0.805877114870882,NA,0.582368655387355,0.856634016028495
"788",2019,"020303",278,0.0539568345323741,NA,0.241007194244604,NA,0.561151079136691,0.154676258992806,0.438848920863309,0.0467625899280576,NA,0.744604316546763,NA,0.758992805755396,1
"789",2019,"020LEA",1401,0.0185581727337616,0.0349750178443969,0.382583868665239,0.0178443968593862,0.500356887937188,0.108493932905068,0.499643112062812,0.0406852248394004,0.114917915774447,0.793718772305496,NA,0.617416131334761,0.885082084225553
"790",2019,"030304",402,NA,NA,0.539800995024876,0.0348258706467662,0.507462686567164,0.221393034825871,0.492537313432836,NA,0.111940298507463,0.753731343283582,NA,0.460199004975124,0.888059701492537
"791",2019,"030LEA",402,NA,NA,0.539800995024876,0.0348258706467662,0.507462686567164,0.221393034825871,0.492537313432836,NA,0.111940298507463,0.753731343283582,NA,0.460199004975124,0.888059701492537
"792",2019,"040304",205,NA,0.326829268292683,0.321951219512195,NA,0.6,NA,0.4,NA,NA,0.595121951219512,NA,0.678048780487805,0.960975609756098
"793",2019,"040305",51,NA,0.745098039215686,0.725490196078431,NA,0.352941176470588,NA,0.647058823529412,NA,0.333333333333333,NA,NA,0.274509803921569,0.666666666666667
"794",2019,"040306",675,0.0177777777777778,0.619259259259259,0.537777777777778,0.0311111111111111,0.477037037037037,0.0740740740740741,0.522962962962963,0.0414814814814815,0.167407407407407,0.242962962962963,NA,0.462222222222222,0.832592592592593
"795",2019,"040LEA",931,0.0171858216970999,0.561761546723953,0.500537056928034,0.0225563909774436,0.497314715359828,0.0622986036519871,0.502685284640172,0.037593984962406,0.148227712137487,0.315789473684211,NA,0.499462943071966,0.851772287862513
"796",2019,"050302",764,NA,NA,0.535340314136126,0.0458115183246073,0.460732984293194,0.12303664921466,0.539267015706806,0.0209424083769634,0.133507853403141,0.840314136125654,NA,0.464659685863874,0.866492146596859
"797",2019,"050303",74,NA,NA,0.391891891891892,NA,0.689189189189189,NA,0.310810810810811,NA,NA,0.905405405405405,NA,0.608108108108108,1
"798",2019,"050LEA",838,NA,NA,0.522673031026253,0.0417661097852029,0.48090692124105,0.120525059665871,0.51909307875895,0.0190930787589499,0.121718377088305,0.846062052505967,NA,0.477326968973747,0.878281622911695
"799",2019,"060302",467,NA,NA,0.443254817987152,0.0299785867237687,0.49678800856531,0.115631691648822,0.50321199143469,NA,0.113490364025696,0.854389721627409,NA,0.556745182012848,0.886509635974304
"800",2019,"060334",15,NA,NA,0.733333333333333,NA,NA,NA,0.8,NA,NA,0.733333333333333,NA,NA,0.866666666666667
"801",2019,"060700",20,NA,NA,0.55,NA,0.55,NA,NA,NA,NA,0.8,NA,NA,1
"802",2019,"060701",51,NA,NA,0.588235294117647,NA,0.352941176470588,0.196078431372549,0.647058823529412,NA,0.254901960784314,0.764705882352941,NA,0.411764705882353,0.745098039215686
"803",2019,"060LEA",553,NA,NA,0.468354430379747,0.0415913200723327,0.477396021699819,0.130198915009042,0.522603978300181,NA,0.122965641952984,0.840867992766727,NA,0.531645569620253,0.877034358047016
"804",2019,"06A000",38,NA,NA,0.578947368421053,NA,0.578947368421053,NA,0.421052631578947,NA,0.473684210526316,0.736842105263158,NA,0.421052631578947,0.526315789473684
"805",2019,"06B000",30,NA,NA,0.633333333333333,NA,0.833333333333333,NA,NA,NA,NA,0.8,NA,0.366666666666667,0.8
"806",2019,"070310",125,NA,0.632,0.784,NA,0.36,NA,0.64,NA,0.16,0.264,NA,0.216,0.84
"807",2019,"070311",179,NA,0.223463687150838,0.592178770949721,NA,0.687150837988827,0.240223463687151,0.312849162011173,NA,NA,0.486033519553073,NA,0.407821229050279,0.977653631284916
"808",2019,"070330",383,NA,0.214099216710183,0.415143603133159,0.0548302872062663,0.415143603133159,0.133159268929504,0.584856396866841,0.0261096605744125,0.164490861618799,0.62402088772846,NA,0.584856396866841,0.835509138381201
"809",2019,"070339",338,NA,0.378698224852071,0.585798816568047,NA,0.408284023668639,0.124260355029586,0.591715976331361,0.0473372781065089,0.109467455621302,0.449704142011834,NA,0.414201183431953,0.890532544378698
"810",2019,"070342",786,NA,0.403307888040712,0.5470737913486,0.0483460559796438,0.513994910941476,0.183206106870229,0.486005089058524,0.0356234096692112,0.110687022900763,0.374045801526718,NA,0.452926208651399,0.889312977099237
"811",2019,"070LEA",1811,NA,0.356709000552181,0.5472114853672,0.0386526780784097,0.479845389287686,0.159580342352292,0.520154610712314,0.0369961347321922,0.116510215350635,0.444505797901712,NA,0.4527885146328,0.883489784649365
"812",2019,"07A000",52,NA,NA,NA,NA,0.557692307692308,NA,0.442307692307692,NA,NA,0.75,NA,0.884615384615385,0.865384615384615
"813",2019,"080311",158,NA,0.575949367088608,0.29746835443038,NA,0.569620253164557,NA,0.430379746835443,NA,NA,0.392405063291139,NA,0.70253164556962,0.968354430379747
"814",2019,"080312",478,NA,0.889121338912134,0.585774058577406,NA,0.518828451882845,NA,0.481171548117155,NA,0.131799163179916,0.0774058577405858,NA,0.414225941422594,0.868200836820084
"815",2019,"080LEA",636,NA,0.811320754716981,0.514150943396226,NA,0.531446540880503,0.0157232704402516,0.468553459119497,0.0157232704402516,0.106918238993711,0.155660377358491,NA,0.485849056603774,0.893081761006289
"816",2019,"090330",591,NA,0.441624365482233,0.71912013536379,0.0355329949238579,0.505922165820643,0.131979695431472,0.494077834179357,0.0541455160744501,0.0998307952622673,0.346869712351946,0.0186125211505922,0.28087986463621,0.900169204737733
"817",2019,"090368",642,NA,0.23208722741433,0.725856697819315,0.0311526479750779,0.521806853582555,0.214953271028037,0.478193146417445,0.043613707165109,0.0965732087227414,0.484423676012461,0.0249221183800623,0.274143302180685,0.903426791277259
"818",2019,"090376",88,NA,0.375,0.738636363636364,NA,0.704545454545455,0.147727272727273,0.295454545454545,0.113636363636364,NA,0.340909090909091,NA,0.261363636363636,0.977272727272727
"819",2019,"090LEA",1321,NA,0.335352006056018,0.723694171082513,0.0310370931112793,0.526873580620742,0.17335352006056,0.473126419379258,0.0529901589704769,0.093111279333838,0.41332323996972,0.0219530658591976,0.276305828917487,0.906888720666162
"820",2019,"09A000",70,NA,0.785714285714286,0.7,NA,0.414285714285714,NA,0.585714285714286,NA,0.271428571428571,NA,NA,0.3,0.728571428571429
"821",2019,"100307",311,NA,0.122186495176849,0.456591639871383,NA,0.652733118971061,0.112540192926045,0.347266881028939,NA,NA,0.710610932475884,NA,0.543408360128617,1
"822",2019,"100308",39,NA,NA,0.692307692307692,NA,0.615384615384615,NA,0.384615384615385,NA,NA,0.58974358974359,NA,0.307692307692308,0.897435897435897
"823",2019,"100326",1118,NA,0.228980322003578,0.636851520572451,0.0214669051878354,0.4695885509839,0.144901610017889,0.5304114490161,0.0474060822898032,0.140429338103757,0.56350626118068,NA,0.363148479427549,0.859570661896243
"824",2019,"100334",990,NA,0.0818181818181818,0.539393939393939,0.0101010101010101,0.488888888888889,0.0666666666666667,0.511111111111111,0.0595959595959596,0.118181818181818,0.775757575757576,NA,0.460606060606061,0.881818181818182
"825",2019,"100348",1366,0.0161054172767204,0.142752562225476,0.592972181551977,0.04099560761347,0.454612005856515,0.145680819912152,0.545387994143485,0.0219619326500732,0.0878477306002928,0.661786237188873,0.00878477306002928,0.407027818448023,0.912152269399707
"826",2019,"100LEA",3824,0.0115062761506276,0.151150627615063,0.581851464435146,0.024581589958159,0.485617154811715,0.122907949790795,0.514382845188284,0.0394874476987448,0.10407949790795,0.665794979079498,0.00732217573221757,0.418148535564854,0.89592050209205
"827",2019,"110303",146,NA,0.191780821917808,0.863013698630137,NA,0.39041095890411,0.0958904109589041,0.60958904109589,NA,0.267123287671233,0.657534246575342,NA,0.136986301369863,0.732876712328767
"828",2019,"110304",1150,0.0130434782608696,0.110434782608696,0.429565217391304,0.0347826086956522,0.461739130434783,0.0921739130434783,0.538260869565217,0.0678260869565217,0.146086956521739,0.706086956521739,NA,0.570434782608696,0.853913043478261
"829",2019,"110322",220,NA,NA,0.477272727272727,NA,0.65,0.290909090909091,0.35,0.0590909090909091,NA,0.590909090909091,NA,0.522727272727273,0.968181818181818
"830",2019,"110323",31,NA,NA,0.548387096774194,NA,0.709677419354839,NA,NA,NA,NA,0.451612903225806,NA,0.451612903225806,0.870967741935484
"831",2019,"110336",694,NA,0.037463976945245,0.448126801152738,0.0331412103746398,0.498559077809798,0.12536023054755,0.501440922190202,0.0403458213256484,0.132564841498559,0.780979827089337,NA,0.551873198847262,0.867435158501441
"832",2019,"110340",1137,NA,0.0633245382585752,0.629727352682498,0.0932277924362357,0.475813544415128,0.256816182937555,0.524186455584872,0.0729991204925242,0.175021987686895,0.583992963940194,NA,0.370272647317502,0.824978012313105
"833",2019,"110352",1032,NA,0.0290697674418605,0.48062015503876,0.064922480620155,0.489341085271318,0.175387596899225,0.510658914728682,0.0494186046511628,0.117248062015504,0.734496124031008,NA,0.51937984496124,0.882751937984496
"834",2019,"110380",942,NA,NA,0.399150743099788,0.0520169851380042,0.454352441613588,0.14968152866242,0.545647558386412,0.0329087048832272,0.132696390658174,0.802547770700637,NA,0.600849256900212,0.867303609341826
"835",2019,"110416",1302,0.0245775729646697,0.11136712749616,0.387864823348694,0.0576036866359447,0.497695852534562,0.204301075268817,0.502304147465438,0.0675883256528418,0.119047619047619,0.589861751152074,NA,0.612135176651306,0.880952380952381
"836",2019,"110500",301,0.0332225913621262,NA,0.249169435215947,NA,0.518272425249169,0.0963455149501661,0.481727574750831,0.053156146179402,NA,0.807308970099668,NA,0.750830564784053,1
"837",2019,"110LEA",6955,0.012508986340762,0.0648454349388929,0.463120057512581,0.0531991373112868,0.485549964054637,0.170812365204889,0.514450035945363,0.0575125808770669,0.130841121495327,0.687706685837527,0.00230050323508267,0.536879942487419,0.869158878504673
"838",2019,"111302",848,NA,0.168632075471698,0.265330188679245,NA,0.464622641509434,0.0648584905660377,0.535377358490566,0.0695754716981132,0.110849056603774,0.683962264150943,NA,0.734669811320755,0.889150943396226
"839",2019,"111700",299,NA,0.153846153846154,0.280936454849498,NA,0.618729096989967,0.096989966555184,0.381270903010033,0.0769230769230769,0.107023411371237,0.665551839464883,NA,0.719063545150502,0.892976588628763
"840",2019,"111LEA",1147,0.00871839581517001,0.164777680906713,0.269398430688753,0.010462074978204,0.504795117698344,0.0732345248474281,0.495204882301656,0.0714908456843941,0.109851787271142,0.679163034001744,NA,0.730601569311247,0.890148212728858
"841",2019,"11C000",136,NA,0.0808823529411765,0.198529411764706,NA,0.426470588235294,NA,0.573529411764706,NA,0.220588235294118,0.808823529411765,NA,0.801470588235294,0.779411764705882
"842",2019,"11D000",315,NA,NA,0.136507936507936,NA,0.431746031746032,0.0444444444444444,0.568253968253968,0.0888888888888889,0.158730158730159,0.831746031746032,NA,0.863492063492064,0.841269841269841
"843",2019,"120308",115,NA,0.0869565217391304,0.817391304347826,NA,0.356521739130435,0.104347826086957,0.643478260869565,NA,0.356521739130435,0.730434782608696,NA,0.182608695652174,0.643478260869565
"844",2019,"120310",45,0.222222222222222,NA,0.355555555555556,NA,0.711111111111111,NA,0.288888888888889,NA,NA,0.711111111111111,NA,0.644444444444444,1
"845",2019,"120314",795,0.0817610062893082,NA,0.476729559748428,0.0327044025157233,0.455345911949686,0.0691823899371069,0.544654088050314,0.0352201257861635,0.111949685534591,0.806289308176101,NA,0.523270440251572,0.888050314465409
"846",2019,"120318",1108,0.0604693140794224,0.110108303249097,0.517148014440433,0.0929602888086643,0.481046931407942,0.185920577617329,0.518953068592058,0.0613718411552347,0.134476534296029,0.580324909747292,NA,0.482851985559567,0.865523465703971
"847",2019,"120346",611,0.0801963993453355,0.0392798690671031,0.445171849427169,0.0425531914893617,0.48936170212766,0.0621931260229133,0.51063829787234,0.0490998363338789,0.112929623567921,0.762684124386252,NA,0.554828150572831,0.887070376432079
"848",2019,"120352",12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"849",2019,"120370",790,0.0265822784810127,0.0468354430379747,0.455696202531646,0.0721518987341772,0.472151898734177,0.191139240506329,0.527848101265823,0.0443037974683544,0.105063291139241,0.683544303797468,NA,0.544303797468354,0.894936708860759
"850",2019,"120LEA",3476,0.0609896432681243,0.0569620253164557,0.488204833141542,0.0630034522439586,0.47439585730725,0.133774453394707,0.52560414269275,0.0506329113924051,0.127445339470656,0.693901035673188,NA,0.511795166858458,0.872554660529344
