year,agency_code,subgroup,count,den,pct,masking
2018,260338,AS7,1,12,0.0833,
2018,260338,BL7,85,435,0.1954,
2018,260338,ELS,10,49,0.204,
2018,260338,FEM,62,328,0.189,
2018,260338,HI7,25,111,0.2252,
2018,260338,MALE,87,365,0.2383,
2018,260338,MU7,13,46,0.2826,
2018,260338,SWD,23,130,0.1769,
2018,260338,WH7,20,81,0.2469,
2018,260340,ALL,86,488,0.1762,
2018,260340,AS7,1,10,0.1,
2018,260340,BL7,52,298,0.1744,
2018,260340,ELS,3,16,0.1875,
2018,260340,FEM,38,217,0.1751,
2018,260340,HI7,6,42,0.1428,
2018,260340,MALE,48,277,0.1732,
2018,260340,MU7,6,45,0.1333,
2018,260340,SWD,20,95,0.2105,
2018,260340,WH7,17,90,0.1888,
2018,260342,ALL,74,510,0.145,
2018,260342,AM7,4,11,0.3636,
2018,260342,BL7,14,185,0.0756,
2018,260342,ELS,2,13,0.1538,
2018,260342,FEM,34,261,0.1302,
2018,260342,HI7,20,71,0.2816,
2018,260342,MALE,40,271,0.1476,
2018,260342,MU7,4,70,0.0571,
2018,260342,SWD,18,105,0.1714,
2018,260342,WH7,31,183,0.1693,
2018,260344,ALL,44,219,0.2009,
2018,260344,BL7,14,89,0.1573,
2018,260344,ELS,5,13,0.3846,
2018,260344,FEM,16,107,0.1495,
2018,260344,HI7,9,38,0.2368,
2018,260344,MALE,28,111,0.2522,
2018,260344,MU7,6,28,0.2142,
2018,260344,SWD,14,77,0.1818,
2018,260344,WH7,12,59,0.2033,
2018,260347,ALL,,247,0.05,2
2018,260347,BL7,,144,0.05,2
2018,260347,FEM,,171,0.05,2
2018,260347,HI7,,43,0.05,2
2018,260347,MALE,,81,0.05,2
2018,260347,WH7,,38,0.05,2
2018,260348,ALL,97,637,0.1522,
2018,260348,AM7,3,11,0.2727,
2018,260348,BL7,42,332,0.1265,
2018,260348,ELS,,33,0.05,2
2018,260348,FEM,41,323,0.1269,
2018,260348,HI7,13,106,0.1226,
2018,260348,MALE,56,326,0.1717,
2018,260348,MU7,14,74,0.1891,
2018,260348,SWD,14,75,0.1866,
2018,260348,WH7,23,120,0.1916,
2018,260352,ALL,53,359,0.1476,
2018,260352,BL7,31,189,0.164,
2018,260352,ELS,,23,0.05,2
2018,260352,FEM,32,204,0.1568,
2018,260352,HI7,4,63,0.0634,
2018,260352,MALE,21,205,0.1024,
2018,260352,MU7,4,50,0.08,
2018,260352,SWD,6,65,0.0923,
2018,260352,WH7,14,90,0.1555,
2018,260354,ALL,,274,0.05,2
2018,260354,BL7,,142,0.05,2
2018,260354,FEM,,176,0.05,2
2018,260354,MALE,,102,0.05,2
2018,260354,WH7,,42,0.05,2
2018,260356,ALL,36,262,0.1374,
2018,260356,BL7,2,26,0.0769,
2018,260356,ELS,1,12,0.0833,
2018,260356,FEM,18,124,0.1451,
2018,260356,HI7,7,42,0.1666,
2018,260356,MALE,18,151,0.1192,
2018,260356,MU7,10,17,0.5882,
2018,260356,SWD,7,56,0.125,
2018,260356,WH7,17,188,0.0904,
2018,260357,ALL,331,1442,0.2295,
2018,260357,AM7,18,48,0.375,
2018,260357,AS7,1,10,0.1,
2018,260357,BL7,63,387,0.1627,
2018,260357,ELS,4,25,0.16,
2018,260357,FEM,160,698,0.2292,
2018,260357,HI7,56,179,0.3128,
2018,260357,MALE,171,792,0.2159,
2018,260357,MU7,24,117,0.2051,
2018,260357,SWD,65,210,0.3095,
2018,260357,WH7,169,749,0.2256,
2018,260358,ALL,185,510,0.3627,
2018,260358,BL7,135,390,0.3461,
2018,260358,ELS,4,11,0.3636,
2018,260358,FEM,95,250,0.38,
2018,260358,HI7,24,37,0.6486,
2018,260358,MALE,90,266,0.3383,
2018,260358,MU7,12,38,0.3157,
2018,260358,SWD,37,84,0.4404,
2018,260358,WH7,11,37,0.2972,
2018,260359,ALL,203,918,0.2211,
2018,260359,BL7,142,684,0.2076,
2018,260359,ELS,6,20,0.3,
2018,260359,FEM,102,457,0.2231,
2018,260359,HI7,19,86,0.2209,
2018,260359,MALE,101,479,0.2108,
2018,260359,MU7,16,47,0.3404,
2018,260359,SWD,43,190,0.2263,
2018,260359,WH7,21,98,0.2142,
2018,260361,ALL,34,239,0.1422,
2018,260361,BL7,28,205,0.1365,
2018,260361,FEM,16,119,0.1344,
2018,260361,HI7,3,17,0.1764,
2018,260361,MALE,18,128,0.1406,
2018,260361,MU7,3,15,0.2,
2018,260361,SWD,8,29,0.2758,
2018,260362,ALL,169,1061,0.1592,
2018,260362,AM7,10,39,0.2564,
2018,260362,BL7,24,252,0.0952,
2018,260362,ELS,5,23,0.2173,
2018,260362,FEM,87,526,0.1653,
2018,260362,HI7,34,134,0.2537,
2018,260362,MALE,82,535,0.1532,
2018,260362,MU7,14,90,0.1555,
2018,260362,SWD,32,155,0.2064,
2018,260362,WH7,87,528,0.1647,
2018,260363,ALL,45,260,0.173,
2018,260363,BL7,28,122,0.2295,
2018,260363,FEM,23,129,0.1782,
2018,260363,HI7,5,24,0.2083,
2018,260363,MALE,22,138,0.1594,
2018,260363,MU7,4,26,0.1538,
2018,260363,SWD,7,37,0.1891,
2018,260363,WH7,4,73,0.0547,
2018,260364,ALL,114,662,0.1722,
2018,260364,AM7,9,20,0.45,
2018,260364,BL7,25,189,0.1322,
2018,260364,ELS,,37,0.05,2
2018,260364,FEM,59,347,0.17,
2018,260364,HI7,11,95,0.1157,
2018,260364,MALE,55,328,0.1676,
2018,260364,MU7,18,71,0.2535,
2018,260364,SWD,27,114,0.2368,
2018,260364,WH7,51,296,0.1722,
2018,260365,ALL,140,719,0.1947,
2018,260365,BL7,77,326,0.2361,
2018,260365,ELS,7,27,0.2592,
2018,260365,FEM,69,355,0.1943,
2018,260365,HI7,20,81,0.2469,
2018,260365,MALE,71,366,0.1939,
2018,260365,MU7,9,51,0.1764,
2018,260365,SWD,34,113,0.3008,
2018,260365,WH7,31,238,0.1302,
2018,260366,ALL,54,723,0.0746,
2018,260366,BL7,22,267,0.0823,
2018,260366,ELS,3,24,0.125,
2018,260366,FEM,24,367,0.0653,
2018,260366,HI7,8,125,0.064,
2018,260366,MALE,30,370,0.081,
2018,260366,MU7,,47,0.05,2
2018,260366,SWD,7,64,0.1093,
2018,260366,WH7,21,265,0.0792,
2018,260367,ALL,129,817,0.1578,
2018,260367,AS7,1,11,0.0909,
2018,260367,BL7,63,423,0.1489,
2018,260367,ELS,7,31,0.2258,
2018,260367,FEM,57,381,0.1496,
2018,260367,HI7,27,141,0.1914,
2018,260367,MALE,72,429,0.1678,
2018,260367,MU7,14,86,0.1627,
2018,260367,SWD,21,102,0.2058,
2018,260367,WH7,19,134,0.1417,
2018,260368,ALL,100,564,0.1773,
2018,260368,AM7,6,21,0.2857,
2018,260368,AS7,2,10,0.2,
2018,260368,BL7,21,168,0.125,
2018,260368,ELS,4,10,0.4,
2018,260368,FEM,50,285,0.1754,
2018,260368,HI7,15,81,0.1851,
2018,260368,MALE,50,279,0.1792,
2018,260368,MU7,10,52,0.1923,
2018,260368,SWD,22,99,0.2222,
2018,260368,WH7,46,230,0.2,
2018,260369,ALL,108,1014,0.1065,
2018,260369,AM7,3,13,0.2307,
2018,260369,AS7,,52,0.05,2
2018,260369,BL7,29,251,0.1155,
2018,260369,ELS,3,30,0.1,
2018,260369,FEM,43,490,0.0877,
2018,260369,HI7,18,162,0.1111,
2018,260369,MALE,65,518,0.1254,
2018,260369,MU7,12,93,0.129,
2018,260369,SWD,20,135,0.1481,
2018,260369,WH7,45,435,0.1034,
2018,260370,ALL,107,738,0.1449,
2018,260370,AM7,5,19,0.2631,
2018,260370,BL7,54,369,0.1463,
2018,260370,ELS,5,21,0.238,
2018,260370,FEM,51,362,0.1408,
2018,260370,HI7,8,74,0.1081,
2018,260370,MALE,56,416,0.1346,
2018,260370,MU7,11,75,0.1466,
2018,260370,SWD,23,79,0.2911,
2018,260370,WH7,28,224,0.125,
2018,260371,ALL,73,293,0.2491,
2018,260371,BL7,39,151,0.2582,
2018,260371,ELS,1,12,0.0833,
2018,260371,FEM,38,154,0.2467,
2018,260371,HI7,9,41,0.2195,
2018,260371,MALE,35,139,0.2517,
2018,260371,MU7,10,25,0.4,
2018,260371,SWD,14,53,0.2641,
2018,260371,WH7,14,65,0.2153,
2018,260372,ALL,102,516,0.1976,
2018,260372,BL7,57,359,0.1587,
2018,260372,ELS,5,21,0.238,
2018,260372,FEM,41,250,0.164,
2018,260372,HI7,17,80,0.2125,
2018,260372,MALE,61,284,0.2147,
2018,260372,MU7,6,40,0.15,
2018,260372,SWD,27,110,0.2454,
2018,260372,WH7,19,49,0.3877,
2018,260373,ALL,161,989,0.1627,
2018,260373,AM7,2,32,0.0625,
2018,260373,AS7,1,16,0.0625,
2018,260373,BL7,48,269,0.1784,
2018,260373,ELS,6,32,0.1875,
2018,260373,FEM,70,495,0.1414,
2018,260373,HI7,19,142,0.1338,
2018,260373,MALE,91,529,0.172,
2018,260373,MU7,23,96,0.2395,
2018,260373,SWD,29,116,0.25,
2018,260373,WH7,66,463,0.1425,
2018,260374,ALL,,113,0.95,1
2018,260374,BL7,,106,0.95,1
2018,260374,FEM,,78,0.95,1
2018,260374,HI7,,12,0.95,1
2018,260374,MALE,,59,0.95,1
2018,260374,SWD,15,32,0.4687,
2018,260375,ALL,46,420,0.1095,
2018,260375,AM7,4,22,0.1818,
2018,260375,BL7,7,76,0.0921,
2018,260375,FEM,15,189,0.0793,
2018,260375,HI7,,48,0.05,2
2018,260375,MALE,31,252,0.123,
2018,260375,MU7,4,37,0.1081,
2018,260375,SWD,9,66,0.1363,
2018,260375,WH7,30,255,0.1176,
2018,260380,ALL,28,424,0.066,
2018,260380,BL7,6,92,0.0652,
2018,260380,ELS,1,16,0.0625,
2018,260380,FEM,12,226,0.053,
2018,260380,HI7,4,43,0.093,
2018,260380,MALE,16,195,0.082,
2018,260380,MU7,3,41,0.0731,
2018,260380,SWD,4,67,0.0597,
2018,260380,WH7,14,228,0.0614,
2018,260382,ALL,80,436,0.1834,
2018,260382,BL7,42,323,0.13,
2018,260382,ELS,4,11,0.3636,
2018,260382,FEM,40,239,0.1673,
2018,260382,HI7,8,37,0.2162,
2018,260382,MALE,40,221,0.1809,
2018,260382,MU7,10,43,0.2325,
2018,260382,SWD,14,70,0.2,
2018,260382,WH7,15,46,0.326,
2018,260383,ALL,209,1107,0.1887,
2018,260383,AM7,9,47,0.1914,
2018,260383,BL7,56,302,0.1854,
2018,260383,ELS,3,23,0.1304,
2018,260383,FEM,100,503,0.1988,
2018,260383,HI7,33,117,0.282,
2018,260383,MALE,109,599,0.1819,
2018,260383,MU7,22,93,0.2365,
2018,260383,SWD,44,180,0.2444,
2018,260383,WH7,89,533,0.1669,
2018,260386,ALL,59,310,0.1903,
2018,260386,BL7,37,204,0.1813,
2018,260386,FEM,25,142,0.176,
2018,260386,HI7,11,35,0.3142,
2018,260386,MALE,34,166,0.2048,
2018,260386,MU7,8,33,0.2424,
2018,260386,SWD,10,50,0.2,
2018,260386,WH7,2,25,0.08,
2018,260388,ALL,16,285,0.0561,
2018,260388,AS7,1,11,0.0909,
2018,260388,BL7,,73,0.05,2
2018,260388,FEM,9,167,0.0538,
2018,260388,HI7,3,37,0.081,
2018,260388,MALE,7,120,0.0583,
2018,260388,MU7,,25,0.05,2
2018,260388,SWD,,22,0.05,2
2018,260388,WH7,8,134,0.0597,
2018,260396,ALL,72,434,0.1658,
2018,260396,BL7,26,215,0.1209,
2018,260396,ELS,6,15,0.4,
2018,260396,FEM,27,222,0.1216,
2018,260396,HI7,8,55,0.1454,
2018,260396,MALE,45,226,0.1991,
2018,260396,MU7,11,40,0.275,
2018,260396,SWD,22,94,0.234,
2018,260396,WH7,26,129,0.2015,
2018,260397,ALL,78,910,0.0857,
2018,260397,AS7,,48,0.05,2
2018,260397,BL7,15,203,0.0738,
2018,260397,ELS,3,40,0.075,
2018,260397,FEM,42,460,0.0913,
2018,260397,HI7,15,177,0.0847,
2018,260397,MALE,36,428,0.0841,
2018,260397,MU7,6,89,0.0674,
2018,260397,SWD,21,116,0.181,
2018,260397,WH7,38,362,0.1049,
2018,260398,ALL,35,516,0.0678,
2018,260398,BL7,16,263,0.0608,
2018,260398,ELS,5,22,0.2272,
2018,260398,FEM,15,267,0.0561,
2018,260398,HI7,10,148,0.0675,
2018,260398,MALE,20,293,0.0682,
2018,260398,MU7,5,51,0.098,
2018,260398,SWD,5,64,0.0781,
2018,260398,WH7,,90,0.05,2
2018,260400,ALL,63,406,0.1551,
2018,260400,BL7,32,215,0.1488,
2018,260400,ELS,2,32,0.0625,
2018,260400,FEM,27,201,0.1343,
2018,260400,HI7,10,93,0.1075,
2018,260400,MALE,36,233,0.1545,
2018,260400,MU7,5,38,0.1315,
2018,260400,SWD,11,59,0.1864,
2018,260400,WH7,13,72,0.1805,
2018,260401,ALL,98,555,0.1765,
2018,260401,BL7,64,314,0.2038,
2018,260401,ELS,3,31,0.0967,
2018,260401,FEM,51,265,0.1924,
2018,260401,HI7,9,86,0.1046,
2018,260401,MALE,47,280,0.1678,
2018,260401,MU7,8,58,0.1379,
2018,260401,SWD,18,75,0.24,
2018,260401,WH7,15,66,0.2272,
2018,260402,ALL,99,359,0.2757,
2018,260402,BL7,37,216,0.1712,
2018,260402,ELS,7,26,0.2692,
2018,260402,FEM,50,193,0.259,
2018,260402,HI7,26,51,0.5098,
2018,260402,MALE,49,175,0.28,
2018,260402,MU7,14,39,0.3589,
2018,260402,SWD,12,43,0.279,
2018,260402,WH7,21,51,0.4117,
2018,260403,ALL,46,772,0.0595,
2018,260403,AS7,2,19,0.1052,
2018,260403,BL7,21,312,0.0673,
2018,260403,FEM,21,373,0.0563,
2018,260403,HI7,6,112,0.0535,
2018,260403,MALE,25,416,0.06,
2018,260403,MU7,,74,0.05,2
2018,260403,SWD,5,94,0.0531,
2018,260403,WH7,14,266,0.0526,
2018,260404,ALL,58,410,0.1414,
2018,260404,BL7,33,256,0.1289,
2018,260404,ELS,2,13,0.1538,
2018,260404,FEM,27,219,0.1232,
2018,260404,HI7,9,81,0.1111,
2018,260404,MALE,31,201,0.1542,
2018,260404,MU7,8,27,0.2962,
2018,260404,SWD,14,40,0.35,
2018,260404,WH7,8,46,0.1739,
2018,260405,ALL,51,245,0.2081,
2018,260405,BL7,38,202,0.1881,
2018,260405,FEM,22,114,0.1929,
2018,260405,MALE,29,117,0.2478,
2018,260405,SWD,7,30,0.2333,
2018,260406,ALL,119,800,0.1487,
2018,260406,AS7,1,18,0.0555,
2018,260406,BL7,37,278,0.133,
2018,260406,ELS,5,16,0.3125,
2018,260406,FEM,52,388,0.134,
2018,260406,HI7,11,121,0.0909,
2018,260406,MALE,67,415,0.1614,
2018,260406,MU7,6,67,0.0895,
2018,260406,SWD,29,137,0.2116,
2018,260406,WH7,64,310,0.2064,
2018,260407,ALL,73,690,0.1057,
2018,260407,AS7,1,12,0.0833,
2018,260407,BL7,31,357,0.0868,
2018,260407,ELS,3,19,0.1578,
2018,260407,FEM,35,345,0.1014,
2018,260407,HI7,16,152,0.1052,
2018,260407,MALE,38,379,0.1002,
2018,260407,MU7,8,63,0.1269,
2018,260407,SWD,10,87,0.1149,
2018,260407,WH7,15,130,0.1153,
2018,260408,ALL,347,1526,0.2273,
2018,260408,AM7,3,10,0.3,
2018,260408,AS7,4,27,0.1481,
2018,260408,BL7,146,717,0.2036,
2018,260408,ELS,9,35,0.2571,
2018,260408,FEM,171,776,0.2203,
2018,260408,HI7,51,218,0.2339,
2018,260408,MALE,176,804,0.2189,
2018,260408,MU7,34,126,0.2698,
2018,260408,SWD,57,211,0.2701,
2018,260408,WH7,109,475,0.2294,
2018,260410,ALL,64,371,0.1725,
2018,260410,AS7,2,20,0.1,
2018,260410,BL7,34,211,0.1611,
2018,260410,ELS,3,22,0.1363,
2018,260410,FEM,32,164,0.1951,
2018,260410,HI7,13,66,0.1969,
2018,260410,MALE,32,208,0.1538,
2018,260410,MU7,7,21,0.3333,
2018,260410,SWD,14,53,0.2641,
2018,260410,WH7,4,46,0.0869,
2018,260411,ALL,23,289,0.0795,
2018,260411,BL7,13,221,0.0588,
2018,260411,FEM,11,155,0.0709,
2018,260411,HI7,3,23,0.1304,
2018,260411,MALE,12,138,0.0869,
2018,260411,MU7,4,16,0.25,
2018,260411,SWD,1,18,0.0555,
2018,260411,WH7,3,31,0.0967,
2018,260412,ALL,44,225,0.1955,
2018,260412,BL7,8,53,0.1509,
2018,260412,FEM,22,112,0.1964,
2018,260412,HI7,4,26,0.1538,
2018,260412,MALE,22,118,0.1864,
2018,260412,MU7,3,21,0.1428,
2018,260412,SWD,2,20,0.1,
2018,260412,WH7,29,124,0.2338,
2018,260413,ALL,,70,0.95,1
2018,260413,SWD,45,59,0.7627,
2018,260414,ALL,136,578,0.2352,
2018,260414,BL7,72,336,0.2142,
2018,260414,ELS,13,37,0.3513,
2018,260414,FEM,57,276,0.2065,
2018,260414,HI7,25,96,0.2604,
2018,260414,MALE,79,311,0.254,
2018,260414,MU7,17,64,0.2656,
2018,260414,SWD,29,115,0.2521,
2018,260414,WH7,17,76,0.2236,
2018,260415,ALL,85,656,0.1295,
2018,260415,AM7,4,22,0.1818,
2018,260415,BL7,26,173,0.1502,
2018,260415,ELS,2,15,0.1333,
2018,260415,FEM,44,323,0.1362,
2018,260415,HI7,15,107,0.1401,
2018,260415,MALE,41,343,0.1195,
2018,260415,MU7,6,62,0.0967,
2018,260415,SWD,22,83,0.265,
2018,260415,WH7,33,290,0.1137,
2018,260416,ALL,44,243,0.181,
2018,260416,AM7,3,14,0.2142,
2018,260416,BL7,16,72,0.2222,
2018,260416,FEM,19,108,0.1759,
2018,260416,HI7,5,28,0.1785,
2018,260416,MALE,25,143,0.1748,
2018,260416,MU7,2,15,0.1333,
2018,260416,SWD,14,59,0.2372,
2018,260416,WH7,18,121,0.1487,
2018,260417,ALL,32,389,0.0822,
2018,260417,BL7,9,169,0.0532,
2018,260417,FEM,13,211,0.0616,
2018,260417,HI7,6,60,0.1,
2018,260417,MALE,19,186,0.1021,
2018,260417,MU7,6,33,0.1818,
2018,260417,SWD,2,39,0.0512,
2018,260417,WH7,11,122,0.0901,
2018,260418,ALL,37,475,0.0778,
2018,260418,BL7,12,232,0.0517,
2018,260418,FEM,17,268,0.0634,
2018,260418,HI7,7,75,0.0933,
2018,260418,MALE,20,218,0.0917,
2018,260418,MU7,3,44,0.0681,
2018,260418,SWD,3,25,0.12,
2018,260418,WH7,15,100,0.15,
2018,260419,ALL,20,326,0.0613,
2018,260419,BL7,,236,0.05,2
2018,260419,FEM,10,191,0.0523,
2018,260419,HI7,2,27,0.074,
2018,260419,MALE,10,146,0.0684,
2018,260419,MU7,3,19,0.1578,
2018,260419,WH7,5,44,0.1136,
2018,260424,ALL,357,1420,0.2514,
2018,260424,AS7,1,17,0.0588,
2018,260424,BL7,228,1021,0.2233,
2018,260424,ELS,5,30,0.1666,
2018,260424,FEM,176,737,0.2388,
2018,260424,HI7,57,196,0.2908,
2018,260424,MALE,181,751,0.241,
2018,260424,MU7,29,107,0.271,
2018,260424,SWD,66,244,0.2704,
2018,260424,WH7,40,131,0.3053,
2018,260425,ALL,141,632,0.2231,
2018,260425,AM7,3,16,0.1875,
2018,260425,BL7,77,340,0.2264,
2018,260425,ELS,4,21,0.1904,
2018,260425,FEM,62,316,0.1962,
2018,260425,HI7,17,96,0.177,
2018,260425,MALE,79,332,0.2379,
2018,260425,MU7,11,49,0.2244,
2018,260425,SWD,33,116,0.2844,
2018,260425,WH7,31,139,0.223,
2018,260426,ALL,56,363,0.1542,
2018,260426,BL7,32,175,0.1828,
2018,260426,ELS,4,17,0.2352,
2018,260426,FEM,26,168,0.1547,
2018,260426,HI7,13,67,0.194,
2018,260426,MALE,30,200,0.15,
2018,260426,MU7,3,38,0.0789,
2018,260426,SWD,10,62,0.1612,
2018,260426,WH7,6,70,0.0857,
2018,260427,ALL,326,1648,0.1978,
2018,260427,AM7,12,43,0.279,
2018,260427,AS7,1,17,0.0588,
2018,260427,BL7,124,765,0.162,
2018,260427,ELS,11,45,0.2444,
2018,260427,FEM,152,850,0.1788,
2018,260427,HI7,43,233,0.1845,
2018,260427,MALE,174,864,0.2013,
2018,260427,MU7,30,143,0.2097,
2018,260427,SWD,71,290,0.2448,
2018,260427,WH7,115,506,0.2272,
2018,260428,ALL,95,444,0.2139,
2018,260428,BL7,46,279,0.1648,
2018,260428,ELS,6,23,0.2608,
2018,260428,FEM,52,226,0.23,
2018,260428,HI7,25,65,0.3846,
2018,260428,MALE,43,215,0.2,
2018,260428,MU7,5,35,0.1428,
2018,260428,SWD,21,96,0.2187,
2018,260428,WH7,18,46,0.3913,
2018,260430,ALL,48,310,0.1548,
2018,260430,BL7,9,42,0.2142,
2018,260430,ELS,1,13,0.0769,
2018,260430,FEM,15,147,0.102,
2018,260430,HI7,,27,0.05,2
2018,260430,MALE,33,157,0.2101,
2018,260430,MU7,7,27,0.2592,
2018,260430,SWD,26,107,0.2429,
2018,260430,WH7,27,199,0.1356,
2018,260432,ALL,33,175,0.1885,
2018,260432,BL7,5,22,0.2272,
2018,260432,FEM,18,93,0.1935,
2018,260432,HI7,2,16,0.125,
2018,260432,MALE,15,97,0.1546,
2018,260432,MU7,9,24,0.375,
2018,260432,SWD,10,49,0.204,
2018,260432,WH7,16,125,0.128,
2018,260434,ALL,83,926,0.0896,
2018,260434,AM7,1,17,0.0588,
2018,260434,AS7,,75,0.05,2
2018,260434,BL7,12,159,0.0754,
2018,260434,ELS,8,32,0.25,
2018,260434,FEM,28,430,0.0651,
2018,260434,HI7,15,134,0.1119,
2018,260434,MALE,55,480,0.1145,
2018,260434,MU7,11,86,0.1279,
2018,260434,SWD,17,124,0.137,
2018,260434,WH7,41,438,0.0936,
2018,260440,ALL,77,336,0.2291,
2018,260440,BL7,44,212,0.2075,
2018,260440,ELS,2,23,0.0869,
2018,260440,FEM,31,154,0.2012,
2018,260440,HI7,6,30,0.2,
2018,260440,MALE,46,190,0.2421,
2018,260440,MU7,6,37,0.1621,
2018,260440,SWD,9,36,0.25,
2018,260440,WH7,13,54,0.2407,
2018,260444,ALL,46,230,0.2,
2018,260444,BL7,34,199,0.1708,
2018,260444,ELS,3,10,0.3,
2018,260444,FEM,16,120,0.1333,
2018,260444,HI7,5,12,0.4166,
2018,260444,MALE,30,107,0.2803,
2018,260444,SWD,9,37,0.2432,
2018,260446,ALL,295,1178,0.2504,
2018,260446,AS7,3,46,0.0652,
2018,260446,BL7,146,482,0.3029,
2018,260446,ELS,8,34,0.2352,
2018,260446,FEM,160,568,0.2816,
2018,260446,HI7,33,139,0.2374,
2018,260446,MALE,135,619,0.218,
2018,260446,MU7,27,79,0.3417,
2018,260446,SWD,52,148,0.3513,
2018,260446,WH7,83,428,0.1939,
2018,260448,ALL,51,550,0.0927,
2018,260448,BL7,14,158,0.0886,
2018,260448,ELS,,22,0.05,2
2018,260448,FEM,25,271,0.0922,
2018,260448,HI7,4,46,0.0869,
2018,260448,MALE,26,278,0.0935,
2018,260448,MU7,8,48,0.1666,
2018,260448,SWD,4,54,0.074,
2018,260448,WH7,25,273,0.0915,
2018,260449,ALL,,78,0.95,1
2018,260449,BL7,,13,0.95,1
2018,260449,MALE,,18,0.95,1
2018,260449,SWD,40,53,0.7547,
2018,260450,ALL,111,366,0.3032,
2018,260450,BL7,69,250,0.276,
2018,260450,ELS,4,16,0.25,
2018,260450,FEM,54,198,0.2727,
2018,260450,HI7,16,50,0.32,
2018,260450,MALE,57,181,0.3149,
2018,260450,MU7,7,28,0.25,
2018,260450,SWD,22,76,0.2894,
2018,260450,WH7,11,46,0.2391,
2018,260452,ALL,172,545,0.3155,
2018,260452,BL7,112,410,0.2731,
2018,260452,ELS,11,35,0.3142,
2018,260452,FEM,76,271,0.2804,
2018,260452,HI7,29,86,0.3372,
2018,260452,MALE,96,306,0.3137,
2018,260452,MU7,16,35,0.4571,
2018,260452,SWD,34,96,0.3541,
2018,260452,WH7,13,37,0.3513,
2018,260454,ALL,188,715,0.2629,
2018,260454,BL7,118,485,0.2432,
2018,260454,ELS,6,23,0.2608,
2018,260454,FEM,78,325,0.24,
2018,260454,HI7,24,84,0.2857,
2018,260454,MALE,110,378,0.291,
2018,260454,MU7,16,43,0.372,
2018,260454,SWD,38,135,0.2814,
2018,260454,WH7,22,72,0.3055,
2018,260455,ALL,324,1090,0.2972,
2018,260455,AM7,4,11,0.3636,
2018,260455,BL7,190,730,0.2602,
2018,260455,ELS,20,46,0.4347,
2018,260455,FEM,162,528,0.3068,
2018,260455,HI7,61,150,0.4066,
2018,260455,MALE,162,595,0.2722,
2018,260455,MU7,24,89,0.2696,
2018,260455,PI7,2,10,0.2,
2018,260455,SWD,59,211,0.2796,
2018,260455,WH7,42,124,0.3387,
2018,260459,ALL,83,315,0.2634,
2018,260459,BL7,47,225,0.2088,
2018,260459,ELS,5,18,0.2777,
2018,260459,FEM,38,193,0.1968,
2018,260459,HI7,16,54,0.2962,
2018,260459,MALE,45,192,0.2343,
2018,260459,MU7,8,29,0.2758,
2018,260459,SWD,21,63,0.3333,
2018,260459,WH7,10,62,0.1612,
2018,260700,ALL,,240,0.05,2
2018,260700,BL7,,105,0.05,2
2018,260700,FEM,,166,0.05,2
2018,260700,HI7,2,31,0.0645,
2018,260700,MALE,4,79,0.0506,
2018,260700,MU7,1,18,0.0555,
2018,260700,WH7,,85,0.05,2
2018,260LEA,ALL,9232,49641,0.1859,
2018,260LEA,AM7,218,828,0.2632,
2018,260LEA,AS7,62,950,0.0652,
2018,260LEA,BL7,4261,22841,0.1865,
2018,260LEA,ELS,307,1620,0.1895,
2018,260LEA,FEM,4320,24741,0.1746,
2018,260LEA,HI7,1327,6861,0.1934,
2018,260LEA,MALE,4912,25984,0.189,
2018,260LEA,MU7,875,4250,0.2058,
2018,260LEA,PI7,56,254,0.2204,
2018,260LEA,SWD,1841,7732,0.2381,
2018,260LEA,WH7,2433,14741,0.165,
2018,26B000,ALL,234,791,0.2958,
2018,26B000,BL7,161,552,0.2916,
2018,26B000,ELS,9,33,0.2727,
2018,26B000,FEM,99,428,0.2313,
2018,26B000,HI7,28,119,0.2352,
2018,26B000,MALE,135,425,0.3176,
2018,26B000,MU7,9,41,0.2195,
2018,26B000,PI7,7,11,0.6363,
2018,26B000,SWD,14,53,0.2641,
2018,26B000,WH7,26,121,0.2148,
2018,26C000,ALL,86,429,0.2004,
2018,26C000,BL7,34,150,0.2266,
2018,26C000,FEM,43,230,0.1869,
2018,26C000,HI7,8,57,0.1403,
2018,26C000,MALE,43,219,0.1963,
2018,26C000,MU7,10,55,0.1818,
2018,26C000,SWD,15,65,0.2307,
2018,26C000,WH7,33,181,0.1823,
2018,270304,ALL,18,179,0.1005,
2018,270304,FEM,9,100,0.09,
2018,270304,HI7,1,18,0.0555,
2018,270304,MALE,9,112,0.0803,
2018,270304,MU7,2,22,0.0909,
2018,270304,SWD,5,71,0.0704,
2018,270304,WH7,15,155,0.0967,
2018,270306,ALL,233,920,0.2532,
2018,270306,BL7,13,57,0.228,
2018,270306,FEM,105,450,0.2333,
2018,270306,HI7,16,38,0.421,
2018,270306,MALE,128,493,0.2596,
2018,270306,MU7,18,85,0.2117,
2018,270306,SWD,31,111,0.2792,
2018,270306,WH7,182,759,0.2397,
2018,270308,ALL,76,387,0.1963,
2018,270308,BL7,3,27,0.1111,
2018,270308,FEM,37,186,0.1989,
2018,270308,HI7,10,40,0.25,
2018,270308,MALE,39,207,0.1884,
2018,270308,MU7,9,39,0.2307,
2018,270308,SWD,15,62,0.2419,
2018,270308,WH7,54,286,0.1888,
2018,270309,ALL,,254,0.05,2
