year,agency_code,subgroup,count,den,pct,masking
2018,10303,ALL,,192,0.05,2
2018,10303,FEM,,125,0.05,2
2018,10303,HI7,,50,0.05,2
2018,10303,MALE,,68,0.05,2
2018,10303,WH7,,89,0.05,2
2018,10304,ALL,51,584,0.0873,
2018,10304,BL7,10,61,0.1639,
2018,10304,ELS,9,98,0.0918,
2018,10304,FEM,20,273,0.0732,
2018,10304,HI7,13,156,0.0833,
2018,10304,MALE,31,324,0.0956,
2018,10304,MU7,2,32,0.0625,
2018,10304,SWD,8,52,0.1538,
2018,10304,WH7,26,343,0.0758,
2018,10308,ALL,89,625,0.1424,
2018,10308,BL7,6,61,0.0983,
2018,10308,ELS,3,35,0.0857,
2018,10308,FEM,39,307,0.127,
2018,10308,HI7,15,98,0.153,
2018,10308,MALE,50,313,0.1597,
2018,10308,MU7,3,21,0.1428,
2018,10308,SWD,8,64,0.125,
2018,10308,WH7,65,438,0.1484,
2018,10310,ALL,191,734,0.2602,
2018,10310,BL7,97,255,0.3803,
2018,10310,ELS,22,110,0.2,
2018,10310,FEM,83,340,0.2441,
2018,10310,HI7,63,388,0.1623,
2018,10310,MALE,108,394,0.2741,
2018,10310,MU7,10,25,0.4,
2018,10310,SWD,35,109,0.3211,
2018,10310,WH7,20,58,0.3448,
2018,10312,ALL,77,726,0.106,
2018,10312,AS7,3,47,0.0638,
2018,10312,BL7,14,137,0.1021,
2018,10312,ELS,14,71,0.1971,
2018,10312,FEM,39,355,0.1098,
2018,10312,HI7,21,96,0.2187,
2018,10312,MALE,38,360,0.1055,
2018,10312,MU7,4,40,0.1,
2018,10312,SWD,16,99,0.1616,
2018,10312,WH7,35,393,0.089,
2018,10320,ALL,51,357,0.1428,
2018,10320,BL7,14,74,0.1891,
2018,10320,ELS,3,15,0.2,
2018,10320,FEM,20,167,0.1197,
2018,10320,HI7,9,42,0.2142,
2018,10320,MALE,31,202,0.1534,
2018,10320,MU7,4,15,0.2666,
2018,10320,SWD,16,69,0.2318,
2018,10320,WH7,24,233,0.103,
2018,10324,ALL,323,1244,0.2596,
2018,10324,AS7,1,11,0.0909,
2018,10324,BL7,61,275,0.2218,
2018,10324,ELS,19,52,0.3653,
2018,10324,FEM,132,565,0.2336,
2018,10324,HI7,59,182,0.3241,
2018,10324,MALE,191,708,0.2697,
2018,10324,MU7,32,66,0.4848,
2018,10324,SWD,52,168,0.3095,
2018,10324,WH7,169,736,0.2296,
2018,10326,ALL,114,575,0.1982,
2018,10326,BL7,64,201,0.3184,
2018,10326,ELS,21,189,0.1111,
2018,10326,FEM,58,276,0.2101,
2018,10326,HI7,35,316,0.1107,
2018,10326,MALE,56,314,0.1783,
2018,10326,MU7,5,21,0.238,
2018,10326,SWD,15,57,0.2631,
2018,10326,WH7,10,49,0.204,
2018,10328,ALL,49,564,0.0868,
2018,10328,FEM,25,264,0.0946,
2018,10328,HI7,2,32,0.0625,
2018,10328,MALE,24,293,0.0819,
2018,10328,MU7,3,17,0.1764,
2018,10328,SWD,13,78,0.1666,
2018,10328,WH7,44,485,0.0907,
2018,10340,ALL,68,704,0.0965,
2018,10340,BL7,8,117,0.0683,
2018,10340,ELS,7,60,0.1166,
2018,10340,FEM,34,358,0.0949,
2018,10340,HI7,18,146,0.1232,
2018,10340,MALE,34,358,0.0949,
2018,10340,MU7,4,33,0.1212,
2018,10340,SWD,7,56,0.125,
2018,10340,WH7,38,406,0.0935,
2018,10346,ALL,39,374,0.1042,
2018,10346,ELS,7,53,0.132,
2018,10346,FEM,18,190,0.0947,
2018,10346,HI7,8,84,0.0952,
2018,10346,MALE,21,187,0.1122,
2018,10346,MU7,,20,0.05,2
2018,10346,SWD,5,47,0.1063,
2018,10346,WH7,29,239,0.1213,
2018,10347,ALL,77,653,0.1179,
2018,10347,AS7,1,10,0.1,
2018,10347,BL7,16,102,0.1568,
2018,10347,ELS,6,69,0.0869,
2018,10347,FEM,43,337,0.1275,
2018,10347,HI7,10,151,0.0662,
2018,10347,MALE,34,323,0.1052,
2018,10347,MU7,8,30,0.2666,
2018,10347,SWD,19,87,0.2183,
2018,10347,WH7,41,365,0.1123,
2018,10348,ALL,336,754,0.4456,
2018,10348,AS7,3,15,0.2,
2018,10348,BL7,103,229,0.4497,
2018,10348,ELS,31,83,0.3734,
2018,10348,FEM,162,382,0.424,
2018,10348,HI7,150,352,0.4261,
2018,10348,MALE,174,404,0.4306,
2018,10348,MU7,16,31,0.5161,
2018,10348,SWD,63,131,0.4809,
2018,10348,WH7,64,156,0.4102,
2018,10350,ALL,163,632,0.2579,
2018,10350,AS7,1,11,0.0909,
2018,10350,BL7,54,166,0.3253,
2018,10350,ELS,20,63,0.3174,
2018,10350,FEM,79,330,0.2393,
2018,10350,HI7,58,290,0.2,
2018,10350,MALE,84,291,0.2886,
2018,10350,MU7,5,28,0.1785,
2018,10350,SWD,29,85,0.3411,
2018,10350,WH7,45,123,0.3658,
2018,10351,ALL,104,477,0.218,
2018,10351,BL7,61,201,0.3034,
2018,10351,ELS,6,73,0.0821,
2018,10351,FEM,46,220,0.209,
2018,10351,HI7,14,134,0.1044,
2018,10351,MALE,58,253,0.2292,
2018,10351,MU7,6,35,0.1714,
2018,10351,SWD,19,72,0.2638,
2018,10351,WH7,22,94,0.234,
2018,10353,ALL,119,678,0.1755,
2018,10353,BL7,21,111,0.1891,
2018,10353,ELS,9,41,0.2195,
2018,10353,FEM,48,327,0.1467,
2018,10353,HI7,27,166,0.1626,
2018,10353,MALE,71,349,0.2034,
2018,10353,MU7,4,32,0.125,
2018,10353,SWD,32,106,0.3018,
2018,10353,WH7,66,349,0.1891,
2018,10354,ALL,98,625,0.1568,
2018,10354,BL7,55,272,0.2022,
2018,10354,ELS,11,145,0.0758,
2018,10354,FEM,51,337,0.1513,
2018,10354,HI7,24,248,0.0967,
2018,10354,MALE,47,310,0.1516,
2018,10354,MU7,4,25,0.16,
2018,10354,SWD,17,79,0.2151,
2018,10354,WH7,14,93,0.1505,
2018,10357,ALL,90,493,0.1825,
2018,10357,BL7,26,152,0.171,
2018,10357,ELS,22,177,0.1242,
2018,10357,FEM,43,276,0.1557,
2018,10357,HI7,36,268,0.1343,
2018,10357,MALE,47,275,0.1709,
2018,10357,MU7,5,28,0.1785,
2018,10357,SWD,14,82,0.1707,
2018,10357,WH7,22,93,0.2365,
2018,10358,ALL,94,632,0.1487,
2018,10358,BL7,39,294,0.1326,
2018,10358,ELS,6,100,0.06,
2018,10358,FEM,36,286,0.1258,
2018,10358,HI7,18,194,0.0927,
2018,10358,MALE,58,364,0.1593,
2018,10358,MU7,9,42,0.2142,
2018,10358,SWD,20,83,0.2409,
2018,10358,WH7,26,109,0.2385,
2018,10360,ALL,377,906,0.4161,
2018,10360,BL7,134,356,0.3764,
2018,10360,ELS,58,147,0.3945,
2018,10360,FEM,180,464,0.3879,
2018,10360,HI7,193,483,0.3995,
2018,10360,MALE,197,492,0.4004,
2018,10360,MU7,16,35,0.4571,
2018,10360,SWD,69,148,0.4662,
2018,10360,WH7,31,71,0.4366,
2018,10362,ALL,55,533,0.1031,
2018,10362,AS7,4,18,0.2222,
2018,10362,BL7,18,123,0.1463,
2018,10362,ELS,,40,0.05,2
2018,10362,FEM,20,264,0.0757,
2018,10362,HI7,7,111,0.063,
2018,10362,MALE,35,290,0.1206,
2018,10362,MU7,3,35,0.0857,
2018,10362,SWD,8,58,0.1379,
2018,10362,WH7,22,266,0.0827,
2018,10364,ALL,85,367,0.2316,
2018,10364,BL7,37,135,0.274,
2018,10364,ELS,10,71,0.1408,
2018,10364,FEM,37,159,0.2327,
2018,10364,HI7,19,126,0.1507,
2018,10364,MALE,48,197,0.2436,
2018,10364,MU7,4,27,0.1481,
2018,10364,SWD,20,67,0.2985,
2018,10364,WH7,25,62,0.4032,
2018,10372,ALL,55,275,0.2,
2018,10372,BL7,15,75,0.2,
2018,10372,ELS,9,43,0.2093,
2018,10372,FEM,21,134,0.1567,
2018,10372,HI7,17,76,0.2236,
2018,10372,MALE,34,144,0.2361,
2018,10372,MU7,1,17,0.0588,
2018,10372,SWD,7,34,0.2058,
2018,10372,WH7,22,107,0.2056,
2018,10374,ALL,56,557,0.1005,
2018,10374,BL7,24,170,0.1411,
2018,10374,ELS,16,204,0.0784,
2018,10374,FEM,24,303,0.0792,
2018,10374,HI7,24,352,0.0681,
2018,10374,MALE,32,275,0.1163,
2018,10374,MU7,3,15,0.2,
2018,10374,SWD,16,72,0.2222,
2018,10374,WH7,5,33,0.1515,
2018,10378,ALL,61,97,0.6288,
2018,10378,BL7,26,33,0.7878,
2018,10378,FEM,,17,0.95,1
2018,10378,MALE,44,68,0.647,
2018,10378,SWD,30,92,0.326,
2018,10378,WH7,26,39,0.6666,
2018,10380,ALL,82,550,0.149,
2018,10380,AS7,2,16,0.125,
2018,10380,BL7,21,134,0.1567,
2018,10380,ELS,17,168,0.1011,
2018,10380,FEM,29,232,0.125,
2018,10380,HI7,23,253,0.0909,
2018,10380,MALE,53,358,0.148,
2018,10380,MU7,12,26,0.4615,
2018,10380,SWD,20,92,0.2173,
2018,10380,WH7,24,157,0.1528,
2018,10384,ALL,53,625,0.0848,
2018,10384,AS7,2,16,0.125,
2018,10384,BL7,17,174,0.0977,
2018,10384,ELS,,21,0.05,2
2018,10384,FEM,28,326,0.0858,
2018,10384,HI7,6,67,0.0895,
2018,10384,MALE,25,303,0.0825,
2018,10384,MU7,6,50,0.12,
2018,10384,SWD,6,66,0.0909,
2018,10384,WH7,22,318,0.0691,
2018,10388,ALL,407,1459,0.2789,
2018,10388,BL7,27,109,0.2477,
2018,10388,ELS,11,40,0.275,
2018,10388,FEM,195,715,0.2727,
2018,10388,HI7,75,228,0.3289,
2018,10388,MALE,212,784,0.2704,
2018,10388,MU7,12,41,0.2926,
2018,10388,SWD,56,168,0.3333,
2018,10388,WH7,292,1097,0.2661,
2018,10390,ALL,119,729,0.1632,
2018,10390,BL7,4,30,0.1333,
2018,10390,ELS,3,14,0.2142,
2018,10390,FEM,63,376,0.1675,
2018,10390,HI7,17,86,0.1976,
2018,10390,MALE,56,365,0.1534,
2018,10390,MU7,5,24,0.2083,
2018,10390,SWD,26,87,0.2988,
2018,10390,WH7,92,592,0.1554,
2018,10392,ALL,37,282,0.1312,
2018,10392,BL7,2,14,0.1428,
2018,10392,ELS,1,12,0.0833,
2018,10392,FEM,20,141,0.1418,
2018,10392,HI7,3,31,0.0967,
2018,10392,MALE,17,148,0.1148,
2018,10392,MU7,2,10,0.2,
2018,10392,SWD,7,34,0.2058,
2018,10392,WH7,30,231,0.1298,
2018,10394,ALL,100,868,0.1152,
2018,10394,BL7,33,308,0.1071,
2018,10394,ELS,,46,0.05,2
2018,10394,FEM,48,409,0.1173,
2018,10394,HI7,13,220,0.059,
2018,10394,MALE,52,463,0.1123,
2018,10394,MU7,9,51,0.1764,
2018,10394,SWD,17,110,0.1545,
2018,10394,WH7,44,267,0.1647,
2018,10396,ALL,459,1195,0.3841,
2018,10396,AS7,5,35,0.1428,
2018,10396,BL7,171,397,0.4307,
2018,10396,ELS,27,69,0.3913,
2018,10396,FEM,223,577,0.3864,
2018,10396,HI7,120,318,0.3773,
2018,10396,MALE,236,637,0.3704,
2018,10396,MU7,27,57,0.4736,
2018,10396,SWD,61,147,0.4149,
2018,10396,WH7,130,400,0.325,
2018,10400,ALL,286,1191,0.2401,
2018,10400,BL7,30,152,0.1973,
2018,10400,ELS,19,40,0.475,
2018,10400,FEM,130,560,0.2321,
2018,10400,HI7,69,154,0.448,
2018,10400,MALE,156,652,0.2392,
2018,10400,MU7,9,40,0.225,
2018,10400,SWD,41,108,0.3796,
2018,10400,WH7,177,843,0.2099,
2018,10403,ALL,131,829,0.158,
2018,10403,BL7,10,88,0.1136,
2018,10403,ELS,6,26,0.2307,
2018,10403,FEM,70,407,0.1719,
2018,10403,HI7,28,136,0.2058,
2018,10403,MALE,61,423,0.1442,
2018,10403,MU7,8,36,0.2222,
2018,10403,SWD,20,79,0.2531,
2018,10403,WH7,85,558,0.1523,
2018,10406,ALL,63,542,0.1162,
2018,10406,BL7,6,115,0.0521,
2018,10406,ELS,1,11,0.0909,
2018,10406,FEM,39,261,0.1494,
2018,10406,HI7,13,84,0.1547,
2018,10406,MALE,24,275,0.0872,
2018,10406,MU7,8,38,0.2105,
2018,10406,SWD,8,68,0.1176,
2018,10406,WH7,33,286,0.1153,
2018,010LEA,ALL,4561,22628,0.2015,
2018,010LEA,AM7,12,80,0.15,
2018,010LEA,AS7,31,349,0.0888,
2018,010LEA,BL7,1224,5207,0.235,
2018,010LEA,ELS,401,2400,0.167,
2018,010LEA,FEM,2121,11060,0.1917,
2018,010LEA,HI7,1213,6125,0.198,
2018,010LEA,MALE,2440,11964,0.2039,
2018,010LEA,MU7,253,1058,0.2391,
2018,010LEA,PI7,7,27,0.2592,
2018,010LEA,SWD,800,2956,0.2706,
2018,010LEA,WH7,1821,10178,0.1789,
2018,01B000,ALL,,787,0.05,2
2018,01B000,BL7,,106,0.05,2
2018,01B000,FEM,,416,0.05,2
2018,01B000,HI7,3,56,0.0535,
2018,01B000,MALE,,380,0.05,2
2018,01B000,MU7,,39,0.05,2
2018,01B000,SWD,4,72,0.0555,
2018,01B000,WH7,29,577,0.0502,
2018,01C000,ALL,52,638,0.0815,
2018,01C000,BL7,3,32,0.0937,
2018,01C000,FEM,27,355,0.076,
2018,01C000,HI7,7,35,0.2,
2018,01C000,MALE,25,301,0.083,
2018,01C000,SWD,6,88,0.0681,
2018,01C000,WH7,42,572,0.0734,
2018,01D000,ALL,20,312,0.0641,
2018,01D000,BL7,3,11,0.2727,
2018,01D000,FEM,8,124,0.0645,
2018,01D000,HI7,2,16,0.125,
2018,01D000,MALE,12,192,0.0625,
2018,01D000,MU7,2,17,0.1176,
2018,01D000,SWD,3,41,0.0731,
2018,01D000,WH7,,267,0.05,2
2018,20302,ALL,224,1302,0.172,
2018,20302,BL7,9,45,0.2,
2018,20302,ELS,,20,0.05,2
2018,20302,FEM,100,652,0.1533,
2018,20302,HI7,20,109,0.1834,
2018,20302,MALE,124,685,0.181,
2018,20302,MU7,9,53,0.1698,
2018,20302,SWD,37,178,0.2078,
2018,20302,WH7,186,1107,0.168,
2018,20303,ALL,,144,0.05,2
2018,20303,FEM,,85,0.05,2
2018,20303,WH7,,110,0.05,2
2018,20304,ALL,25,439,0.0569,
2018,20304,FEM,13,222,0.0585,
2018,20304,HI7,2,20,0.1,
2018,20304,MALE,12,224,0.0535,
2018,20304,SWD,8,70,0.1142,
2018,20304,WH7,23,394,0.0583,
2018,20306,ALL,32,611,0.0523,
2018,20306,BL7,,35,0.05,2
2018,20306,FEM,,301,0.05,2
2018,20306,HI7,,83,0.05,2
2018,20306,MALE,19,319,0.0595,
2018,20306,MU7,,28,0.05,2
2018,20306,SWD,6,78,0.0769,
2018,20306,WH7,28,463,0.0604,
2018,20308,ALL,24,284,0.0845,
2018,20308,BL7,1,12,0.0833,
2018,20308,FEM,13,141,0.0921,
2018,20308,MALE,11,142,0.0774,
2018,20308,SWD,7,52,0.1346,
2018,20308,WH7,21,256,0.082,
2018,20316,ALL,66,491,0.1344,
2018,20316,BL7,6,28,0.2142,
2018,20316,ELS,,45,0.05,2
2018,20316,FEM,35,231,0.1515,
2018,20316,HI7,6,92,0.0652,
2018,20316,MALE,31,287,0.108,
2018,20316,MU7,6,19,0.3157,
2018,20316,SWD,12,99,0.1212,
2018,20316,WH7,48,369,0.13,
2018,20320,ALL,25,241,0.1037,
2018,20320,FEM,10,112,0.0892,
2018,20320,HI7,,31,0.05,2
2018,20320,MALE,15,144,0.1041,
2018,20320,MU7,3,22,0.1363,
2018,20320,SWD,5,49,0.102,
2018,20320,WH7,21,194,0.1082,
2018,20324,ALL,12,227,0.0528,
2018,20324,FEM,6,113,0.053,
2018,20324,MALE,,123,0.05,2
2018,20324,SWD,5,39,0.1282,
2018,20324,WH7,,208,0.05,2
2018,20328,ALL,27,267,0.1011,
2018,20328,BL7,,37,0.05,2
2018,20328,ELS,1,17,0.0588,
2018,20328,FEM,15,133,0.1127,
2018,20328,HI7,7,62,0.1129,
2018,20328,MALE,12,155,0.0774,
2018,20328,MU7,2,26,0.0769,
2018,20328,SWD,11,68,0.1617,
2018,20328,WH7,17,159,0.1069,
2018,20330,ALL,,534,0.05,2
2018,20330,AS7,1,14,0.0714,
2018,20330,FEM,,260,0.05,2
2018,20330,MALE,,272,0.05,2
2018,20330,SWD,4,71,0.0563,
2018,20330,WH7,,465,0.05,2
2018,20332,ALL,24,283,0.0848,
2018,20332,FEM,11,136,0.0808,
2018,20332,HI7,2,32,0.0625,
2018,20332,MALE,13,151,0.086,
2018,20332,MU7,1,14,0.0714,
2018,20332,SWD,5,52,0.0961,
2018,20332,WH7,21,232,0.0905,
2018,020LEA,ALL,478,4823,0.0991,
2018,020LEA,AS7,,76,0.05,2
2018,020LEA,BL7,20,196,0.102,
2018,020LEA,ELS,,114,0.05,2
2018,020LEA,FEM,232,2386,0.0972,
2018,020LEA,HI7,41,498,0.0823,
2018,020LEA,MALE,246,2567,0.0958,
2018,020LEA,MU7,24,218,0.11,
2018,020LEA,SWD,100,758,0.1319,
2018,020LEA,WH7,392,3957,0.099,
2018,30304,ALL,76,429,0.1771,
2018,30304,FEM,38,217,0.1751,
2018,30304,HI7,14,85,0.1647,
2018,30304,MALE,38,219,0.1735,
2018,30304,SWD,10,46,0.2173,
2018,30304,WH7,57,337,0.1691,
2018,30308,ALL,15,204,0.0735,
2018,30308,ELS,2,29,0.0689,
2018,30308,FEM,7,101,0.0693,
2018,30308,HI7,8,69,0.1159,
2018,30308,MALE,8,120,0.0666,
2018,30308,SWD,,43,0.05,2
2018,30308,WH7,,150,0.05,2
2018,30316,ALL,12,151,0.0794,
2018,30316,FEM,8,88,0.0909,
2018,30316,HI7,2,18,0.1111,
2018,30316,MALE,4,73,0.0547,
2018,30316,SWD,1,15,0.0666,
2018,30316,WH7,10,139,0.0719,
2018,30320,ALL,105,552,0.1902,
2018,30320,ELS,4,51,0.0784,
2018,30320,FEM,52,288,0.1805,
2018,30320,HI7,32,164,0.1951,
2018,30320,MALE,53,300,0.1766,
2018,30320,MU7,6,20,0.3,
2018,30320,SWD,20,109,0.1834,
2018,30320,WH7,66,392,0.1683,
2018,030LEA,ALL,208,1336,0.1556,
2018,030LEA,BL7,4,10,0.4,
2018,030LEA,ELS,7,103,0.0679,
2018,030LEA,FEM,105,694,0.1512,
2018,030LEA,HI7,56,336,0.1666,
2018,030LEA,MALE,103,712,0.1446,
2018,030LEA,MU7,7,32,0.2187,
2018,030LEA,SWD,33,213,0.1549,
2018,030LEA,WH7,140,1018,0.1375,
2018,40304,ALL,26,249,0.1044,
2018,40304,BL7,7,89,0.0786,
2018,40304,FEM,18,161,0.1118,
2018,40304,MALE,8,92,0.0869,
2018,40304,WH7,18,143,0.1258,
2018,40305,ALL,,76,0.95,1
2018,40305,BL7,,64,0.95,1
2018,40305,FEM,,24,0.95,1
2018,40305,MALE,,54,0.95,1
2018,40305,SWD,23,29,0.7931,
2018,40305,WH7,11,12,0.9166,
2018,40306,ALL,290,738,0.3929,
2018,40306,AS7,3,14,0.2142,
2018,40306,BL7,176,471,0.3736,
2018,40306,ELS,4,21,0.1904,
2018,40306,FEM,143,359,0.3983,
2018,40306,HI7,17,45,0.3777,
2018,40306,MALE,147,415,0.3542,
2018,40306,MU7,11,21,0.5238,
2018,40306,SWD,47,115,0.4086,
2018,40306,WH7,82,220,0.3727,
2018,40308,ALL,27,191,0.1413,
2018,40308,BL7,9,70,0.1285,
2018,40308,FEM,12,96,0.125,
2018,40308,HI7,2,12,0.1666,
2018,40308,MALE,15,98,0.153,
2018,40308,SWD,3,24,0.125,
2018,40308,WH7,16,104,0.1538,
2018,40309,ALL,167,623,0.268,
2018,40309,AS7,2,18,0.1111,
2018,40309,BL7,97,358,0.2709,
2018,40309,ELS,7,20,0.35,
2018,40309,FEM,81,324,0.25,
2018,40309,HI7,10,33,0.303,
2018,40309,MALE,86,297,0.2895,
2018,40309,MU7,13,25,0.52,
2018,40309,SWD,35,99,0.3535,
2018,40309,WH7,44,186,0.2365,
2018,40311,ALL,90,348,0.2586,
2018,40311,BL7,72,271,0.2656,
2018,40311,FEM,41,169,0.2426,
2018,40311,MALE,49,184,0.2663,
2018,40311,MU7,3,13,0.2307,
2018,40311,SWD,24,71,0.338,
2018,40311,WH7,13,56,0.2321,
2018,40316,ALL,58,272,0.2132,
2018,40316,BL7,27,149,0.1812,
2018,40316,FEM,19,116,0.1637,
2018,40316,HI7,1,10,0.1,
2018,40316,MALE,39,154,0.2532,
2018,40316,MU7,4,10,0.4,
2018,40316,SWD,19,72,0.2638,
2018,40316,WH7,25,99,0.2525,
2018,40324,ALL,40,190,0.2105,
2018,40324,BL7,27,154,0.1753,
2018,40324,ELS,4,16,0.25,
2018,40324,FEM,18,87,0.2068,
2018,40324,HI7,5,23,0.2173,
2018,40324,MALE,22,103,0.2135,
2018,40324,SWD,4,31,0.129,
2018,40324,WH7,6,11,0.5454,
2018,40328,ALL,83,450,0.1844,
2018,40328,BL7,35,137,0.2554,
2018,40328,ELS,6,26,0.2307,
2018,40328,FEM,34,219,0.1552,
2018,40328,HI7,9,33,0.2727,
2018,40328,MALE,49,232,0.2112,
2018,40328,MU7,8,21,0.3809,
2018,40328,SWD,14,66,0.2121,
2018,40328,WH7,31,249,0.1244,
2018,40330,ALL,40,168,0.238,
2018,40330,BL7,32,128,0.25,
2018,40330,FEM,12,79,0.1518,
2018,40330,MALE,28,88,0.3181,
2018,40330,SWD,6,20,0.3,
2018,40330,WH7,7,25,0.28,
2018,040LEA,ALL,917,3305,0.2774,
2018,040LEA,AS7,6,62,0.0967,
2018,040LEA,BL7,558,1891,0.295,
2018,040LEA,ELS,23,96,0.2395,
2018,040LEA,FEM,410,1634,0.2509,
2018,040LEA,HI7,48,173,0.2774,
2018,040LEA,MALE,507,1717,0.2952,
2018,040LEA,MU7,48,110,0.4363,
2018,040LEA,SWD,177,534,0.3314,
2018,040LEA,WH7,253,1105,0.2289,
2018,50302,ALL,138,915,0.1508,
2018,50302,ELS,4,24,0.1666,
2018,50302,FEM,61,444,0.1373,
2018,50302,HI7,11,88,0.125,
2018,50302,MALE,77,483,0.1594,
2018,50302,MU7,5,14,0.3571,
2018,50302,SWD,33,123,0.2682,
2018,50302,WH7,121,815,0.1484,
2018,50305,ALL,40,436,0.0917,
2018,50305,FEM,17,216,0.0787,
2018,50305,HI7,5,46,0.1086,
2018,50305,MALE,23,222,0.1036,
2018,50305,SWD,10,55,0.1818,
2018,50305,WH7,33,384,0.0859,
2018,50310,ALL,36,509,0.0707,
2018,50310,FEM,21,239,0.0878,
2018,50310,HI7,,30,0.05,2
2018,50310,MALE,15,275,0.0545,
2018,50310,SWD,9,87,0.1034,
2018,50310,WH7,35,477,0.0733,
2018,50330,ALL,38,548,0.0693,
2018,50330,ELS,,53,0.05,2
2018,50330,FEM,,303,0.05,2
2018,50330,HI7,,107,0.05,2
2018,50330,MALE,24,311,0.0771,
2018,50330,SWD,8,111,0.072,
2018,50330,WH7,33,485,0.068,
2018,50335,ALL,42,558,0.0752,
2018,50335,FEM,22,266,0.0827,
2018,50335,HI7,8,76,0.1052,
2018,50335,MALE,20,288,0.0694,
2018,50335,MU7,2,14,0.1428,
2018,50335,SWD,15,89,0.1685,
2018,50335,WH7,32,453,0.0706,
2018,050LEA,ALL,294,2966,0.0991,
2018,050LEA,BL7,2,18,0.1111,
2018,050LEA,ELS,7,109,0.0642,
2018,050LEA,FEM,135,1468,0.0919,
2018,050LEA,HI7,29,347,0.0835,
2018,050LEA,MALE,159,1579,0.1006,
2018,050LEA,MU7,9,48,0.1875,
2018,050LEA,SWD,75,465,0.1612,
2018,050LEA,WH7,254,2614,0.0971,
2018,60302,ALL,90,353,0.2549,
2018,60302,ELS,2,12,0.1666,
2018,60302,FEM,44,177,0.2485,
2018,60302,HI7,7,36,0.1944,
2018,60302,MALE,46,196,0.2346,
2018,60302,SWD,13,56,0.2321,
2018,60302,WH7,78,323,0.2414,
2018,60304,ALL,29,149,0.1946,
2018,60304,ELS,2,19,0.1052,
2018,60304,FEM,11,74,0.1486,
2018,60304,HI7,2,24,0.0833,
2018,60304,MALE,18,91,0.1978,
2018,60304,SWD,6,34,0.1764,
2018,60304,WH7,23,131,0.1755,
2018,60310,ALL,25,186,0.1344,
2018,60310,FEM,10,77,0.1298,
2018,60310,MALE,15,109,0.1376,
2018,60310,SWD,5,25,0.2,
2018,60310,WH7,22,171,0.1286,
2018,60316,ALL,,205,0.05,2
2018,60316,FEM,,114,0.05,2
2018,60316,HI7,2,31,0.0645,
2018,60316,WH7,,179,0.05,2
2018,60318,ALL,40,270,0.1481,
2018,60318,ELS,,26,0.05,2
2018,60318,FEM,20,139,0.1438,
2018,60318,HI7,4,46,0.0869,
2018,60318,MALE,20,135,0.1481,
2018,60318,SWD,5,52,0.0961,
2018,60318,WH7,33,218,0.1513,
2018,60322,ALL,46,192,0.2395,
2018,60322,FEM,21,109,0.1926,
2018,60322,MALE,25,99,0.2525,
2018,60322,SWD,3,31,0.0967,
2018,60322,WH7,45,193,0.2331,
2018,60328,ALL,46,256,0.1796,
2018,60328,ELS,3,58,0.0517,
2018,60328,FEM,18,134,0.1343,
2018,60328,HI7,4,66,0.0606,
2018,60328,MALE,28,154,0.1818,
2018,60328,SWD,21,75,0.28,
2018,60328,WH7,40,212,0.1886,
2018,60332,ALL,15,104,0.1442,
2018,60332,FEM,6,58,0.1034,
2018,60332,MALE,9,59,0.1525,
2018,60332,SWD,2,20,0.1,
2018,60332,WH7,14,110,0.1272,
2018,60334,ALL,,18,0.95,1
2018,60334,MALE,,16,0.95,1
2018,60334,SWD,7,11,0.6363,
2018,60334,WH7,,20,0.95,1
2018,60700,ALL,31,149,0.208,
2018,60700,FEM,23,95,0.2421,
2018,60700,MALE,8,56,0.1428,
2018,60700,WH7,30,143,0.2097,
2018,60701,ALL,,62,0.05,2
2018,60701,FEM,,36,0.05,2
2018,60701,MALE,,27,0.05,2
2018,60701,WH7,,52,0.05,2
2018,060LEA,ALL,350,1944,0.18,
2018,060LEA,AS7,4,18,0.2222,
2018,060LEA,ELS,9,152,0.0592,
2018,060LEA,FEM,163,1017,0.1602,
2018,060LEA,HI7,20,239,0.0836,
2018,060LEA,MALE,187,1044,0.1791,
2018,060LEA,MU7,12,37,0.3243,
2018,060LEA,SWD,62,369,0.168,
2018,060LEA,WH7,311,1752,0.1775,
2018,06A000,ALL,,23,0.95,1
2018,06A000,FEM,,13,0.95,1
2018,06A000,SWD,6,15,0.4,
2018,06A000,WH7,13,16,0.8125,
2018,06B000,ALL,7,122,0.0573,
2018,06B000,FEM,3,56,0.0535,
2018,06B000,HI7,1,10,0.1,
2018,06B000,MALE,4,66,0.0606,
2018,06B000,SWD,3,42,0.0714,
2018,06B000,WH7,6,101,0.0594,
2018,70302,ALL,112,525,0.2133,
2018,70302,BL7,56,256,0.2187,
2018,70302,ELS,5,50,0.1,
2018,70302,FEM,49,305,0.1606,
2018,70302,HI7,14,132,0.106,
2018,70302,MALE,63,314,0.2006,
2018,70302,MU7,7,32,0.2187,
2018,70302,SWD,23,109,0.211,
2018,70302,WH7,35,196,0.1785,
2018,70308,ALL,77,572,0.1346,
2018,70308,BL7,2,15,0.1333,
2018,70308,ELS,,25,0.05,2
2018,70308,FEM,46,298,0.1543,
2018,70308,HI7,4,60,0.0666,
2018,70308,MALE,31,274,0.1131,
2018,70308,MU7,2,20,0.1,
2018,70308,SWD,15,84,0.1785,
2018,70308,WH7,69,476,0.1449,
2018,70310,ALL,,53,0.95,1
2018,70310,BL7,,34,0.95,1
