"","year","agency_code","ALL","AM7","AS7","BL7","EDS","ELS","FEM","HI7","MALE","MU7","SWD","WH7","NEDS","NSWD"
"31",2018,"010LEA",24602,0.00398341598244045,0.0156084871148687,0.224250060970653,0.516746605966995,0.176530363385091,0.489025282497358,0.276847410779611,0.510974717502642,0.047516462076254,0.120437362816031,0.430859279733355,NA,NA
"32",2018,"01B000",918,NA,0.0185185185185185,0.128540305010893,0.0947712418300654,0.0457516339869281,0.530501089324619,0.0697167755991285,0.469498910675381,0.0435729847494553,0.0980392156862745,0.739651416122004,NA,NA
"33",2018,"01C000",751,NA,NA,0.0279627163781625,0.0785619174434088,NA,0.539280958721704,0.0479360852197071,0.460719041278296,0.0412782956058589,0.137150466045273,0.877496671105193,NA,NA
"34",2018,"01D000",375,NA,NA,0.0346666666666667,0.08,NA,0.36,0.0613333333333333,0.64,0.0453333333333333,0.146666666666667,0.845333333333333,NA,NA
"35",2018,"020304",539,NA,NA,NA,0.311688311688312,NA,0.510204081632653,0.0612244897959184,0.489795918367347,0.0333951762523191,0.120593692022263,0.884972170686456,NA,NA
"36",2018,"020306",1391,NA,0.0172537742631201,0.0517613227893602,0.537023723939612,0.0546369518332135,0.485262401150252,0.14018691588785,0.514737598849748,0.0388209920920201,0.119338605319914,0.749820273184759,NA,NA
"37",2018,"020308",371,NA,NA,0.0512129380053908,0.450134770889488,NA,0.506738544474393,0.0296495956873315,0.493261455525606,NA,0.169811320754717,0.894878706199461,NA,NA
"38",2018,"020316",552,NA,NA,0.0507246376811594,0.65036231884058,0.119565217391304,0.396739130434783,0.182971014492754,0.603260869565217,0.0434782608695652,0.192028985507246,0.704710144927536,NA,NA
"39",2018,"020320",301,NA,NA,0.053156146179402,0.651162790697674,0.053156146179402,0.448504983388704,0.0764119601328904,0.551495016611296,0.0730897009966777,0.152823920265781,0.79734219269103,NA,NA
"40",2018,"020324",276,NA,NA,NA,0.503623188405797,NA,0.52536231884058,0.0434782608695652,0.47463768115942,0.0652173913043478,0.141304347826087,0.884057971014493,NA,NA
"41",2018,"020328",288,NA,NA,0.131944444444444,0.447916666666667,0.118055555555556,0.510416666666667,0.229166666666667,0.489583333333333,0.128472222222222,0.197916666666667,0.503472222222222,NA,NA
"42",2018,"020330",1215,NA,0.0255144032921811,0.0164609053497942,0.383539094650206,0.0255144032921811,0.473251028806584,0.0460905349794239,0.526748971193416,0.0403292181069959,0.120164609053498,0.871604938271605,NA,NA
"43",2018,"020332",361,NA,0.038781163434903,NA,0.473684210526316,0.0637119113573407,0.49584487534626,0.138504155124654,0.50415512465374,0.0526315789473684,0.138504155124654,0.756232686980609,NA,NA
"44",2018,"020LEA",5294,NA,0.0158670192670948,0.0389119758216849,0.480166225916131,0.0483566301473366,0.479410653570079,0.103324518322629,0.520589346429921,0.0472232716282584,0.139403097846619,0.793728749527767,NA,NA
"45",2018,"030308",328,NA,NA,NA,0.710365853658537,0.167682926829268,0.432926829268293,0.277439024390244,0.567073170731707,NA,0.225609756097561,0.707317073170732,NA,NA
"46",2018,"030316",231,NA,NA,NA,0.454545454545455,0.0432900432900433,0.575757575757576,0.0822510822510823,0.424242424242424,NA,0.0649350649350649,0.891774891774892,NA,NA
"47",2018,"030320",848,NA,NA,NA,0.675707547169811,0.0813679245283019,0.48938679245283,0.277122641509434,0.51061320754717,0.0259433962264151,0.137971698113208,0.672169811320755,NA,NA
"48",2018,"030LEA",1407,NA,NA,NA,0.647476901208245,0.0952380952380952,0.490405117270789,0.245202558635394,0.509594882729211,0.023454157782516,0.146410803127221,0.716417910447761,NA,NA
"49",2018,"040305",27,NA,NA,1,0.777777777777778,NA,0.555555555555556,NA,0.444444444444444,NA,0.666666666666667,NA,NA,NA
"50",2018,"040308",238,NA,NA,0.373949579831933,0.302521008403361,NA,0.525210084033613,NA,0.474789915966387,NA,0.100840336134454,0.525210084033613,NA,NA
"51",2018,"040309",1445,NA,0.0262975778546713,0.575778546712803,0.524567474048443,0.0429065743944637,0.516262975778547,0.0567474048442907,0.483737024221453,0.0456747404844291,0.146020761245675,0.294117647058824,NA,NA
"52",2018,"040311",179,NA,NA,0.754189944134078,0.76536312849162,NA,0.46927374301676,NA,0.53072625698324,NA,0.173184357541899,0.189944134078212,NA,NA
"53",2018,"040316",303,NA,NA,0.600660066006601,0.541254125412541,NA,0.462046204620462,NA,0.537953795379538,0.033003300330033,0.323432343234323,0.333333333333333,NA,NA
"54",2018,"040324",225,NA,NA,0.84,0.706666666666667,0.0888888888888889,0.502222222222222,0.0888888888888889,0.497777777777778,NA,0.155555555555556,0.0622222222222222,NA,NA
"55",2018,"040328",534,NA,NA,0.249063670411985,0.455056179775281,0.052434456928839,0.47752808988764,0.0636704119850187,0.52247191011236,0.0543071161048689,0.146067415730337,0.616104868913858,NA,NA
"56",2018,"040330",411,NA,NA,0.798053527980535,0.732360097323601,NA,0.450121654501217,0.024330900243309,0.549878345498783,0.0267639902676399,0.119221411192214,0.13625304136253,NA,NA
"57",2018,"040LEA",3362,0.00327186198691255,0.0172516359309935,0.569601427721594,0.55175490779298,0.0356930398572278,0.494646044021416,0.0484830458060678,0.505353955978584,0.0389649018441404,0.161808447352766,0.322427126710292,NA,NA
"58",2018,"050305",1076,NA,NA,NA,0.578996282527881,0.0473977695167286,0.49907063197026,0.107806691449814,0.50092936802974,0.0130111524163569,0.12453531598513,0.870817843866171,NA,NA
"59",2018,"050310",689,NA,NA,NA,0.616835994194485,0.0159651669085631,0.457184325108853,0.058055152394775,0.542815674891147,0.0174165457184325,0.146589259796807,0.920174165457184,NA,NA
"60",2018,"050330",781,NA,NA,NA,0.626120358514725,0.142125480153649,0.495518565941101,0.192061459667093,0.504481434058899,NA,0.158770806658131,0.779769526248399,NA,NA
"61",2018,"050335",742,NA,NA,NA,0.533692722371968,0.0633423180592992,0.471698113207547,0.12533692722372,0.528301886792453,0.0336927223719677,0.179245283018868,0.824797843665768,NA,NA
"62",2018,"050LEA",3288,NA,0.00425790754257908,0.00760340632603406,0.587895377128954,0.0669099756690998,0.483272506082725,0.121350364963504,0.516727493917275,0.017639902676399,0.14963503649635,0.849148418491484,NA,NA
"63",2018,"060304",161,NA,NA,NA,0.453416149068323,0.161490683229814,0.459627329192547,0.149068322981366,0.540372670807453,NA,0.186335403726708,0.77639751552795,NA,NA
"64",2018,"060310",427,NA,NA,NA,0.573770491803279,0.0234192037470726,0.407494145199063,0.0374707259953162,0.592505854800937,0.0257611241217799,0.140515222482436,0.927400468384075,NA,NA
"65",2018,"060316",237,NA,NA,NA,0.607594936708861,0.0632911392405063,0.50210970464135,0.10126582278481,0.49789029535865,0.0421940928270042,0.20253164556962,0.856540084388186,NA,NA
"66",2018,"060318",638,NA,0.0188087774294671,NA,0.564263322884012,0.169278996865204,0.504702194357367,0.197492163009404,0.495297805642633,NA,0.153605015673981,0.766457680250784,NA,NA
"67",2018,"060322",230,NA,NA,NA,0.656521739130435,NA,0.478260869565217,NA,0.521739130434783,NA,0.108695652173913,0.943478260869565,NA,NA
"68",2018,"060328",341,NA,NA,NA,0.765395894428152,0.225806451612903,0.49266862170088,0.258064516129032,0.50733137829912,NA,0.26099706744868,0.686217008797654,NA,NA
"69",2018,"060332",137,0.072992700729927,NA,NA,0.613138686131387,NA,0.569343065693431,NA,0.430656934306569,NA,0.0948905109489051,0.875912408759124,NA,NA
"70",2018,"060LEA",2171,0.0064486411791801,0.0138185168125288,NA,0.607093505297098,0.11377245508982,0.481345002303086,0.133118378627361,0.518654997696914,0.0216490096729618,0.167204053431598,0.821741133118379,NA,NA
"71",2018,"06A000",28,NA,NA,NA,NA,NA,0.464285714285714,NA,0.535714285714286,NA,NA,0.607142857142857,NA,NA
"72",2018,"06B000",167,NA,NA,NA,0.413173652694611,NA,0.389221556886228,0.0658682634730539,0.610778443113772,NA,0.347305389221557,0.904191616766467,NA,NA
"73",2018,"070308",902,NA,NA,0.0221729490022173,0.196230598669623,0.0443458980044346,0.527716186252772,0.0997782705099778,0.472283813747228,0.0232815964523282,0.144124168514412,0.854767184035477,NA,NA
"74",2018,"070310",42,NA,NA,0.571428571428571,0.857142857142857,NA,0.380952380952381,NA,0.619047619047619,NA,NA,0.285714285714286,NA,NA
"75",2018,"070325",1018,NA,NA,0.290766208251473,0.448919449901768,0.0618860510805501,0.489194499017682,0.152259332023576,0.510805500982318,0.0471512770137525,0.117878192534381,0.50196463654224,NA,NA
"76",2018,"070326",398,NA,NA,0.28643216080402,0.527638190954774,0.0753768844221105,0.391959798994975,0.115577889447236,0.608040201005025,0.0703517587939698,0.0703517587939698,0.517587939698492,NA,NA
"77",2018,"070327",504,NA,NA,0.464285714285714,0.583333333333333,0.182539682539683,0.507936507936508,0.21031746031746,0.492063492063492,0.0317460317460317,0.138888888888889,0.28968253968254,NA,NA
"78",2018,"070328",1334,NA,0.00974512743628186,0.374812593703148,0.50599700149925,0.198650674662669,0.483508245877061,0.230134932533733,0.516491754122939,0.0449775112443778,0.146176911544228,0.340329835082459,NA,NA
"79",2018,"070329",731,NA,NA,0.284541723666211,0.467852257181943,0.0930232558139535,0.470588235294118,0.166894664842681,0.529411764705882,0.0519835841313269,0.13406292749658,0.496580027359781,NA,NA
"80",2018,"070338",1744,NA,NA,0.368692660550459,0.471903669724771,0.131880733944954,0.463876146788991,0.193807339449541,0.536123853211009,0.0338302752293578,0.156536697247706,0.397935779816514,NA,NA
"81",2018,"070340",232,NA,NA,0.711206896551724,0.543103448275862,0.0560344827586207,0.418103448275862,0.0474137931034483,0.581896551724138,0.0603448275862069,0.168103448275862,0.181034482758621,NA,NA
"82",2018,"070LEA",6905,NA,0.00391020999275887,0.319188993482983,0.454742939898624,0.11643736422882,0.477480086893555,0.170601013758146,0.522519913106445,0.0415640839971035,0.139029688631427,0.463287472845764,NA,NA
"83",2018,"07A000",487,NA,NA,0.0390143737166324,0.0780287474332649,NA,0.476386036960986,0.0677618069815195,0.523613963039014,NA,0.186858316221766,0.880903490759754,NA,NA
"84",2018,"080314",1121,NA,NA,0.843889384478145,0.567350579839429,0.0133809099018733,0.515611061552186,0.0205173951828724,0.484388938447814,0.00892060660124889,0.115967885816236,0.113291703835861,NA,NA
"85",2018,"080348",192,NA,NA,0.739583333333333,0.567708333333333,NA,0.421875,NA,0.578125,NA,0.109375,0.234375,NA,NA
"86",2018,"080356",279,NA,NA,0.885304659498208,0.630824372759857,NA,0.491039426523298,NA,0.508960573476703,0.043010752688172,0.136200716845878,0.0501792114695341,NA,NA
"87",2018,"080360",256,NA,NA,0.8359375,0.6640625,NA,0.5,NA,0.5,0.04296875,0.15234375,0.11328125,NA,NA
"88",2018,"080362",509,NA,NA,0.795677799607073,0.691552062868369,NA,0.532416502946955,NA,0.467583497053045,0.0275049115913556,0.137524557956778,0.149312377210216,NA,NA
"89",2018,"080LEA",2357,0.00509121764955452,0.00424268137462877,0.829019940602461,0.612218922358931,0.00848536274925753,0.507000424268138,0.0161221892235893,0.492999575731863,0.0220619431480696,0.126431904963937,0.123462028001697,NA,NA
"90",2018,"08A000",208,NA,NA,0.798076923076923,0.711538461538462,NA,0.423076923076923,NA,0.576923076923077,0.0817307692307692,0.139423076923077,0.120192307692308,NA,NA
"91",2018,"090304",193,NA,NA,0.699481865284974,0.678756476683938,0.0621761658031088,0.528497409326425,0.10880829015544,0.471502590673575,NA,0.0673575129533679,0.0984455958549223,NA,NA
"92",2018,"090315",754,0.0172413793103448,NA,0.19893899204244,0.43368700265252,0.0503978779840849,0.53448275862069,0.108753315649867,0.46551724137931,0.0676392572944297,0.116710875331565,0.607427055702918,NA,NA
"93",2018,"090317",274,NA,NA,0.197080291970803,0.532846715328467,0.072992700729927,0.503649635036496,0.102189781021898,0.496350364963504,0.0802919708029197,0.102189781021898,0.62043795620438,NA,NA
"94",2018,"090318",142,NA,NA,0.225352112676056,0.422535211267606,0.183098591549296,0.422535211267606,0.366197183098592,0.577464788732394,NA,0.112676056338028,0.366197183098592,NA,NA
"95",2018,"090320",491,NA,NA,0.39918533604888,0.393075356415479,0.0305498981670061,0.619144602851324,0.09979633401222,0.380855397148676,0.0610997963340122,0.0407331975560081,0.429735234215886,NA,NA
"96",2018,"090324",178,NA,NA,0.179775280898876,0.415730337078652,0.359550561797753,0.50561797752809,0.426966292134831,0.49438202247191,NA,0.0674157303370786,0.382022471910112,NA,NA
"97",2018,"090328",248,NA,NA,0.504032258064516,0.657258064516129,0.193548387096774,0.512096774193548,0.318548387096774,0.487903225806452,0.0685483870967742,0.217741935483871,0.092741935483871,NA,NA
"98",2018,"090332",1006,0.0248508946322068,NA,0.493041749502982,0.499005964214712,0.0874751491053678,0.445328031809145,0.154075546719682,0.554671968190855,0.0407554671968191,0.148111332007952,0.284294234592445,NA,NA
"99",2018,"090333",334,NA,NA,0.532934131736527,0.520958083832335,0.0958083832335329,0.568862275449102,0.143712574850299,0.431137724550898,0.0658682634730539,0.179640718562874,0.245508982035928,NA,NA
"100",2018,"090352",138,NA,NA,0.333333333333333,0.565217391304348,0.347826086956522,0.405797101449275,0.434782608695652,0.594202898550725,NA,0.130434782608696,0.130434782608696,NA,NA
"101",2018,"090365",844,0.0201421800947867,NA,0.285545023696682,0.441943127962085,0.209715639810427,0.451421800947867,0.360189573459716,0.548578199052133,0.0272511848341232,0.0995260663507109,0.306872037914692,NA,NA
"102",2018,"090LEA",4602,0.0180356366797045,NA,0.366145154280748,0.482616253802694,0.123424598000869,0.499565406345067,0.207301173402868,0.500434593654933,0.0501955671447197,0.117774880486745,0.357670578009561,NA,NA
"103",2018,"09A000",179,0.0782122905027933,NA,0.575418994413408,0.519553072625698,NA,0.374301675977654,0.111731843575419,0.625698324022346,NA,NA,0.189944134078212,NA,NA
"104",2018,"09B000",386,NA,NA,0.160621761658031,0.246113989637306,NA,0.50259067357513,0.0595854922279793,0.49740932642487,NA,0.11139896373057,0.756476683937824,NA,NA
"105",2018,"100302",1083,NA,0.00923361034164358,0.157894736842105,0.499538319482918,0.0701754385964912,0.463527239150508,0.156971375807941,0.536472760849492,0.0757156048014774,0.168975069252078,0.590027700831025,NA,NA
"106",2018,"100304",562,NA,NA,0.103202846975089,0.660142348754448,NA,0.414590747330961,0.0409252669039146,0.585409252669039,0.0747330960854092,0.137010676156584,0.766903914590747,NA,NA
"107",2018,"100308",62,NA,NA,NA,0.725806451612903,NA,0.258064516129032,NA,0.741935483870968,NA,0.435483870967742,0.790322580645161,NA,NA
"108",2018,"100309",1102,0.0108892921960073,NA,0.187840290381125,0.658802177858439,0.0453720508166969,0.490018148820327,0.0907441016333938,0.509981851179673,0.0326678765880218,0.181488203266788,0.674228675136116,NA,NA
"109",2018,"100310",580,NA,NA,0.175862068965517,0.76551724137931,0.179310344827586,0.53448275862069,0.268965517241379,0.46551724137931,0.0413793103448276,0.158620689655172,0.493103448275862,NA,NA
"110",2018,"100316",1909,0.00785751702462022,0.00680984808800419,0.202200104766894,0.599266631744369,0.0633839706652698,0.49083289680461,0.15819800942902,0.50916710319539,0.0555264536406496,0.160817181770561,0.569408067050812,NA,NA
"111",2018,"100320",756,0.0132275132275132,NA,0.234126984126984,0.837301587301587,0.170634920634921,0.503968253968254,0.264550264550265,0.496031746031746,0.0701058201058201,0.169312169312169,0.414021164021164,NA,NA
"112",2018,"100332",1497,0.00734802939211757,0.00868403473613895,0.148296593186373,0.597862391449566,0.111556446225785,0.474949899799599,0.204408817635271,0.525050100200401,0.0293921175684703,0.126920507682031,0.60187040748163,NA,NA
"113",2018,"100335",1636,NA,0.00611246943765281,0.0721271393643032,0.507946210268949,0.0305623471882641,0.518337408312958,0.0727383863080685,0.481662591687042,0.0696821515892421,0.111246943765281,0.771393643031785,NA,NA
"114",2018,"100336",751,NA,NA,0.0825565912117177,0.476697736351531,0.0452729693741678,0.499334221038615,0.0466045272969374,0.500665778961385,0.0399467376830892,0.163781624500666,0.806924101198402,NA,NA
"115",2018,"100338",747,NA,NA,0.235609103078983,0.812583668005355,0.0937081659973226,0.472556894243641,0.149933065595716,0.527443105756359,0.0495314591700134,0.224899598393574,0.56091030789826,NA,NA
"116",2018,"100339",650,0.0184615384615385,NA,0.116923076923077,0.558461538461538,0.0584615384615385,0.395384615384615,0.107692307692308,0.604615384615385,0.06,0.152307692307692,0.693846153846154,NA,NA
"117",2018,"100340",714,NA,0.0140056022408964,0.0980392156862745,0.563025210084034,0.112044817927171,0.494397759103641,0.179271708683473,0.505602240896359,0.046218487394958,0.15546218487395,0.65266106442577,NA,NA
"118",2018,"100342",641,NA,NA,0.152886115444618,0.684867394695788,0.0499219968798752,0.522620904836194,0.0873634945397816,0.477379095163807,0.0483619344773791,0.157566302652106,0.700468018720749,NA,NA
"119",2018,"100344",848,NA,NA,0.0931603773584906,0.67688679245283,0.132075471698113,0.439858490566038,0.222877358490566,0.560141509433962,0.0259433962264151,0.127358490566038,0.652122641509434,NA,NA
"120",2018,"100LEA",13538,0.00790367853449549,0.00613089082582361,0.14847097060127,0.618481311862904,0.078815186881371,0.481902792140641,0.145590190574679,0.518097207859359,0.0511892450879007,0.154823459890678,0.639311567439799,NA,NA
"121",2018,"10A000",1277,NA,0.0117462803445576,0.111981205951449,0.118245888801879,0.0172278778386844,0.553641346906813,0.0790916209866876,0.446358653093187,0.0712607674236492,0.120595144870791,0.717306186374315,NA,NA
"122",2018,"10B000",247,NA,NA,0.0566801619433198,0.0890688259109312,NA,0.562753036437247,0.048582995951417,0.437246963562753,0.0728744939271255,0.0769230769230769,0.801619433198381,NA,NA
"123",2018,"110306",1211,NA,0.0189925681255161,0.148637489677952,0.591246903385632,0.10074318744839,0.504541701073493,0.141205615194055,0.495458298926507,0.0685383980181668,0.157720891824938,0.617671345995045,NA,NA
"124",2018,"110308",104,NA,NA,NA,0.653846153846154,NA,0.461538461538462,NA,0.538461538461538,NA,0.25,0.923076923076923,NA,NA
"125",2018,"110318",549,NA,NA,0.0236794171220401,0.522768670309654,0.0327868852459016,0.477231329690346,0.0837887067395264,0.522768670309654,0.0546448087431694,0.171220400728597,0.832422586520947,NA,NA
"126",2018,"110320",208,NA,NA,NA,0.480769230769231,NA,0.596153846153846,0.0480769230769231,0.403846153846154,NA,0.211538461538462,0.884615384615385,NA,NA
"127",2018,"110324",362,NA,NA,NA,0.679558011049724,0.160220994475138,0.475138121546961,0.204419889502762,0.524861878453039,NA,0.204419889502762,0.734806629834254,NA,NA
"128",2018,"110326",1323,NA,0.0196523053665911,0.0264550264550265,0.328798185941043,0.0393046107331822,0.489795918367347,0.0665154950869237,0.510204081632653,0.0347694633408919,0.155706727135299,0.846560846560847,NA,NA
"129",2018,"110332",357,NA,NA,0.0588235294117647,0.507002801120448,0.109243697478992,0.473389355742297,0.112044817927171,0.526610644257703,0.0784313725490196,0.198879551820728,0.739495798319328,NA,NA
"130",2018,"110338",1245,0.00883534136546185,NA,0.0465863453815261,0.543775100401606,0.065863453815261,0.4714859437751,0.12289156626506,0.5285140562249,0.0305220883534137,0.145381526104418,0.784738955823293,NA,NA
"131",2018,"110342",1682,NA,NA,0.0772889417360285,0.699762187871581,0.191438763376932,0.483947681331748,0.239595719381688,0.516052318668252,0.0582639714625446,0.177170035671819,0.598692033293698,NA,NA
"132",2018,"110348",308,NA,NA,0.175324675324675,0.5,0.298701298701299,0.441558441558442,0.402597402597403,0.558441558441558,0.038961038961039,0.11038961038961,0.37012987012987,NA,NA
"133",2018,"110356",850,NA,0.0164705882352941,NA,0.42,0.0541176470588235,0.532941176470588,0.0976470588235294,0.467058823529412,0.0376470588235294,0.129411764705882,0.834117647058824,NA,NA
"134",2018,"110366",420,NA,0.0333333333333333,0.0428571428571429,0.314285714285714,0.0571428571428571,0.533333333333333,0.0904761904761905,0.466666666666667,0.0857142857142857,0.104761904761905,0.728571428571429,NA,NA
"135",2018,"110368",473,NA,0.0232558139534884,0.143763213530655,0.452431289640592,0.0507399577167019,0.47568710359408,0.0338266384778013,0.52431289640592,0.0613107822410148,0.13107822410148,0.733615221987315,NA,NA
"136",2018,"110370",370,NA,NA,NA,0.372972972972973,0.102702702702703,0.486486486486487,0.140540540540541,0.513513513513513,NA,0.118918918918919,0.827027027027027,NA,NA
"137",2018,"110372",237,NA,NA,0.270042194092827,0.586497890295359,0.371308016877637,0.468354430379747,0.312236286919831,0.531645569620253,0.0506329113924051,0.151898734177215,0.240506329113924,NA,NA
"138",2018,"110376",382,NA,NA,0.0366492146596859,0.701570680628272,0.0785340314136126,0.50261780104712,0.109947643979058,0.49738219895288,0.0418848167539267,0.162303664921466,0.801047120418848,NA,NA
"139",2018,"110379",496,NA,NA,NA,0.536290322580645,0.133064516129032,0.512096774193548,0.185483870967742,0.487903225806452,0.0483870967741935,0.137096774193548,0.754032258064516,NA,NA
"140",2018,"110381",1396,NA,0.0100286532951289,0.0128939828080229,0.467048710601719,0.076647564469914,0.482091690544413,0.141117478510029,0.517908309455587,0.0308022922636103,0.166189111747851,0.801575931232092,NA,NA
"141",2018,"110382",1503,0.00731869594145043,NA,0.0119760479041916,0.49500998003992,0.102461743180306,0.523619427811045,0.139720558882236,0.476380572188955,0.0139720558882236,0.156353958749168,0.823685961410512,NA,NA
"142",2018,"110384",549,NA,NA,0.316939890710383,0.520947176684882,0.160291438979964,0.510018214936248,0.224043715846995,0.489981785063752,0.0437158469945355,0.1183970856102,0.409836065573771,NA,NA
"143",2018,"110388",142,NA,NA,NA,0.690140845070423,NA,0.563380281690141,NA,0.436619718309859,NA,0.211267605633803,0.887323943661972,NA,NA
