"","year","agency_code","agency_level","designation_Type","name","county","city","zip","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","AAVC","AGNR","ARCH","BMA","EDUC","FINA","GOVT","HLTH","HOSP","HUMA","INFO","LAW","MANU","MRKT","STEM","TRAN"
"670",2022,"421336","SCH","P","Roanoke Rapids Early College High School","Halifax","Roanoke Rapids",27870,"H","421LEA","09:13","Regular School","Traditional","N",NA,NA,134,57,42.54,NA,"N","N","N","N",0.5,0.5,0.5,0,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"671",2022,"421LEA","LEA","P","Roanoke Rapids City Schools","Halifax","Roanoke Rapids",27870,NA,NA,NA,NA,NA,"N",NA,NA,1660,1197,72.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,9,0,0,0,0,13,22,0,0,43,0,0,0,1
"672",2022,"422310","SCH","P","Roanoke Valley Early College High School","Halifax","Weldon",27890,"H","422LEA","09:13","Regular School","Traditional","Y",NA,NA,123,89,72.36,NA,"N","N","N","N",0.75,0.5,0.5,0,0.25,FALSE,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
"673",2022,"422315","SCH","P","Weldon STEM High School Career Academies","Halifax","Weldon",27890,"H","422LEA","09:12","Regular School","Traditional","Y",NA,NA,146,113,77.4,NA,"N","N","Y","Y",0.75,0.5,0.5,0,0.25,FALSE,4,0,0,21,0,0,0,0,0,12,0,0,0,0,0,0
"674",2022,"422318","SCH","P","Weldon Middle","Halifax","Halifax",27839,"M","422LEA","05:08","Regular School","Traditional","Y",NA,NA,182,129,70.88,NA,"N","N","Y","Y",0.75,0.5,0.5,0,0.25,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",2022,"422LEA","LEA","P","Weldon City Schools","Halifax","Weldon",27890,NA,NA,NA,NA,NA,"N",NA,NA,451,331,73.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,46,0,0,0,0,0,12,0,0,0,0,0,0
"676",2022,"42A000","SCH","C","KIPP Halifax College Preparatory","Halifax","Halifax",27839,"I","CH","0K:08","Regular School","Traditional","Y","420LEA",NA,215,NA,5,TRUE,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",2022,"42B000","SCH","C","Hobgood Charter School","Halifax","Hobgood",27843,"A","CH","0K:10","Regular School","Traditional","Y","420LEA",NA,153,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",2022,"430330","SCH","P","Coats-Erwin Middle","Harnett","Dunn",28334,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,620,263,42.42,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",2022,"430332","SCH","P","Dunn Middle","Harnett","Dunn",28334,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,377,117,31.03,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",2022,"430341","SCH","P","Harnett County Early College","Harnett","Dunn",28334,"H","430LEA","09:13","Regular School","Traditional","N",NA,NA,96,19,19.79,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"681",2022,"430345","SCH","P","STAR Academy","Harnett","Lillington",27546,"T","430LEA","06:12","Alternative Educat","Traditional","N",NA,NA,71,33,46.48,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",2022,"430346","SCH","P","Harnett Central High","Harnett","Angier",27501,"H","430LEA","09:12","Regular School","Traditional","N",NA,NA,1435,1090,75.96,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,14,22,37,2,7,0,0,31,1,13,0,29,13,0,0,12
"683",2022,"430347","SCH","P","Harnett Central Middle","Harnett","Angier",27501,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,991,405,40.87,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",2022,"430351","SCH","P","Highland Middle School","Harnett","Sanford",27332,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,946,481,50.85,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",2022,"430370","SCH","P","Overhills Middle","Harnett","Spring Lake",28390,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,811,530,65.35,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",2022,"430371","SCH","P","Overhills High","Harnett","Spring Lake",28390,"H","430LEA","09:12","Regular School","Traditional","N",NA,NA,1774,1462,82.41,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,43,16,54,17,0,5,0,25,48,0,12,0,0,0,0,13
"687",2022,"430378","SCH","P","Triton High","Harnett","Erwin",28339,"H","430LEA","09:12","Regular School","Traditional","N",NA,NA,1181,1016,86.03,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,11,82,36,1,0,6,0,36,0,31,10,24,0,0,0,0
"688",2022,"430384","SCH","P","Western Harnett High","Harnett","Lillington",27546,"H","430LEA","09:12","Regular School","Traditional","N",NA,NA,1274,1066,83.67,NA,"N","N","N","Y",0.214,0.704,0.296,0.036,0.75,TRUE,6,42,29,0,0,12,0,51,0,13,6,20,23,0,0,11
"689",2022,"430385","SCH","P","Harnett Virtual Academy","Harnett","Lillington",27546,"A","430LEA","0K:12","Regular School","Traditional","N",NA,NA,177,13,7.34,NA,"N","N","N","N",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",2022,"430386","SCH","P","Western Harnett Middle","Harnett","Lillington",27546,"M","430LEA","06:08","Regular School","Traditional","N",NA,NA,800,509,63.63,NA,"N","N","Y","Y",0.214,0.704,0.296,0.036,0.75,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",2022,"430LEA","LEA","P","Harnett County Schools","Harnett","Lillington",27546,NA,NA,NA,NA,NA,"N",NA,NA,12061,7004,58.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,162,156,20,7,23,0,143,49,57,28,73,36,0,0,37
"692",2022,"440318","SCH","P","Bethel Middle School","Haywood","Waynesville",28786,"M","440LEA","06:08","Regular School","Traditional","N",NA,NA,235,200,85.11,NA,"N","N","Y","N",0,0.6,0.4,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",2022,"440320","SCH","P","Canton Middle School","Haywood","Canton",28716,"M","440LEA","06:08","Regular School","Traditional","N",NA,NA,476,341,71.64,NA,"N","N","Y","N",0,0.6,0.4,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",2022,"440326","SCH","P","Central Haywood High School","Haywood","Waynesville",28786,"H","440LEA","09:12","Alternative Educat","Traditional","N",NA,NA,55,NA,95,TRUE,"N","N","N","N",0,0.6,0.4,0,1,TRUE,3,5,0,0,0,0,0,1,0,4,0,0,2,0,0,0
"695",2022,"440346","SCH","P","Haywood Early College","Haywood","Clyde",28721,"H","440LEA","09:13","Regular School","Traditional","N",NA,NA,184,26,14.13,NA,"N","N","N","N",0,0.6,0.4,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",2022,"440378","SCH","P","Pisgah High School","Haywood","Canton",28716,"H","440LEA","09:12","Regular School","Traditional","N",NA,NA,913,761,83.35,NA,"N","N","N","N",0,0.6,0.4,0,1,TRUE,7,57,3,0,0,0,0,28,9,0,3,1,52,11,13,12
"697",2022,"440390","SCH","P","Tuscola High School","Haywood","Waynesville",28786,"H","440LEA","09:12","Regular School","Traditional","N",NA,NA,888,753,84.8,NA,"N","N","N","N",0,0.6,0.4,0,1,TRUE,24,21,46,0,1,0,0,44,14,21,8,0,30,0,10,1
"698",2022,"440396","SCH","P","Waynesville Middle School","Haywood","Waynesville",28786,"M","440LEA","06:08","Regular School","Traditional","N",NA,NA,754,425,56.37,NA,"N","N","Y","Y",0,0.6,0.4,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",2022,"440LEA","LEA","P","Haywood County Schools","Haywood","Waynesville",28786,NA,NA,NA,NA,NA,"N",NA,NA,3983,2560,64.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,83,49,0,1,0,0,73,23,25,11,1,84,11,23,13
"700",2022,"44A000","SCH","C","Shining Rock Classical Academy","Haywood","Waynesville",28786,"I","CH","0K:09","Regular School","Traditional","Y","440LEA",NA,236,17,7.2,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",2022,"450301","SCH","P","Apple Valley Middle","Henderson","Hendersonville",28792,"M","450LEA","06:08","Regular School","Traditional","N",NA,NA,884,498,56.33,NA,"N","N","Y","Y",0,0.5,0.5,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702",2022,"450316","SCH","P","East Henderson High","Henderson","East Flat Rock",28726,"H","450LEA","09:12","Regular School","Traditional","N",NA,NA,878,719,81.89,NA,"N","N","Y","Y",0,0.5,0.5,0,1,TRUE,22,8,32,13,3,9,0,13,9,18,0,1,1,5,5,1
"703",2022,"450328","SCH","P","Flat Rock Middle","Henderson","East Flat Rock",28726,"M","450LEA","06:08","Regular School","Traditional","N",NA,NA,753,542,71.98,NA,"N","N","Y","Y",0,0.5,0.5,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704",2022,"450334","SCH","P","Hendersonville High","Henderson","Hendersonville",28791,"H","450LEA","09:12","Regular School","Traditional","N",NA,NA,724,477,65.88,NA,"N","N","N","N",0,0.5,0.5,0,1,TRUE,16,0,8,0,0,0,0,12,0,9,0,0,12,0,0,1
"705",2022,"450335","SCH","P","Hendersonville Middle","Henderson","Hendersonville",28791,"M","450LEA","06:08","Regular School","Traditional","N",NA,NA,547,437,79.89,NA,"N","N","Y","Y",0,0.5,0.5,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706",2022,"450341","SCH","P","North Henderson High","Henderson","Hendersonville",28792,"H","450LEA","09:12","Regular School","Traditional","N",NA,NA,1029,756,73.47,NA,"N","N","N","N",0,0.5,0.5,0,1,TRUE,15,4,11,0,0,0,0,19,11,28,0,0,22,0,0,8
"707",2022,"450342","SCH","P","Rugby Middle","Henderson","Hendersonville",28791,"M","450LEA","06:08","Regular School","Traditional","N",NA,NA,778,713,91.65,NA,"N","N","Y","Y",0,0.5,0.5,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",2022,"450343","SCH","P","Henderson County Career Academy","Henderson","Flat Rock",28731,"T","450LEA","06:12","Alternative Educat","Traditional","N",NA,NA,141,102,72.34,NA,"N","N","N","N",0,0.5,0.5,0,1,TRUE,0,0,0,0,0,0,0,0,6,0,0,2,7,0,0,2
"709",2022,"450352","SCH","P","West Henderson High","Henderson","Hendersonville",28791,"H","450LEA","09:12","Regular School","Traditional","N",NA,NA,1059,803,75.83,NA,"N","N","N","N",0,0.5,0.5,0,1,TRUE,8,11,53,0,0,20,0,23,9,14,0,1,28,0,11,4
"710",2022,"450354","SCH","P","Henderson County Early College","Henderson","Flat Rock",28731,"H","450LEA","09:13","Regular School","Traditional","N",NA,NA,201,92,45.77,NA,"N","N","N","N",0,0.5,0.5,0,1,TRUE,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,1
"711",2022,"450LEA","LEA","P","Henderson County Schools","Henderson","Hendersonville",28739,NA,NA,NA,NA,NA,"N",NA,NA,7924,5139,64.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,23,104,17,3,29,0,67,37,69,0,4,72,5,16,17
"712",2022,"45A000","SCH","C","The Mountain Community Sch","Henderson","Hendersonville",28792,"I","CH","0K:08","Regular School","Year Round","N","450LEA",NA,85,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",2022,"45B000","SCH","C","FernLeaf Community Charter School","Henderson","Fletcher",28732,"I","CH","0K:08","Regular School","Traditional","Y","450LEA",NA,174,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714",2022,"460318","SCH","P","Hertford County Middle School","Hertford","Murfreesboro",27855,"M","460LEA","06:08","Regular School","Traditional","Y",NA,NA,566,525,92.76,NA,"N","N","Y","Y",0.714,0.571,0.429,0,0.286,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715",2022,"460320","SCH","P","Hertford County High School","Hertford","Ahoskie",27910,"H","460LEA","09:12","Regular School","Traditional","Y",NA,NA,531,452,85.12,NA,"N","N","Y","Y",0.714,0.571,0.429,0,0.286,FALSE,13,15,0,40,0,0,0,33,45,0,13,2,9,0,0,0
"716",2022,"460322","SCH","P","Hertford County Early College High School","Hertford","Ahoskie",27910,"H","460LEA","09:13","Regular School","Traditional","Y",NA,NA,178,99,55.62,NA,"N","N","N","N",0.714,0.571,0.429,0,0.286,FALSE,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0
"717",2022,"460340","SCH","P","CS Brown High School - STEM Program","Hertford","Winton",27986,"H","460LEA","09:12","Regular School","Traditional","Y",NA,NA,76,63,82.89,NA,"N","N","N","N",0.714,0.571,0.429,0,0.286,FALSE,0,0,0,14,0,0,0,8,0,0,11,0,0,0,0,0
"718",2022,"460LEA","LEA","P","Hertford County Schools","Hertford","Winton",27986,NA,NA,NA,NA,NA,"N",NA,NA,1526,1139,74.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,0,54,0,0,0,42,45,0,24,7,12,0,0,0
"719",2022,"470312","SCH","P","Hoke County High","Hoke","Raeford",28376,"H","470LEA","09:12","Regular School","Traditional","N",NA,NA,1901,1504,79.12,NA,"N","N","N","Y",0.571,0.571,0.429,0.214,0.214,FALSE,10,41,2,6,0,0,0,31,8,35,30,50,3,0,0,22
"720",2022,"470320","SCH","P","West Hoke Middle","Hoke","Raeford",28376,"M","470LEA","06:08","Regular School","Traditional","Y",NA,NA,565,305,53.98,NA,"N","N","Y","N",0.571,0.571,0.429,0.214,0.214,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721",2022,"470332","SCH","P","East Hoke Middle","Hoke","Raeford",28376,"M","470LEA","06:08","Regular School","Traditional","Y",NA,NA,771,390,50.58,NA,"N","N","Y","Y",0.571,0.571,0.429,0.214,0.214,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722",2022,"470342","SCH","P","J W Turlington Alternative","Hoke","Raeford",28376,"T","470LEA","06:12","Alternative Educat","Traditional","N",NA,NA,52,NA,95,TRUE,"N","N","Y","Y",0.571,0.571,0.429,0.214,0.214,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"723",2022,"470442","SCH","P","Sandy Grove Middle School","Hoke","Lumber Bridge",28357,"M","470LEA","06:08","Regular School","Traditional","Y",NA,NA,637,390,61.22,NA,"N","N","Y","Y",0.571,0.571,0.429,0.214,0.214,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",2022,"470443","SCH","P","SandHoke Early College High School","Hoke","Raeford",28376,"H","470LEA","09:13","Regular School","Traditional","N",NA,NA,446,74,16.59,NA,"N","N","N","N",0.571,0.571,0.429,0.214,0.214,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"725",2022,"470LEA","LEA","P","Hoke County Schools","Hoke","Raeford",28376,NA,NA,NA,NA,NA,"N",NA,NA,5046,2732,54.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,41,2,6,0,0,0,31,8,35,31,50,4,0,0,24
"726",2022,"480316","SCH","P","Ocracoke School","Hyde","Ocracoke",27960,"A","480LEA","PK:12","Regular School","Traditional","Y",NA,NA,104,83,79.81,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"727",2022,"480318","SCH","P","Hyde Academy","Hyde","Swan Quarter",27885,"T","480LEA","06:13","Regular School","Traditional","Y",NA,NA,156,132,84.62,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,2,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0
"728",2022,"480LEA","LEA","P","Hyde County Schools","Hyde","Swan Quarter",27885,NA,NA,NA,NA,NA,"N",NA,NA,280,215,76.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,0,0,0,0,2,0,0,2,0,0,0,5,0
"729",2022,"490307","SCH","P","Agriculture and Science Early College","Iredell","Olin",28660,"H","490LEA","09:13","Regular School","Traditional","N",NA,NA,255,81,31.76,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,0,8,0,2,1,0,0,0,2,0,0,3,0,0,2,0
"730",2022,"490308","SCH","P","Woodland Heights Middle School","Iredell","Mooresville",28117,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,578,426,73.7,NA,"N","N","Y","N",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2022,"490310","SCH","P","Career Academy and Technical School","Iredell","Troutman",28166,"T","490LEA","06:12","Regular School","Traditional","N",NA,NA,141,81,57.45,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,0,0,0,0,0,0,0,3,1,0,0,2,8,0,0,3
"732",2022,"490320","SCH","P","Collaborative College for Technology and Leadership","Iredell","Statesville",28677,"H","490LEA","09:13","Regular School","Traditional","N",NA,NA,221,82,37.1,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"733",2022,"490325","SCH","P","Discovery Program at The Springs","Iredell","Statesville",28677,"A","490LEA","PK:12","Exceptional Childr","Traditional","N",NA,NA,22,8,36.36,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",2022,"490327","SCH","P","East Iredell Middle School","Iredell","Statesville",28625,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,413,283,68.52,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",2022,"490333","SCH","P","Iredell-Statesville Schools Virtual Academy","Iredell","Statesville",28677,"A","490LEA","0K:12","Regular School","Traditional","N",NA,NA,125,70,56,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"736",2022,"490335","SCH","P","Lake Norman High School","Iredell","Mooresville",28117,"H","490LEA","09:12","Regular School","Traditional","N",NA,NA,1959,1436,73.3,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,0,35,16,8,0,11,0,19,91,21,12,5,9,0,6,4
"737",2022,"490338","SCH","P","Lakeshore Middle School","Iredell","Mooresville",28117,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,639,513,80.28,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",2022,"490344","SCH","P","The Brawley School","Iredell","Mooresville",28117,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,583,NA,95,TRUE,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",2022,"490346","SCH","P","North Iredell High School","Iredell","Olin",28660,"H","490LEA","09:12","Regular School","Traditional","N",NA,NA,860,705,81.98,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,8,131,8,0,0,0,0,15,4,46,0,2,4,0,8,4
"740",2022,"490347","SCH","P","Oakwood Middle IB School","Iredell","Statesville",28677,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,443,293,66.14,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",2022,"490349","SCH","P","North Iredell Middle School","Iredell","Olin",28660,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,568,445,78.35,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",2022,"490350","SCH","P","Northview Academy","Iredell","Statesville",28677,"A","490LEA","0K:12","Alternative Educat","Traditional","N",NA,NA,99,77,77.78,NA,"N","Y","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"743",2022,"490352","SCH","P","Third Creek Middle School","Iredell","Statesville",28677,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,455,292,64.18,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2022,"490354","SCH","P","Statesville High School","Iredell","Statesville",28677,"H","490LEA","09:12","Regular School","Traditional","N",NA,NA,805,623,77.39,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,1,20,27,51,0,1,0,33,17,48,0,3,2,0,10,4
"745",2022,"490355","SCH","P","Crossroads Arts and Sciences Early College","Iredell","Statesville",28677,"H","490LEA","09:13","Regular School","Traditional","N",NA,NA,265,71,26.79,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,0,0,0,6,0,0,0,0,0,2,0,1,0,0,1,0
"746",2022,"490362","SCH","P","South Iredell High School","Iredell","Statesville",28677,"H","490LEA","09:12","Regular School","Traditional","N",NA,NA,1610,1078,66.96,NA,"N","N","N","N",0.143,0.543,0.457,0,0.857,TRUE,8,31,18,3,0,6,0,21,19,48,8,2,17,0,16,3
"747",2022,"490366","SCH","P","Troutman Middle School","Iredell","Troutman",28166,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,376,314,83.51,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2022,"490380","SCH","P","West Iredell High School","Iredell","Statesville",28625,"H","490LEA","09:12","Regular School","Traditional","N",NA,NA,784,558,71.17,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,0,29,3,0,0,0,0,25,0,21,9,0,6,0,7,10
"749",2022,"490384","SCH","P","West Iredell Middle School","Iredell","Statesville",28677,"M","490LEA","06:08","Regular School","Traditional","N",NA,NA,585,250,42.74,NA,"N","N","Y","Y",0.143,0.543,0.457,0,0.857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",2022,"490LEA","LEA","P","Iredell-Statesville Schools","Iredell","Statesville",28677,NA,NA,NA,NA,NA,"N",NA,NA,13265,8256,62.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,255,72,70,1,18,0,118,138,187,29,18,49,0,50,28
"751",2022,"491303","SCH","P","East Mooresville Intermediate School","Iredell","Mooresville",28115,"E","491LEA","04:06","Regular School","Traditional","Y",NA,NA,426,NA,5,TRUE,"N","N","N","N",0.333,0.556,0.444,0,0.667,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",2022,"491306","SCH","P","Mooresville Intermediate School","Iredell","Mooresville",28115,"E","491LEA","04:06","Regular School","Traditional","Y",NA,NA,427,NA,5,TRUE,"N","N","Y","Y",0.333,0.556,0.444,0,0.667,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",2022,"491308","SCH","P","Mooresville Middle School","Iredell","Mooresville",28115,"M","491LEA","07:08","Regular School","Traditional","N",NA,NA,940,747,79.47,NA,"N","N","Y","Y",0.333,0.556,0.444,0,0.667,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",2022,"491312","SCH","P","Mooresville High School","Iredell","Mooresville",28115,"H","491LEA","09:12","Regular School","Traditional","N",NA,NA,1944,1315,67.64,NA,"N","N","N","Y",0.333,0.556,0.444,0,0.667,TRUE,26,0,15,17,0,0,0,21,21,55,11,0,0,0,35,25
"755",2022,"491325","SCH","P","Mooresville Online Academy","Iredell","Mooresville",28115,"E","491LEA","0K:06","Regular School","Traditional","N",NA,NA,42,NA,5,TRUE,"N","N","N","N",0.333,0.556,0.444,0,0.667,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",2022,"491LEA","LEA","P","Mooresville Graded School District","Iredell","Mooresville",28115,NA,NA,NA,NA,NA,"N",NA,NA,3779,2063,54.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,15,17,0,0,0,21,21,55,11,0,0,0,35,25
"757",2022,"49B000","SCH","C","American Renaissance School","Iredell","Statesville",28677,"I","CH","0K:08","Regular School","Traditional","Y","490LEA",NA,238,NA,5,TRUE,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2022,"49D000","SCH","C","Success Institute Charter School","Iredell","Statesville",28677,"I","CH","0K:08","Regular School","Traditional","Y","490LEA",NA,36,NA,5,TRUE,"N","N","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2022,"49E000","SCH","C","Pine Lake Preparatory, Inc.","Iredell","Mooresville",28115,"A","CH","0K:12","Regular School","Traditional","N","490LEA",NA,1285,277,21.56,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,17,1,0,0,62,0
