"","year","agency_code","agency_level","designation_Type","name","county","city","zip","category_code","lea_code","grade_span","school_type","calendar_type","title_i","residing_district","purple_star","stu_enroll","cte_enroll","pct","masking","csi_lp","csi_lg","tsi_cu","tsi_at","BL7","FEM","MALE","OTHER","WH7","majority_white","AAVC","AGNR","ARCH","BMA","EDUC","FINA","GOVT","HLTH","HOSP","HUMA","INFO","LAW","MANU","MRKT","STEM","TRAN"
"3774",2019,"470332","SCH","P","East Hoke Middle","Hoke","Raeford",28376,"M","470LEA","6:08","Regular School","Traditional","Y",NA,NA,741,410,55.33,NA,"N","N","Y","Y",0.429,0.714,0.286,0.071,0.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775",2019,"470342","SCH","P","J W Turlington School","Hoke","Raeford",28376,"T","470LEA","6:12","Alternative School","Traditional","N",NA,NA,119,74,62.18,NA,"N","N","Y","Y",0.429,0.714,0.286,0.071,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3776",2019,"470442","SCH","P","Sandy Grove Middle","Hoke","Lumber Bridge",28357,"M","470LEA","6:08","Regular School","Traditional","Y",NA,NA,748,452,60.43,NA,"N","N","Y","Y",0.429,0.714,0.286,0.071,0.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3777",2019,"470443","SCH","P","SandHoke Early College High","Hoke","Raeford",28376,"H","470LEA","9:13","Regular School","Traditional","N",NA,NA,394,36,9.14,NA,"N","N","N","N",0.429,0.714,0.286,0.071,0.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3778",2019,"470LEA","LEA","P","Hoke County Schools","Hoke","Raeford",28376,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3779",2019,"480316","SCH","P","Ocracoke School","Hyde","Ocracoke",27960,"A","480LEA","P3:12","Regular School","Traditional","Y",NA,NA,96,58,60.42,NA,"N","N","N","N",0,0.667,0.333,0,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3780",2019,"480318","SCH","P","Mattamuskeet Early College High","Hyde","Swan Quarter",27885,"T","480LEA","6:13","Regular School","Traditional","Y",NA,NA,196,151,77.04,NA,"N","N","Y","Y",0,0.667,0.333,0,1,TRUE,0,8,0,0,0,0,0,1,1,0,0,0,2,0,1,0
"3781",2019,"480LEA","LEA","P","Hyde County Schools","Hyde","Swan Quarter",27885,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3782",2019,"490307","SCH","P","Agriculture and Science Early College","Iredell","Olin",28660,"H","490LEA","9:13","Regular School","Traditional","N",NA,NA,143,37,25.87,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3783",2019,"490308","SCH","P","Brawley Middle","Iredell","Mooresville",28117,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,731,523,71.55,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3784",2019,"490310","SCH","P","Career Academy and Technical School","Iredell","Troutman",28166,"A","490LEA","KG:12","Regular School","Traditional","N",NA,NA,174,50,28.74,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,0,4,1,0,0,0,0,2,3,2,0,2,2,0,0,0
"3785",2019,"490320","SCH","P","Collaborative College for Technology","Iredell","Statesville",28677,"H","490LEA","9:13","Regular School","Traditional","N",NA,NA,215,111,51.63,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"3786",2019,"490327","SCH","P","East Iredell Middle","Iredell","Statesville",28625,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,489,288,58.9,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3787",2019,"490335","SCH","P","Lake Norman High","Iredell","Mooresville",28117,"H","490LEA","9:12","Regular School","Traditional","N",NA,NA,1935,1209,62.48,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,10,30,9,21,0,2,0,27,26,4,23,9,4,1,13,7
"3788",2019,"490338","SCH","P","Lakeshore Middle","Iredell","Mooresville",28117,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,630,421,66.83,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789",2019,"490344","SCH","P","Mount Mourne School","Iredell","Mooresville",28115,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,448,430,95.98,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790",2019,"490346","SCH","P","North Iredell High","Iredell","Olin",28660,"H","490LEA","9:12","Regular School","Traditional","N",NA,NA,863,644,74.62,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,8,116,6,1,0,0,0,29,16,7,11,4,6,0,4,0
"3791",2019,"490347","SCH","P","Northview School","Iredell","Statesville",28677,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,442,439,99.32,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792",2019,"490349","SCH","P","North Iredell Middle","Iredell","Olin",28660,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,611,473,77.41,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3793",2019,"490350","SCH","P","Pressly School","Iredell","Statesville",28677,"A","490LEA","KG:12","Alternative School","Traditional","N",NA,NA,206,68,33.01,NA,"N","Y","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,0,11,2,1,0,0,0,0,4,1,2,0,0,0,0,2
"3794",2019,"490352","SCH","P","Statesville Middle","Iredell","Statesville",28677,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,353,306,86.69,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3795",2019,"490354","SCH","P","Statesville High","Iredell","Statesville",28677,"H","490LEA","9:12","Regular School","Traditional","N",NA,NA,883,565,63.99,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,4,40,7,13,0,1,0,25,26,9,21,1,0,3,2,1
"3796",2019,"490355","SCH","P","Crossroads Arts Sciences Early College","Iredell","Statesville",28677,"H","490LEA","9:13","Regular School","Traditional","N",NA,NA,245,79,32.24,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
"3797",2019,"490362","SCH","P","South Iredell High","Iredell","Statesville",28677,"H","490LEA","9:12","Regular School","Traditional","N",NA,NA,1482,863,58.23,NA,"N","N","N","N",0.083,0.528,0.472,0,0.917,TRUE,8,28,0,16,0,2,0,36,26,2,13,0,3,0,1,17
"3798",2019,"490366","SCH","P","Troutman Middle","Iredell","Troutman",28166,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,401,281,70.07,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799",2019,"490380","SCH","P","West Iredell High","Iredell","Statesville",28677,"H","490LEA","9:12","Regular School","Traditional","N",NA,NA,780,588,75.38,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,5,52,8,1,0,0,0,27,26,2,11,0,4,0,7,0
"3800",2019,"490384","SCH","P","West Iredell Middle","Iredell","Statesville",28677,"M","490LEA","6:08","Regular School","Traditional","N",NA,NA,675,272,40.3,NA,"N","N","Y","Y",0.083,0.528,0.472,0,0.917,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3801",2019,"490LEA","LEA","P","Iredell-Statesville Schools","Iredell","Statesville",28677,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3802",2019,"491303","SCH","P","East Mooresville Intermediate","Iredell","Mooresville",28115,"E","491LEA","4:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.5,0.625,0.375,0,0.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803",2019,"491306","SCH","P","Mooresville Intermediate","Iredell","Mooresville",28115,"E","491LEA","4:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,"N","N","Y","N",0.5,0.625,0.375,0,0.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804",2019,"491308","SCH","P","Mooresville Middle","Iredell","Mooresville",28115,"M","491LEA","7:08","Regular School","Traditional","N",NA,NA,1006,788,78.33,NA,"N","N","Y","Y",0.5,0.625,0.375,0,0.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805",2019,"491312","SCH","P","Mooresville High School","Iredell","Mooresville",28115,"H","491LEA","9:12","Regular School","Traditional","N",NA,NA,1859,1319,70.95,NA,"N","N","N","Y",0.5,0.625,0.375,0,0.5,FALSE,0,23,22,8,0,1,0,65,20,12,8,0,0,0,6,22
"3806",2019,"491LEA","LEA","P","Mooresville Graded School District","Iredell","Mooresville",28115,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3807",2019,"49B000","SCH","C","American Renaissance School","Iredell","Statesville",28677,"I","CH","KG:08","Regular School","Traditional","Y","490LEA",NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3808",2019,"49D000","SCH","C","Success Institute Charter","Iredell","Statesville",28677,"I","CH","KG:08","Regular School","Traditional","Y","490LEA",NA,NA,NA,NA,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3809",2019,"49F000","SCH","C","Langtree Charter Academy","Iredell","Mooresville",28117,"A","CH","KG:12","Regular School","Traditional","Y","490LEA",NA,769,18,2.34,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3810",2019,"49G000","SCH","C","Iredell Charter Academy","Iredell","Troutman",28166,"I","CH","KG:08","Regular School","Traditional","Y","490LEA",NA,204,17,8.33,NA,"N","N","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3811",2019,"500302","SCH","P","Blue Ridge Early College","Jackson","Cashiers",28717,"T","500LEA","7:13","Regular School","Traditional","N",NA,NA,161,80,49.69,NA,"N","N","N","Y",0,0.889,0.111,0,1,TRUE,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"3812",2019,"500304","SCH","P","Cullowhee Valley School","Jackson","Cullowhee",28723,"I","500LEA","KG:08","Regular School","Traditional","Y",NA,NA,190,107,56.32,NA,"N","N","Y","Y",0,0.889,0.111,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3813",2019,"500314","SCH","P","Fairview Elementary","Jackson","Sylva",28779,"I","500LEA","PK:08","Regular School","Traditional","Y",NA,NA,272,184,67.65,NA,"N","N","Y","Y",0,0.889,0.111,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3814",2019,"500316","SCH","P","Blue Ridge School","Jackson","Cashiers",28717,"E","500LEA","PK:06","Regular School","Traditional","Y",NA,NA,NA,NA,NA,NA,"N","N","N","N",0,0.889,0.111,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815",2019,"500323","SCH","P","Jackson Co Early College","Jackson","Sylva",28779,"H","500LEA","9:13","Regular School","Traditional","N",NA,NA,130,49,37.69,NA,"N","N","N","N",0,0.889,0.111,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3816",2019,"500324","SCH","P","Jackson Co Sch of Alternatives","Jackson","Sylva",28779,"A","500LEA","KG:12","Alternative School","Traditional","N",NA,NA,108,63,58.33,NA,"N","Y","Y","Y",0,0.889,0.111,0,1,TRUE,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,1
"3817",2019,"500332","SCH","P","Scotts Creek Elementary","Jackson","Sylva",28779,"I","500LEA","KG:08","Regular School","Traditional","Y",NA,NA,136,136,100,NA,"N","N","Y","Y",0,0.889,0.111,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818",2019,"500337","SCH","P","Smokey Mountain Elementary","Jackson","Whittier",28789,"I","500LEA","PK:08","Regular School","Traditional","Y",NA,NA,113,106,93.81,NA,"N","N","Y","Y",0,0.889,0.111,0,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819",2019,"500340","SCH","P","Smoky Mountain High School","Jackson","Sylva",28779,"H","500LEA","9:12","Regular School","Traditional","N",NA,NA,849,521,61.37,NA,"N","N","N","N",0,0.889,0.111,0,1,TRUE,13,5,13,1,2,0,0,20,6,10,9,2,1,1,8,1
"3820",2019,"500LEA","LEA","P","Jackson County Public Schools","Jackson","Sylva",28779,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3821",2019,"50A000","SCH","C","Summit Charter","Jackson","Cashiers",28717,"I","CH","KG:09","Regular School","Traditional","N","500LEA",NA,NA,NA,NA,NA,"N","N","N","Y",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3822",2019,"50Z000","SCH","C","Catamount School","Jackson","Sylva",28779,"M","CH","6:08","Regular School","Traditional","Y","500LEA",NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823",2019,"510310","SCH","P","Benson Middle","Johnston","Benson",27504,"M","510LEA","5:08","Regular School","Traditional","Y",NA,NA,398,273,68.59,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3824",2019,"510324","SCH","P","Clayton High","Johnston","Clayton",27520,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,1954,1421,72.72,NA,"N","N","N","Y",0.178,0.578,0.4,0.022,0.8,TRUE,26,53,37,29,12,0,0,35,5,0,32,2,9,6,6,3
"3825",2019,"510325","SCH","P","Johnston County Schools Career Technical","Johnston","Smithfield",27577,"H","510LEA","9:13","CTE School","Modified","N",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,1,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0
"3826",2019,"510327","SCH","P","Cleveland High","Johnston","Clayton",27520,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,1757,1197,68.13,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,27,51,3,44,0,0,0,55,8,0,38,1,2,30,24,0
"3827",2019,"510328","SCH","P","Cleveland Elementary","Johnston","Clayton",27520,"E","510LEA","P0:05","Regular School","Traditional","N",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3828",2019,"510329","SCH","P","Cleveland Middle","Johnston","Garner",27529,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,991,692,69.83,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3829",2019,"510333","SCH","P","Corinth Holders High","Johnston","Wendell",27591,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,1980,1497,75.61,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,31,104,19,37,0,0,0,73,45,3,25,6,7,38,1,28
"3830",2019,"510342","SCH","P","Four Oaks Middle","Johnston","Four Oaks",27524,"M","510LEA","6:08","Regular School","Traditional","Y",NA,NA,524,441,84.16,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3831",2019,"510344","SCH","P","North Johnston Middle","Johnston","Micro",27555,"M","510LEA","6:08","Regular School","Traditional","Y",NA,NA,667,460,68.97,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3832",2019,"510359","SCH","P","McGee's Crossroads Middle","Johnston","Benson",27504,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,736,693,94.16,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3833",2019,"510360","SCH","P","Meadow School","Johnston","Benson",27504,"I","510LEA","P0:08","Regular School","Traditional","Y",NA,NA,232,183,78.88,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3834",2019,"510364","SCH","P","Archer Lodge Middle","Johnston","Wendell",27591,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,1222,936,76.6,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3835",2019,"510367","SCH","P","Johnston Co Early College Academy","Johnston","Smithfield",27577,"H","510LEA","9:13","Regular School","Modified","N",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
"3836",2019,"510368","SCH","P","North Johnston High","Johnston","Kenly",27542,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,764,544,71.2,NA,"N","N","N","Y",0.178,0.578,0.4,0.022,0.8,TRUE,0,68,1,8,0,0,0,8,2,16,4,0,18,8,0,1
"3837",2019,"510376","SCH","P","Princeton High","Johnston","Princeton",27569,"T","510LEA","6:12","Regular School","Traditional","N",NA,NA,1012,836,82.61,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,0,61,0,6,0,0,0,6,26,7,19,1,0,0,0,16
"3838",2019,"510379","SCH","P","Riverwood Middle","Johnston","Clayton",27527,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,1296,952,73.46,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3839",2019,"510382","SCH","P","The Innovation Academy at South Campus","Johnston","Smithfield",27577,"M","510LEA","6:07","Regular School","Traditional","N",NA,NA,NA,NA,NA,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3840",2019,"510390","SCH","P","Selma Middle School","Johnston","Selma",27576,"M","510LEA","5:08","Regular School","Traditional","Y",NA,NA,411,272,66.18,NA,"Y","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3841",2019,"510397","SCH","P","Smithfield Middle","Johnston","Smithfield",27577,"M","510LEA","6:08","Regular School","Traditional","Y",NA,NA,642,539,83.96,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3842",2019,"510399","SCH","P","Smithfield-Selma High","Johnston","Smithfield",27577,"H","510LEA","9:12","Regular School","Traditional","Y",NA,NA,1285,816,63.5,NA,"N","N","N","N",0.178,0.578,0.4,0.022,0.8,TRUE,6,20,7,11,0,1,0,7,44,0,4,2,15,1,12,4
"3843",2019,"510402","SCH","P","South Johnston High","Johnston","Four Oaks",27524,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,1241,826,66.56,NA,"N","N","Y","N",0.178,0.578,0.4,0.022,0.8,TRUE,5,64,19,3,0,1,0,65,5,1,15,0,4,0,0,1
"3844",2019,"510406","SCH","P","West Johnston High","Johnston","Benson",27504,"H","510LEA","9:12","Regular School","Traditional","N",NA,NA,1384,1050,75.87,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,9,74,42,29,0,3,0,47,31,0,24,2,0,12,0,4
"3845",2019,"510411","SCH","P","Swift Creek Middle","Johnston","Clayton",27520,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,681,458,67.25,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3846",2019,"510412","SCH","P","Clayton Middle","Johnston","Clayton",27520,"M","510LEA","6:08","Regular School","Traditional","N",NA,NA,582,511,87.8,NA,"N","N","Y","Y",0.178,0.578,0.4,0.022,0.8,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3847",2019,"510LEA","LEA","P","Johnston County Public Schools","Johnston","Smithfield",27577,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3848",2019,"51A000","SCH","C","Neuse Charter School","Johnston","Smithfield",27577,"A","CH","KG:12","Regular School","Traditional","Y","510LEA",NA,465,10,2.15,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"3849",2019,"51B000","SCH","C","Johnston Charter Academy","Johnston","Clayton",27520,"I","CH","KG:07","Regular School","Traditional","Y","510LEA",NA,NA,NA,NA,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3850",2019,"520320","SCH","P","Jones Senior High","Jones","Trenton",28585,"H","520LEA","9:12","Regular School","Traditional","N",NA,NA,298,257,86.24,NA,"N","N","N","N",0.167,0.333,0.667,0,0.833,TRUE,0,22,7,10,0,2,0,11,6,0,0,0,1,0,0,6
"3851",2019,"520324","SCH","P","Jones Middle","Jones","Trenton",28585,"M","520LEA","7:08","Regular School","Traditional","Y",NA,NA,148,137,92.57,NA,"N","N","Y","Y",0.167,0.333,0.667,0,0.833,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3852",2019,"520LEA","LEA","P","Jones County Schools","Jones","Trenton",28585,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3853",2019,"530306","SCH","P","Bragg Street Academy","Lee","Sanford",27330,"T","530LEA","6:12","Alternative School","Traditional","N",NA,NA,94,48,51.06,NA,"N","Y","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"3854",2019,"530314","SCH","P","East Lee Middle","Lee","Sanford",27330,"M","530LEA","6:08","Regular School","Traditional","N",NA,NA,648,414,63.89,NA,"N","N","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3855",2019,"530316","SCH","P","Floyd L Knight Children Center","Lee","Sanford",27330,"A","530LEA","P2:12","EC School","Traditional","N",NA,NA,NA,NA,NA,NA,"N","N","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3856",2019,"530335","SCH","P","Lee Early College","Lee","Sanford",27330,"H","530LEA","9:13","Regular School","Traditional","N",NA,NA,300,43,14.33,NA,"N","N","N","N",0.313,0.75,0.188,0.063,0.625,TRUE,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1
"3857",2019,"530336","SCH","P","Lee County High","Lee","Sanford",27330,"H","530LEA","9:12","Regular School","Traditional","N",NA,NA,1446,1148,79.39,NA,"N","N","N","Y",0.313,0.75,0.188,0.063,0.625,TRUE,41,22,23,31,2,22,0,10,38,9,31,1,35,6,11,15
"3858",2019,"530341","SCH","P","SanLee Middle School","Lee","Sanford",27332,"M","530LEA","6:08","Regular School","Traditional","N",NA,NA,959,860,89.68,NA,"N","N","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3859",2019,"530343","SCH","P","Southern Lee High School","Lee","Sanford",27332,"H","530LEA","9:12","Regular School","Traditional","N",NA,NA,1144,893,78.06,NA,"N","N","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,10,7,22,17,4,13,0,24,18,0,5,2,9,0,5,0
"3860",2019,"530356","SCH","P","West Lee Middle","Lee","Sanford",27330,"M","530LEA","6:08","Regular School","Traditional","N",NA,NA,674,475,70.47,NA,"N","N","Y","Y",0.313,0.75,0.188,0.063,0.625,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3861",2019,"530LEA","LEA","P","Lee County Schools","Lee","Sanford",27330,NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3862",2019,"53B000","SCH","C","Ascend Leadership Academy: Lee County","Lee","Sanford",27332,"M","CH","6:07","Regular School","Traditional","Y","530LEA",NA,161,161,100,NA,"N","N","N","N",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
