year,agency_code,career_cluster,num_concentrators
2018,440326,ARCH,7
2018,440326,AAVC,0
2018,440326,BMA,0
2018,440326,EDUC,0
2018,440326,FINA,0
2018,440326,HLTH,1
2018,440326,HOSP,3
2018,440326,HUMA,0
2018,440326,INFO,0
2018,440326,LAW,0
2018,440326,MANU,2
2018,440326,MRKT,0
2018,440326,STEM,0
2018,440326,TRAN,0
2018,440378,AGNR,42
2018,440378,ARCH,25
2018,440378,AAVC,16
2018,440378,BMA,5
2018,440378,EDUC,0
2018,440378,FINA,0
2018,440378,HLTH,28
2018,440378,HOSP,14
2018,440378,HUMA,0
2018,440378,INFO,46
2018,440378,LAW,0
2018,440378,MANU,63
2018,440378,MRKT,4
2018,440378,STEM,15
2018,440378,TRAN,20
2018,440390,AGNR,34
2018,440390,ARCH,43
2018,440390,AAVC,6
2018,440390,BMA,10
2018,440390,EDUC,0
2018,440390,FINA,0
2018,440390,HLTH,42
2018,440390,HOSP,4
2018,440390,HUMA,0
2018,440390,INFO,25
2018,440390,LAW,2
2018,440390,MANU,18
2018,440390,MRKT,1
2018,440390,STEM,5
2018,440390,TRAN,11
2018,450316,AGNR,7
2018,450316,ARCH,25
2018,450316,AAVC,6
2018,450316,BMA,8
2018,450316,EDUC,0
2018,450316,FINA,0
2018,450316,HLTH,20
2018,450316,HOSP,16
2018,450316,HUMA,0
2018,450316,INFO,8
2018,450316,LAW,0
2018,450316,MANU,1
2018,450316,MRKT,10
2018,450316,STEM,17
2018,450316,TRAN,4
2018,450334,AGNR,4
2018,450334,ARCH,3
2018,450334,AAVC,6
2018,450334,BMA,1
2018,450334,EDUC,0
2018,450334,FINA,1
2018,450334,HLTH,11
2018,450334,HOSP,5
2018,450334,HUMA,0
2018,450334,INFO,1
2018,450334,LAW,0
2018,450334,MANU,3
2018,450334,MRKT,1
2018,450334,STEM,0
2018,450334,TRAN,0
2018,450341,AGNR,28
2018,450341,ARCH,21
2018,450341,AAVC,0
2018,450341,BMA,7
2018,450341,EDUC,0
2018,450341,FINA,0
2018,450341,HLTH,15
2018,450341,HOSP,15
2018,450341,HUMA,0
2018,450341,INFO,8
2018,450341,LAW,0
2018,450341,MANU,1
2018,450341,MRKT,4
2018,450341,STEM,2
2018,450341,TRAN,8
2018,450343,AGNR,6
2018,450343,ARCH,7
2018,450343,AAVC,0
2018,450343,BMA,3
2018,450343,EDUC,0
2018,450343,FINA,1
2018,450343,HLTH,1
2018,450343,HOSP,10
2018,450343,HUMA,3
2018,450343,INFO,1
2018,450343,LAW,9
2018,450343,MANU,8
2018,450343,MRKT,0
2018,450343,STEM,1
2018,450343,TRAN,4
2018,450352,AGNR,43
2018,450352,ARCH,32
2018,450352,AAVC,0
2018,450352,BMA,14
2018,450352,EDUC,0
2018,450352,FINA,5
2018,450352,HLTH,17
2018,450352,HOSP,37
2018,450352,HUMA,7
2018,450352,INFO,22
2018,450352,LAW,7
2018,450352,MANU,6
2018,450352,MRKT,1
2018,450352,STEM,8
2018,450352,TRAN,6
2018,460320,AGNR,18
2018,460320,ARCH,0
2018,460320,AAVC,0
2018,460320,BMA,7
2018,460320,EDUC,0
2018,460320,FINA,0
2018,460320,HLTH,18
2018,460320,HOSP,21
2018,460320,HUMA,0
2018,460320,INFO,12
2018,460320,LAW,9
2018,460320,MANU,18
2018,460320,MRKT,4
2018,460320,STEM,0
2018,460320,TRAN,7
2018,460322,AGNR,0
2018,460322,ARCH,0
2018,460322,AAVC,0
2018,460322,BMA,5
2018,460322,EDUC,0
2018,460322,FINA,0
2018,460322,HLTH,0
2018,460322,HOSP,0
2018,460322,HUMA,0
2018,460322,INFO,0
2018,460322,LAW,5
2018,460322,MANU,0
2018,460322,MRKT,0
2018,460322,STEM,0
2018,460322,TRAN,0
2018,460340,AGNR,0
2018,460340,ARCH,0
2018,460340,AAVC,10
2018,460340,BMA,10
2018,460340,EDUC,0
2018,460340,FINA,0
2018,460340,HLTH,9
2018,460340,HOSP,0
2018,460340,HUMA,0
2018,460340,INFO,0
2018,460340,LAW,0
2018,460340,MANU,0
2018,460340,MRKT,9
2018,460340,STEM,0
2018,460340,TRAN,0
2018,470312,AGNR,19
2018,470312,ARCH,10
2018,470312,AAVC,3
2018,470312,BMA,17
2018,470312,EDUC,0
2018,470312,FINA,1
2018,470312,HLTH,42
2018,470312,HOSP,20
2018,470312,HUMA,30
2018,470312,INFO,20
2018,470312,LAW,4
2018,470312,MANU,9
2018,470312,MRKT,8
2018,470312,STEM,5
2018,470312,TRAN,8
2018,480316,AGNR,0
2018,480316,ARCH,0
2018,480316,AAVC,0
2018,480316,BMA,1
2018,480316,EDUC,0
2018,480316,FINA,0
2018,480316,HLTH,0
2018,480316,HOSP,0
2018,480316,HUMA,0
2018,480316,INFO,0
2018,480316,LAW,0
2018,480316,MANU,4
2018,480316,MRKT,1
2018,480316,STEM,0
2018,480316,TRAN,0
2018,480318,AGNR,5
2018,480318,ARCH,0
2018,480318,AAVC,0
2018,480318,BMA,0
2018,480318,EDUC,0
2018,480318,FINA,0
2018,480318,HLTH,0
2018,480318,HOSP,1
2018,480318,HUMA,0
2018,480318,INFO,0
2018,480318,LAW,0
2018,480318,MANU,0
2018,480318,MRKT,0
2018,480318,STEM,0
2018,480318,TRAN,0
2018,490310,AGNR,2
2018,490310,ARCH,0
2018,490310,AAVC,0
2018,490310,BMA,2
2018,490310,EDUC,0
2018,490310,FINA,0
2018,490310,HLTH,1
2018,490310,HOSP,2
2018,490310,HUMA,2
2018,490310,INFO,0
2018,490310,LAW,0
2018,490310,MANU,0
2018,490310,MRKT,0
2018,490310,STEM,0
2018,490310,TRAN,0
2018,490320,AGNR,0
2018,490320,ARCH,0
2018,490320,AAVC,0
2018,490320,BMA,0
2018,490320,EDUC,0
2018,490320,FINA,0
2018,490320,HLTH,0
2018,490320,HOSP,0
2018,490320,HUMA,0
2018,490320,INFO,0
2018,490320,LAW,1
2018,490320,MANU,0
2018,490320,MRKT,0
2018,490320,STEM,0
2018,490320,TRAN,0
2018,490335,AGNR,33
2018,490335,ARCH,9
2018,490335,AAVC,26
2018,490335,BMA,12
2018,490335,EDUC,0
2018,490335,FINA,9
2018,490335,HLTH,26
2018,490335,HOSP,18
2018,490335,HUMA,3
2018,490335,INFO,17
2018,490335,LAW,3
2018,490335,MANU,5
2018,490335,MRKT,2
2018,490335,STEM,15
2018,490335,TRAN,9
2018,490346,AGNR,106
2018,490346,ARCH,11
2018,490346,AAVC,7
2018,490346,BMA,0
2018,490346,EDUC,0
2018,490346,FINA,0
2018,490346,HLTH,17
2018,490346,HOSP,23
2018,490346,HUMA,1
2018,490346,INFO,7
2018,490346,LAW,1
2018,490346,MANU,6
2018,490346,MRKT,0
2018,490346,STEM,11
2018,490346,TRAN,0
2018,490354,AGNR,19
2018,490354,ARCH,9
2018,490354,AAVC,6
2018,490354,BMA,10
2018,490354,EDUC,0
2018,490354,FINA,4
2018,490354,HLTH,22
2018,490354,HOSP,30
2018,490354,HUMA,6
2018,490354,INFO,21
2018,490354,LAW,3
2018,490354,MANU,1
2018,490354,MRKT,1
2018,490354,STEM,12
2018,490354,TRAN,9
2018,490355,AGNR,0
2018,490355,ARCH,0
2018,490355,AAVC,0
2018,490355,BMA,1
2018,490355,EDUC,0
2018,490355,FINA,0
2018,490355,HLTH,0
2018,490355,HOSP,0
2018,490355,HUMA,0
2018,490355,INFO,0
2018,490355,LAW,0
2018,490355,MANU,0
2018,490355,MRKT,0
2018,490355,STEM,0
2018,490355,TRAN,0
2018,490362,AGNR,73
2018,490362,ARCH,1
2018,490362,AAVC,5
2018,490362,BMA,14
2018,490362,EDUC,0
2018,490362,FINA,8
2018,490362,HLTH,14
2018,490362,HOSP,37
2018,490362,HUMA,1
2018,490362,INFO,7
2018,490362,LAW,0
2018,490362,MANU,3
2018,490362,MRKT,0
2018,490362,STEM,0
2018,490362,TRAN,7
2018,490380,AGNR,82
2018,490380,ARCH,6
2018,490380,AAVC,4
2018,490380,BMA,2
2018,490380,EDUC,0
2018,490380,FINA,0
2018,490380,HLTH,18
2018,490380,HOSP,20
2018,490380,HUMA,1
2018,490380,INFO,8
2018,490380,LAW,4
2018,490380,MANU,2
2018,490380,MRKT,0
2018,490380,STEM,6
2018,490380,TRAN,5
2018,491312,AGNR,20
2018,491312,ARCH,35
2018,491312,AAVC,12
2018,491312,BMA,1
2018,491312,EDUC,0
2018,491312,FINA,0
2018,491312,HLTH,80
2018,491312,HOSP,8
2018,491312,HUMA,25
2018,491312,INFO,20
2018,491312,LAW,1
2018,491312,MANU,1
2018,491312,MRKT,0
2018,491312,STEM,6
2018,491312,TRAN,9
2018,500302,AGNR,3
2018,500302,ARCH,0
2018,500302,AAVC,0
2018,500302,BMA,0
2018,500302,EDUC,0
2018,500302,FINA,0
2018,500302,HLTH,1
2018,500302,HOSP,0
2018,500302,HUMA,1
2018,500302,INFO,0
2018,500302,LAW,0
2018,500302,MANU,0
2018,500302,MRKT,0
2018,500302,STEM,0
2018,500302,TRAN,0
2018,500323,AGNR,0
2018,500323,ARCH,0
2018,500323,AAVC,0
2018,500323,BMA,0
2018,500323,EDUC,0
2018,500323,FINA,0
2018,500323,HLTH,0
2018,500323,HOSP,0
2018,500323,HUMA,1
2018,500323,INFO,1
2018,500323,LAW,1
2018,500323,MANU,1
2018,500323,MRKT,0
2018,500323,STEM,0
2018,500323,TRAN,0
2018,500324,AGNR,8
2018,500324,ARCH,4
2018,500324,AAVC,0
2018,500324,BMA,0
2018,500324,EDUC,0
2018,500324,FINA,0
2018,500324,HLTH,0
2018,500324,HOSP,1
2018,500324,HUMA,1
2018,500324,INFO,0
2018,500324,LAW,0
2018,500324,MANU,0
2018,500324,MRKT,0
2018,500324,STEM,1
2018,500324,TRAN,0
2018,500340,AGNR,20
2018,500340,ARCH,20
2018,500340,AAVC,6
2018,500340,BMA,0
2018,500340,EDUC,0
2018,500340,FINA,0
2018,500340,HLTH,25
2018,500340,HOSP,12
2018,500340,HUMA,5
2018,500340,INFO,1
2018,500340,LAW,1
2018,500340,MANU,3
2018,500340,MRKT,1
2018,500340,STEM,10
2018,500340,TRAN,0
2018,510324,AGNR,52
2018,510324,ARCH,33
2018,510324,AAVC,18
2018,510324,BMA,24
2018,510324,EDUC,0
2018,510324,FINA,9
2018,510324,HLTH,39
2018,510324,HOSP,7
2018,510324,HUMA,0
2018,510324,INFO,16
2018,510324,LAW,1
2018,510324,MANU,12
2018,510324,MRKT,21
2018,510324,STEM,19
2018,510324,TRAN,2
2018,510327,AGNR,55
2018,510327,ARCH,1
2018,510327,AAVC,25
2018,510327,BMA,22
2018,510327,EDUC,0
2018,510327,FINA,6
2018,510327,HLTH,40
2018,510327,HOSP,5
2018,510327,HUMA,11
2018,510327,INFO,13
2018,510327,LAW,1
2018,510327,MANU,0
2018,510327,MRKT,14
2018,510327,STEM,19
2018,510327,TRAN,1
2018,510333,AGNR,93
2018,510333,ARCH,12
2018,510333,AAVC,16
2018,510333,BMA,21
2018,510333,EDUC,0
2018,510333,FINA,0
2018,510333,HLTH,52
2018,510333,HOSP,21
2018,510333,HUMA,9
2018,510333,INFO,13
2018,510333,LAW,1
2018,510333,MANU,3
2018,510333,MRKT,7
2018,510333,STEM,0
2018,510333,TRAN,19
2018,510357,AGNR,8
2018,510357,ARCH,0
2018,510357,AAVC,1
2018,510357,BMA,2
2018,510357,EDUC,0
2018,510357,FINA,0
2018,510357,HLTH,0
2018,510357,HOSP,0
2018,510357,HUMA,1
2018,510357,INFO,1
2018,510357,LAW,1
2018,510357,MANU,1
2018,510357,MRKT,0
2018,510357,STEM,1
2018,510357,TRAN,0
2018,510367,AGNR,0
2018,510367,ARCH,0
2018,510367,AAVC,0
2018,510367,BMA,0
2018,510367,EDUC,0
2018,510367,FINA,0
2018,510367,HLTH,0
2018,510367,HOSP,0
2018,510367,HUMA,0
2018,510367,INFO,1
2018,510367,LAW,0
2018,510367,MANU,0
2018,510367,MRKT,0
2018,510367,STEM,0
2018,510367,TRAN,0
2018,510368,AGNR,69
2018,510368,ARCH,2
2018,510368,AAVC,0
2018,510368,BMA,8
2018,510368,EDUC,0
2018,510368,FINA,0
2018,510368,HLTH,22
2018,510368,HOSP,4
2018,510368,HUMA,13
2018,510368,INFO,0
2018,510368,LAW,3
2018,510368,MANU,19
2018,510368,MRKT,9
2018,510368,STEM,0
2018,510368,TRAN,6
2018,510376,AGNR,54
2018,510376,ARCH,0
2018,510376,AAVC,1
2018,510376,BMA,17
2018,510376,EDUC,0
2018,510376,FINA,1
2018,510376,HLTH,19
2018,510376,HOSP,14
2018,510376,HUMA,1
2018,510376,INFO,16
2018,510376,LAW,1
2018,510376,MANU,1
2018,510376,MRKT,0
2018,510376,STEM,0
2018,510376,TRAN,8
2018,510399,AGNR,9
2018,510399,ARCH,2
2018,510399,AAVC,9
2018,510399,BMA,10
2018,510399,EDUC,0
2018,510399,FINA,9
2018,510399,HLTH,7
2018,510399,HOSP,18
2018,510399,HUMA,0
2018,510399,INFO,3
2018,510399,LAW,4
2018,510399,MANU,0
2018,510399,MRKT,1
2018,510399,STEM,10
2018,510399,TRAN,6
2018,510402,AGNR,77
2018,510402,ARCH,5
2018,510402,AAVC,1
2018,510402,BMA,4
2018,510402,EDUC,0
2018,510402,FINA,0
2018,510402,HLTH,62
2018,510402,HOSP,6
2018,510402,HUMA,0
2018,510402,INFO,5
2018,510402,LAW,11
2018,510402,MANU,5
2018,510402,MRKT,0
2018,510402,STEM,0
2018,510402,TRAN,4
2018,510406,AGNR,61
2018,510406,ARCH,53
2018,510406,AAVC,14
2018,510406,BMA,17
2018,510406,EDUC,0
2018,510406,FINA,3
2018,510406,HLTH,30
2018,510406,HOSP,21
2018,510406,HUMA,1
2018,510406,INFO,20
2018,510406,LAW,2
2018,510406,MANU,0
2018,510406,MRKT,10
2018,510406,STEM,1
2018,510406,TRAN,5
2018,520320,AGNR,31
2018,520320,ARCH,15
2018,520320,AAVC,0
2018,520320,BMA,7
2018,520320,EDUC,0
2018,520320,FINA,0
2018,520320,HLTH,6
2018,520320,HOSP,5
2018,520320,HUMA,3
2018,520320,INFO,0
2018,520320,LAW,1
2018,520320,MANU,2
2018,520320,MRKT,0
2018,520320,STEM,0
2018,520320,TRAN,8
2018,530306,AGNR,1
2018,530306,ARCH,0
2018,530306,AAVC,0
2018,530306,BMA,0
2018,530306,EDUC,0
2018,530306,FINA,0
2018,530306,HLTH,0
2018,530306,HOSP,0
2018,530306,HUMA,0
2018,530306,INFO,0
2018,530306,LAW,0
2018,530306,MANU,0
2018,530306,MRKT,0
2018,530306,STEM,0
2018,530306,TRAN,0
2018,530335,AGNR,0
2018,530335,ARCH,1
2018,530335,AAVC,0
2018,530335,BMA,0
2018,530335,EDUC,0
2018,530335,FINA,0
2018,530335,HLTH,0
2018,530335,HOSP,0
2018,530335,HUMA,0
2018,530335,INFO,0
2018,530335,LAW,0
2018,530335,MANU,2
2018,530335,MRKT,0
2018,530335,STEM,0
2018,530335,TRAN,0
2018,530336,AGNR,15
2018,530336,ARCH,43
2018,530336,AAVC,31
2018,530336,BMA,27
2018,530336,EDUC,0
2018,530336,FINA,12
2018,530336,HLTH,22
2018,530336,HOSP,48
2018,530336,HUMA,17
2018,530336,INFO,37
2018,530336,LAW,16
2018,530336,MANU,25
2018,530336,MRKT,10
2018,530336,STEM,0
2018,530336,TRAN,17
2018,530343,AGNR,15
2018,530343,ARCH,23
2018,530343,AAVC,1
2018,530343,BMA,4
2018,530343,EDUC,0
2018,530343,FINA,0
2018,530343,HLTH,5
2018,530343,HOSP,40
2018,530343,HUMA,3
2018,530343,INFO,3
2018,530343,LAW,3
2018,530343,MANU,7
2018,530343,MRKT,0
2018,530343,STEM,15
2018,530343,TRAN,0
2018,540315,AGNR,30
2018,540315,ARCH,5
2018,540315,AAVC,13
2018,540315,BMA,0
2018,540315,EDUC,0
2018,540315,FINA,1
2018,540315,HLTH,8
2018,540315,HOSP,23
2018,540315,HUMA,0
2018,540315,INFO,10
2018,540315,LAW,0
2018,540315,MANU,6
2018,540315,MRKT,0
2018,540315,STEM,3
2018,540315,TRAN,0
2018,540317,AGNR,0
2018,540317,ARCH,1
2018,540317,AAVC,0
2018,540317,BMA,0
2018,540317,EDUC,0
2018,540317,FINA,0
2018,540317,HLTH,0
2018,540317,HOSP,1
2018,540317,HUMA,0
2018,540317,INFO,2
2018,540317,LAW,0
2018,540317,MANU,0
2018,540317,MRKT,0
2018,540317,STEM,0
2018,540317,TRAN,2
2018,540324,AGNR,48
2018,540324,ARCH,12
2018,540324,AAVC,7
2018,540324,BMA,11
2018,540324,EDUC,0
2018,540324,FINA,0
2018,540324,HLTH,26
2018,540324,HOSP,25
2018,540324,HUMA,0
2018,540324,INFO,6
2018,540324,LAW,0
2018,540324,MANU,8
2018,540324,MRKT,7
2018,540324,STEM,1
2018,540324,TRAN,17
2018,540336,AGNR,69
2018,540336,ARCH,34
2018,540336,AAVC,14
2018,540336,BMA,5
2018,540336,EDUC,0
2018,540336,FINA,4
2018,540336,HLTH,15
2018,540336,HOSP,23
2018,540336,HUMA,0
2018,540336,INFO,2
2018,540336,LAW,0
2018,540336,MANU,14
2018,540336,MRKT,0
2018,540336,STEM,19
2018,540336,TRAN,9
2018,550320,AGNR,12
2018,550320,ARCH,2
2018,550320,AAVC,0
2018,550320,BMA,5
2018,550320,EDUC,0
2018,550320,FINA,0
2018,550320,HLTH,18
2018,550320,HOSP,3
2018,550320,HUMA,5
2018,550320,INFO,11
2018,550320,LAW,3
2018,550320,MANU,1
2018,550320,MRKT,1
2018,550320,STEM,1
2018,550320,TRAN,7
2018,550332,AGNR,15
2018,550332,ARCH,4
2018,550332,AAVC,4
2018,550332,BMA,2
2018,550332,EDUC,0
2018,550332,FINA,0
2018,550332,HLTH,35
2018,550332,HOSP,19
2018,550332,HUMA,1
2018,550332,INFO,3
2018,550332,LAW,1
2018,550332,MANU,0
2018,550332,MRKT,0
2018,550332,STEM,5
2018,550332,TRAN,3
2018,550344,AGNR,5
2018,550344,ARCH,8
2018,550344,AAVC,6
2018,550344,BMA,19
2018,550344,EDUC,0
2018,550344,FINA,0
2018,550344,HLTH,39
2018,550344,HOSP,9
2018,550344,HUMA,3
2018,550344,INFO,10
2018,550344,LAW,2
2018,550344,MANU,4
2018,550344,MRKT,4
2018,550344,STEM,3
2018,550344,TRAN,4
2018,550368,AGNR,26
2018,550368,ARCH,7
2018,550368,AAVC,3
2018,550368,BMA,6
2018,550368,EDUC,0
2018,550368,FINA,0
2018,550368,HLTH,18
2018,550368,HOSP,8
2018,550368,HUMA,1
2018,550368,INFO,4
2018,550368,LAW,1
2018,550368,MANU,1
2018,550368,MRKT,2
2018,550368,STEM,8
2018,550368,TRAN,6
2018,55A000,AGNR,0
2018,55A000,ARCH,0
2018,55A000,AAVC,0
2018,55A000,BMA,1
2018,55A000,EDUC,0
2018,55A000,FINA,0
2018,55A000,HLTH,0
2018,55A000,HOSP,0
2018,55A000,HUMA,0
2018,55A000,INFO,0
2018,55A000,LAW,0
2018,55A000,MANU,0
2018,55A000,MRKT,0
2018,55A000,STEM,0
2018,55A000,TRAN,0
2018,560320,AGNR,17
2018,560320,ARCH,12
2018,560320,AAVC,1
2018,560320,BMA,0
2018,560320,EDUC,0
2018,560320,FINA,0
2018,560320,HLTH,17
2018,560320,HOSP,4
2018,560320,HUMA,2
2018,560320,INFO,1
2018,560320,LAW,1
2018,560320,MANU,10
2018,560320,MRKT,0
2018,560320,STEM,0
2018,560320,TRAN,4
2018,560324,AGNR,2
2018,560324,ARCH,1
2018,560324,AAVC,1
2018,560324,BMA,0
2018,560324,EDUC,0
2018,560324,FINA,0
2018,560324,HLTH,2
2018,560324,HOSP,4
2018,560324,HUMA,0
2018,560324,INFO,0
2018,560324,LAW,0
2018,560324,MANU,0
2018,560324,MRKT,0
2018,560324,STEM,0
2018,560324,TRAN,0
2018,560332,AGNR,0
2018,560332,ARCH,2
2018,560332,AAVC,0
2018,560332,BMA,0
2018,560332,EDUC,0
2018,560332,FINA,0
2018,560332,HLTH,0
2018,560332,HOSP,0
2018,560332,HUMA,0
2018,560332,INFO,0
2018,560332,LAW,0
2018,560332,MANU,3
2018,560332,MRKT,0
2018,560332,STEM,0
2018,560332,TRAN,0
2018,560350,AGNR,4
2018,560350,ARCH,0
2018,560350,AAVC,0
2018,560350,BMA,0
2018,560350,EDUC,0
2018,560350,FINA,0
2018,560350,HLTH,0
2018,560350,HOSP,1
2018,560350,HUMA,0
2018,560350,INFO,0
2018,560350,LAW,0
2018,560350,MANU,0
2018,560350,MRKT,0
2018,560350,STEM,0
2018,560350,TRAN,0
2018,570317,AGNR,0
2018,570317,ARCH,0
2018,570317,AAVC,0
2018,570317,BMA,2
2018,570317,EDUC,0
2018,570317,FINA,0
2018,570317,HLTH,1
2018,570317,HOSP,0
2018,570317,HUMA,0
2018,570317,INFO,1
2018,570317,LAW,0
2018,570317,MANU,2
2018,570317,MRKT,0
2018,570317,STEM,1
2018,570317,TRAN,0
2018,570318,AGNR,28
2018,570318,ARCH,29
2018,570318,AAVC,0
2018,570318,BMA,4
2018,570318,EDUC,0
2018,570318,FINA,0
2018,570318,HLTH,25
2018,570318,HOSP,3
2018,570318,HUMA,7
2018,570318,INFO,1
2018,570318,LAW,0
2018,570318,MANU,17
2018,570318,MRKT,5
2018,570318,STEM,5
2018,570318,TRAN,1
2018,580344,AGNR,29
2018,580344,ARCH,0
2018,580344,AAVC,0
2018,580344,BMA,5
2018,580344,EDUC,0
2018,580344,FINA,0
2018,580344,HLTH,5
2018,580344,HOSP,14
2018,580344,HUMA,0
2018,580344,INFO,9
2018,580344,LAW,0
2018,580344,MANU,0
2018,580344,MRKT,1
2018,580344,STEM,0
2018,580344,TRAN,0
2018,580368,AGNR,66
2018,580368,ARCH,1
2018,580368,AAVC,0
2018,580368,BMA,1
2018,580368,EDUC,0
2018,580368,FINA,1
2018,580368,HLTH,29
2018,580368,HOSP,26
2018,580368,HUMA,0
2018,580368,INFO,2
2018,580368,LAW,0
2018,580368,MANU,0
2018,580368,MRKT,0
2018,580368,STEM,1
2018,580368,TRAN,0
2018,58B000,AGNR,0
2018,58B000,ARCH,1
2018,58B000,AAVC,0
2018,58B000,BMA,1
2018,58B000,EDUC,0
2018,58B000,FINA,0
2018,58B000,HLTH,3
2018,58B000,HOSP,0
2018,58B000,HUMA,0
2018,58B000,INFO,0
2018,58B000,LAW,0
2018,58B000,MANU,0
2018,58B000,MRKT,0
2018,58B000,STEM,0
2018,58B000,TRAN,0
2018,590328,AGNR,0
2018,590328,ARCH,1
2018,590328,AAVC,4
2018,590328,BMA,0
2018,590328,EDUC,0
2018,590328,FINA,0
2018,590328,HLTH,0
2018,590328,HOSP,0
2018,590328,HUMA,0
2018,590328,INFO,1
2018,590328,LAW,0
2018,590328,MANU,1
2018,590328,MRKT,0
2018,590328,STEM,0
2018,590328,TRAN,2
2018,590330,AGNR,10
2018,590330,ARCH,36
2018,590330,AAVC,24
2018,590330,BMA,4
2018,590330,EDUC,0
2018,590330,FINA,1
2018,590330,HLTH,45
2018,590330,HOSP,34
2018,590330,HUMA,23
2018,590330,INFO,9
2018,590330,LAW,28
2018,590330,MANU,48
2018,590330,MRKT,0
2018,590330,STEM,0
2018,590330,TRAN,7
2018,590393,AGNR,0
2018,590393,ARCH,1
2018,590393,AAVC,0
2018,590393,BMA,0
2018,590393,EDUC,0
2018,590393,FINA,1
2018,590393,HLTH,1
2018,590393,HOSP,8
2018,590393,HUMA,1
2018,590393,INFO,0
2018,590393,LAW,0
2018,590393,MANU,3
2018,590393,MRKT,0
2018,590393,STEM,0
2018,590393,TRAN,0
2018,600302,AGNR,0
2018,600302,ARCH,9
2018,600302,AAVC,4
2018,600302,BMA,19
2018,600302,EDUC,0
2018,600302,FINA,0
2018,600302,HLTH,20
2018,600302,HOSP,63
2018,600302,HUMA,0
2018,600302,INFO,4
2018,600302,LAW,0
2018,600302,MANU,0
2018,600302,MRKT,17
2018,600302,STEM,15
2018,600302,TRAN,0
2018,600312,AGNR,0
2018,600312,ARCH,13
2018,600312,AAVC,6
2018,600312,BMA,20
2018,600312,EDUC,0
2018,600312,FINA,6
2018,600312,HLTH,0
2018,600312,HOSP,62
2018,600312,HUMA,0
2018,600312,INFO,13
2018,600312,LAW,0
2018,600312,MANU,3
2018,600312,MRKT,16
2018,600312,STEM,52
2018,600312,TRAN,3
2018,600334,AGNR,0
2018,600334,ARCH,2
2018,600334,AAVC,1
2018,600334,BMA,0
2018,600334,EDUC,0
2018,600334,FINA,0
2018,600334,HLTH,1
2018,600334,HOSP,0
2018,600334,HUMA,1
2018,600334,INFO,2
2018,600334,LAW,0
2018,600334,MANU,1
2018,600334,MRKT,0
2018,600334,STEM,1
2018,600334,TRAN,0
2018,600341,AGNR,0
2018,600341,ARCH,0
2018,600341,AAVC,0
2018,600341,BMA,13
2018,600341,EDUC,0
2018,600341,FINA,1
2018,600341,HLTH,0
2018,600341,HOSP,0
2018,600341,HUMA,0
2018,600341,INFO,1
2018,600341,LAW,0
2018,600341,MANU,0
2018,600341,MRKT,0
2018,600341,STEM,0
2018,600341,TRAN,0
2018,600361,AGNR,0
2018,600361,ARCH,8
2018,600361,AAVC,26
2018,600361,BMA,19
2018,600361,EDUC,0
2018,600361,FINA,1
2018,600361,HLTH,1
2018,600361,HOSP,8
2018,600361,HUMA,0
2018,600361,INFO,10
2018,600361,LAW,0
2018,600361,MANU,16
2018,600361,MRKT,19
2018,600361,STEM,7
2018,600361,TRAN,4
2018,600364,AGNR,0
2018,600364,ARCH,0
2018,600364,AAVC,0
2018,600364,BMA,0
2018,600364,EDUC,0
2018,600364,FINA,0
2018,600364,HLTH,0
2018,600364,HOSP,0
2018,600364,HUMA,0
2018,600364,INFO,0
2018,600364,LAW,0
2018,600364,MANU,0
2018,600364,MRKT,0
2018,600364,STEM,9
2018,600364,TRAN,0
2018,600377,AGNR,0
2018,600377,ARCH,1
2018,600377,AAVC,0
2018,600377,BMA,4
2018,600377,EDUC,0
2018,600377,FINA,0
2018,600377,HLTH,5
2018,600377,HOSP,13
2018,600377,HUMA,0
2018,600377,INFO,13
2018,600377,LAW,0
2018,600377,MANU,0
2018,600377,MRKT,1
2018,600377,STEM,24
2018,600377,TRAN,4
2018,600386,AGNR,0
2018,600386,ARCH,0
2018,600386,AAVC,0
2018,600386,BMA,0
2018,600386,EDUC,0
2018,600386,FINA,0
2018,600386,HLTH,15
2018,600386,HOSP,0
2018,600386,HUMA,0
2018,600386,INFO,0
2018,600386,LAW,0
2018,600386,MANU,0
2018,600386,MRKT,0
2018,600386,STEM,0
2018,600386,TRAN,0
2018,600397,AGNR,0
2018,600397,ARCH,0
2018,600397,AAVC,8
2018,600397,BMA,15
2018,600397,EDUC,0
2018,600397,FINA,1
2018,600397,HLTH,10
2018,600397,HOSP,7
2018,600397,HUMA,0
2018,600397,INFO,16
2018,600397,LAW,0
2018,600397,MANU,0
2018,600397,MRKT,12
2018,600397,STEM,3
2018,600397,TRAN,1
2018,600404,AGNR,0
2018,600404,ARCH,0
2018,600404,AAVC,0
2018,600404,BMA,0
2018,600404,EDUC,0
2018,600404,FINA,0
2018,600404,HLTH,0
2018,600404,HOSP,0
2018,600404,HUMA,0
2018,600404,INFO,0
2018,600404,LAW,0
2018,600404,MANU,0
2018,600404,MRKT,0
2018,600404,STEM,1
2018,600404,TRAN,0
2018,600405,AGNR,1
2018,600405,ARCH,1
2018,600405,AAVC,15
2018,600405,BMA,8
2018,600405,EDUC,0
2018,600405,FINA,1
2018,600405,HLTH,7
2018,600405,HOSP,3
2018,600405,HUMA,2
2018,600405,INFO,8
2018,600405,LAW,0
2018,600405,MANU,0
2018,600405,MRKT,18
